Category,CategoryOfSequences_rus,FXY1,Title_rus,SubTitle_rus,FXY2,ElementName_rus,ElementDescription_rus,Note_rus,Status
01,Местоположение и последовательности идентификации,D01001,Номера блока и станции ВМО,,B01001,Номер блока ВМО,,,Operational
01,Местоположение и последовательности идентификации,D01001,Номера блока и станции ВМО,,B01002,Номер станции ВМО,,,Operational
01,Местоположение и последовательности идентификации,D01002,,,B01003,Номер региона ВМО/географическая область,,,Operational
01,Местоположение и последовательности идентификации,D01002,,,B01004,Номер региона ВМО/географическая область,,,Operational
01,Местоположение и последовательности идентификации,D01002,,,B01005,Идентификатор буя/платформы,,,Operational
01,Местоположение и последовательности идентификации,D01003,Позывной судна,,B01011,Идентификатор судна или подвижной наземной станции,Позывной судна,,Operational
01,Местоположение и последовательности идентификации,D01003,Позывной судна,,B01012,Скорость движения подвижной наблюдательной платформы,,,Operational
01,Местоположение и последовательности идентификации,D01003,Позывной судна,,B01013,Скорость движения подвижной наблюдательной платформы,,,Operational
01,Местоположение и последовательности идентификации,D01004,"Идентификация наземной станции; время, горизонтальные и вертикальные координаты",,B01001,Номер блока ВМО,,,Operational
01,Местоположение и последовательности идентификации,D01004,"Идентификация наземной станции; время, горизонтальные и вертикальные координаты",,B01002,Номер станции ВМО,,,Operational
01,Местоположение и последовательности идентификации,D01004,"Идентификация наземной станции; время, горизонтальные и вертикальные координаты",,B01015,Название станции или объекта,,,Operational
01,Местоположение и последовательности идентификации,D01004,"Идентификация наземной станции; время, горизонтальные и вертикальные координаты",,B02001,Тип станции,,,Operational
01,Местоположение и последовательности идентификации,D01005,(Центр/подцентр происхождения),,B01035,(Центр/подцентр происхождения),,,Operational
01,Местоположение и последовательности идентификации,D01005,(Центр/подцентр происхождения),,B01034,Идентификация исходного/генерирующего центра,,,Operational
01,Местоположение и последовательности идентификации,D01011,"Год, месяц, день",,B04001,Год,,,Operational
01,Местоположение и последовательности идентификации,D01011,"Год, месяц, день",,B04002,Месяц,,,Operational
01,Местоположение и последовательности идентификации,D01011,"Год, месяц, день",,B04003,День,,,Operational
01,Местоположение и последовательности идентификации,D01012,"Час, минута, секунда",,B04004,Час,,,Operational
01,Местоположение и последовательности идентификации,D01012,"Час, минута, секунда",,B04005,Минута,,,Operational
01,Местоположение и последовательности идентификации,D01013,"Час, минута, секунда",,B04004,Час,,,Operational
01,Местоположение и последовательности идентификации,D01013,"Час, минута, секунда",,B04005,Минута,,,Operational
01,Местоположение и последовательности идентификации,D01013,"Час, минута, секунда",,B04006,Второй,,,Operational
