Id,Category,CategoryOfSequences_rus,FXY1,Title_rus,SubTitle_rus,FXY2,ElementName_rus,ElementDescription_rus,Note_rus,noteIDs,Status
bufr4/3/11/001/1/301051,11,Последовательности отчетов одного уровня (традиционные данные),311001,Отчет о воздушном судне,,301051,"(Номер рейса, навигационная система, дата/время, местоположение, этап полета)",АСДАР,,,Operational
bufr4/3/11/001/2/007002,11,Последовательности отчетов одного уровня (традиционные данные),311001,Отчет о воздушном судне,,007002,Высота или высота над уровнем моря,,,,Operational
bufr4/3/11/001/3/012001,11,Последовательности отчетов одного уровня (традиционные данные),311001,Отчет о воздушном судне,,012001,Температура/температура воздуха,,,,Operational
bufr4/3/11/001/4/011001,11,Последовательности отчетов одного уровня (традиционные данные),311001,Отчет о воздушном судне,,011001,Направление ветра,,,,Operational
bufr4/3/11/001/5/011002,11,Последовательности отчетов одного уровня (традиционные данные),311001,Отчет о воздушном судне,,011002,Скорость ветра,,,,Operational
bufr4/3/11/001/6/011031,11,Последовательности отчетов одного уровня (традиционные данные),311001,Отчет о воздушном судне,,011031,Расширенная степень турбулентности,,,,Operational
bufr4/3/11/001/7/011032,11,Последовательности отчетов одного уровня (традиционные данные),311001,Отчет о воздушном судне,,011032,Высота основания турбулентности,,,,Operational
bufr4/3/11/001/8/011033,11,Последовательности отчетов одного уровня (традиционные данные),311001,Отчет о воздушном судне,,011033,Высота основания турбулентности,,,,Operational
bufr4/3/11/001/9/020041,11,Последовательности отчетов одного уровня (традиционные данные),311001,Отчет о воздушном судне,,020041,Обледенение планера,,,,Operational
bufr4/3/11/002/1/301065,11,Последовательности отчетов одного уровня (традиционные данные),311002,(Отчеты ACARS),,301065,(Идентификация ACARS),,,,Operational
bufr4/3/11/002/2/301066,11,Последовательности отчетов одного уровня (традиционные данные),311002,(Отчеты ACARS),,301066,(Местоположение ACARS),,,,Operational
bufr4/3/11/002/3/311003,11,Последовательности отчетов одного уровня (традиционные данные),311002,(Отчеты ACARS),,311003,Стандартные сообщаемые переменные ACARS,,,,Operational
bufr4/3/11/002/4/311004,11,Последовательности отчетов одного уровня (традиционные данные),311002,(Отчеты ACARS),,311004,Стандартные сообщаемые переменные ACARS,,,,Operational
bufr4/3/11/003/1/010070,11,Последовательности отчетов одного уровня (традиционные данные),311003,Стандартные сообщаемые переменные ACARS,,010070,Указанная высота воздушного судна,,,,Operational
bufr4/3/11/003/2/011001,11,Последовательности отчетов одного уровня (традиционные данные),311003,Стандартные сообщаемые переменные ACARS,,011001,Направление ветра,,,,Operational
