Id,ClassNo,ClassName_rus,FXY,ElementName_rus,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_rus,noteIDs,Status
bufr4/0/04/001,04,Местоположение и эталонное время,004001,Год,a,0,0,12,a,0,4,,,Operational
bufr4/0/04/002,04,Местоположение и эталонное время,004002,Месяц,mon,0,0,4,mon,0,2,,,Operational
bufr4/0/04/003,04,Местоположение и эталонное время,004003,День,d,0,0,6,d,0,2,,,Operational
bufr4/0/04/004,04,Местоположение и эталонное время,004004,Час,h,0,0,5,h,0,2,,,Operational
bufr4/0/04/005,04,Местоположение и эталонное время,004005,Минута,min,0,0,6,min,0,2,,,Operational
bufr4/0/04/006,04,Местоположение и эталонное время,004006,Второй,s,0,0,6,s,0,2,,,Operational
bufr4/0/04/007,04,Местоположение и эталонное время,004007,Секунды в минуте (точность до микросекунды),s,6,0,26,s,6,8,,,Operational
bufr4/0/04/011,04,Местоположение и эталонное время,004011,Часовой интервал,a,0,-1024,11,a,0,4,,,Operational
bufr4/0/04/012,04,Местоположение и эталонное время,004012,Часовой интервал,mon,0,-1024,11,mon,0,4,,,Operational
bufr4/0/04/013,04,Местоположение и эталонное время,004013,Часовой интервал,d,0,-1024,11,d,0,4,,,Operational
bufr4/0/04/014,04,Местоположение и эталонное время,004014,Часовой интервал,h,0,-1024,11,h,0,4,,,Operational
bufr4/0/04/015,04,Местоположение и эталонное время,004015,Часовой интервал,min,0,-2048,12,min,0,4,,,Operational
bufr4/0/04/016,04,Местоположение и эталонное время,004016,Часовой интервал,s,0,-4096,13,s,0,4,,,Operational
bufr4/0/04/017,04,Местоположение и эталонное время,004017,Справочный период времени для накопленных или экстремальных данных,min,0,-1440,12,min,0,4,,,Operational
bufr4/0/04/021,04,Местоположение и эталонное время,004021,Период времени или смещение,a,0,-1024,11,a,0,4,,,Operational
bufr4/0/04/022,04,Местоположение и эталонное время,004022,Период времени или смещение,mon,0,-1024,11,mon,0,4,,,Operational
bufr4/0/04/023,04,Местоположение и эталонное время,004023,Период времени или смещение,d,0,-1024,11,d,0,4,,,Operational
bufr4/0/04/024,04,Местоположение и эталонное время,004024,Период времени или смещение,h,0,-2048,12,h,0,4,,,Operational
bufr4/0/04/025,04,Местоположение и эталонное время,004025,Период времени или смещение,min,0,-2048,12,min,0,4,,,Operational
bufr4/0/04/026,04,Местоположение и эталонное время,004026,Период времени или смещение,s,0,-4096,13,s,0,4,,,Operational
bufr4/0/04/031,04,Местоположение и эталонное время,004031,"Продолжительность времени, относящаяся к следующему значению",h,0,0,8,h,0,3,,,Operational
bufr4/0/04/032,04,Местоположение и эталонное время,004032,"Продолжительность времени, относящаяся к следующему значению",min,0,0,6,min,0,2,,,Operational
bufr4/0/04/041,04,Местоположение и эталонное время,004041,"Разница во времени, UTC - LMT",min,0,-1440,12,min,0,4,(см. Примечание 3),48,Operational
bufr4/0/04/043,04,Местоположение и эталонное время,004043,День года,d,0,0,9,d,0,3,,,Operational
bufr4/0/04/051,04,Местоположение и эталонное время,004051,Основное время ежедневного считывания максимальной температуры,h,0,0,5,h,0,2,,,Operational
bufr4/0/04/052,04,Местоположение и эталонное время,004052,Основное время ежедневного считывания максимальной температуры,h,0,0,5,h,0,2,,,Operational
bufr4/0/04/053,04,Местоположение и эталонное время,004053,Количество дней с осадками равными или превышающими 1 мм,Numeric,0,0,6,Numeric,0,2,,,Operational
bufr4/0/04/059,04,Местоположение и эталонное время,004059,"Времена наблюдений, использованные для вычисления указанных средних значений",Flag table,0,0,6,Flag table,0,2,,,Operational
bufr4/0/04/065,04,Местоположение и эталонное время,004065,Краткий временной интервал,min,0,-128,8,min,0,2,,,Operational
bufr4/0/04/066,04,Местоположение и эталонное время,004066,Краткий временной интервал,s,0,-128,8,s,0,2,,,Operational
bufr4/0/04/073,04,Местоположение и эталонное время,004073,Период времени или смещение,d,0,-128,8,d,0,2,,,Operational
bufr4/0/04/074,04,Местоположение и эталонное время,004074,Период времени или смещение,h,0,-128,8,h,0,2,,,Operational
bufr4/0/04/075,04,Местоположение и эталонное время,004075,Период времени или смещение,min,0,-128,8,min,0,2,,,Operational
bufr4/0/04/080,04,Местоположение и эталонное время,004080,Период усреднения выборки,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/04/086,04,Местоположение и эталонное время,004086,Период времени или смещение,s,0,-8192,15,s,0,5,,,Operational
