Id,ClassNo,ClassName_rus,FXY,ElementName_rus,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_rus,noteIDs,Status
bufr4/0/05/001,05,Расположение (горизонтальный - 1),005001,Широта/долгота (высокая точность),deg,5,-9000000,25,deg,5,7,,,Operational
bufr4/0/05/002,05,Расположение (горизонтальный - 1),005002,Широта/долгота (высокая точность),deg,2,-9000,15,deg,2,4,,,Operational
bufr4/0/05/011,05,Расположение (горизонтальный - 1),005011,Прирост долготы (грубая точность),deg,5,-9000000,25,deg,5,7,,,Operational
bufr4/0/05/012,05,Расположение (горизонтальный - 1),005012,Прирост долготы (грубая точность),deg,2,-9000,15,deg,2,4,,,Operational
bufr4/0/05/015,05,Расположение (горизонтальный - 1),005015,Смещение широты (высокая точность),deg,5,-9000000,25,deg,5,7,,,Operational
bufr4/0/05/016,05,Расположение (горизонтальный - 1),005016,Смещение широты (высокая точность),deg,2,-9000,15,deg,2,4,,,Operational
bufr4/0/05/021,05,Расположение (горизонтальный - 1),005021,Пеленг или азимут,degree true,2,0,16,degree true,2,5,,,Operational
bufr4/0/05/022,05,Расположение (горизонтальный - 1),005022,Солнечный азимут,degree true,2,0,16,degree true,2,5,,,Operational
bufr4/0/05/023,05,Расположение (горизонтальный - 1),005023,Разница азимута между Солнцем и спутником,deg,1,-1800,12,deg,1,4,,,Operational
bufr4/0/05/030,05,Расположение (горизонтальный - 1),005030,Направление (спектральное),deg,0,0,12,deg,0,4,,,Operational
bufr4/0/05/031,05,Расположение (горизонтальный - 1),005031,Номер строки,Numeric,0,0,12,Numeric,0,4,,,Operational
bufr4/0/05/032,05,Расположение (горизонтальный - 1),005032,Смещение по Y,m,2,-1073741824,31,m,2,11,(см. Примечание 3),184,Operational
bufr4/0/05/033,05,Расположение (горизонтальный - 1),005033,Размер пикселя по горизонтали - 1,m,-1,0,16,m,-1,5,,,Operational
