Category,CategoryOfSequences_rus,FXY1,Title_rus,SubTitle_rus,FXY2,ElementName_rus,ElementDescription_rus,Note_rus,Status
05,"Метеорологические или гидрологические последовательности, характерные для гидрологических наблюдений",D05001,(ЕАС-ГИДРОС единичное измерение),,B11001,Направление ветра,,,Operational
05,"Метеорологические или гидрологические последовательности, характерные для гидрологических наблюдений",D05001,(ЕАС-ГИДРОС единичное измерение),,B11002,Скорость ветра,,,Operational
05,"Метеорологические или гидрологические последовательности, характерные для гидрологических наблюдений",D05001,(ЕАС-ГИДРОС единичное измерение),,B13060,Общее накопленное количество осадков,,,Operational
05,"Метеорологические или гидрологические последовательности, характерные для гидрологических наблюдений",D05001,(ЕАС-ГИДРОС единичное измерение),,B13071,Уровень воды на верхнем бьефе,,,Operational
05,"Метеорологические или гидрологические последовательности, характерные для гидрологических наблюдений",D05002,(ЕАС-ГИДРОС экологическое измерение),,D01012,"Час, минута, секунда",,,Operational
05,"Метеорологические или гидрологические последовательности, характерные для гидрологических наблюдений",D05002,(ЕАС-ГИДРОС экологическое измерение),,B12001,Температура/температура воздуха,,,Operational
05,"Метеорологические или гидрологические последовательности, характерные для гидрологических наблюдений",D05002,(ЕАС-ГИДРОС экологическое измерение),,B13003,Относительная влажность,,,Operational
05,"Метеорологические или гидрологические последовательности, характерные для гидрологических наблюдений",D05002,(ЕАС-ГИДРОС экологическое измерение),,B14051,"Прямая солнечная радиация, интегрированная за последний час",,,Operational
05,"Метеорологические или гидрологические последовательности, характерные для гидрологических наблюдений",D05002,(ЕАС-ГИДРОС экологическое измерение),,B13060,Общее накопленное количество осадков,,,Operational
05,"Метеорологические или гидрологические последовательности, характерные для гидрологических наблюдений",D05002,(ЕАС-ГИДРОС экологическое измерение),,B13072,Уровень воды на верхнем бьефе,,,Operational
05,"Метеорологические или гидрологические последовательности, характерные для гидрологических наблюдений",D05002,(ЕАС-ГИДРОС экологическое измерение),,B13080,pH воды,,,Operational
05,"Метеорологические или гидрологические последовательности, характерные для гидрологических наблюдений",D05002,(ЕАС-ГИДРОС экологическое измерение),,B13081,Водопроводимость,,,Operational
05,"Метеорологические или гидрологические последовательности, характерные для гидрологических наблюдений",D05002,(ЕАС-ГИДРОС экологическое измерение),,B13082,Температура воды,,,Operational
