Id,ClassNo,ClassName_rus,FXY,ElementName_rus,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_rus,noteIDs,Status
bufr4/0/40/001,40,Данные спутникового зондирования,040001,Влажность почвы,%,1,0,10,%,1,4,,,Operational
bufr4/0/40/002,40,Данные спутникового зондирования,040002,Оценочная ошибка поверхностной влажности почвы,%,1,0,10,%,1,4,,,Operational
bufr4/0/40/003,40,Данные спутникового зондирования,040003,Влажность почвы,Numeric,3,0,10,Numeric,3,4,,,Operational
bufr4/0/40/004,40,Данные спутникового зондирования,040004,Обнаружение выпадения дождя,Numeric,3,0,10,Numeric,3,4,,,Operational
bufr4/0/40/005,40,Данные спутникового зондирования,040005,Флаг коррекции влажности почвы,Flag table,0,0,8,Flag table,0,3,,,Operational
bufr4/0/40/006,40,Данные спутникового зондирования,040006,Флаг коррекции влажности почвы,Flag table,0,0,16,Flag table,0,6,,,Operational
bufr4/0/40/007,40,Данные спутникового зондирования,040007,Влажность почвы,%,1,0,10,%,1,4,,,Operational
bufr4/0/40/008,40,Данные спутникового зондирования,040008,Доля замерзшей поверхности суши,%,1,0,10,%,1,4,,,Operational
bufr4/0/40/009,40,Данные спутникового зондирования,040009,Затопление и доля водно-болотных угодий,%,1,0,10,%,1,4,,,Operational
bufr4/0/40/010,40,Данные спутникового зондирования,040010,Топографическая сложность,%,1,0,10,%,1,4,,,Operational
bufr4/0/40/011,40,Данные спутникового зондирования,040011,Флаг интерполяции,Flag table,0,0,8,Flag table,0,3,,,Operational
bufr4/0/40/012,40,Данные спутникового зондирования,040012,Флаг качества данных радиометра,Flag table,0,0,8,Flag table,0,3,,,Operational
bufr4/0/40/013,40,Данные спутникового зондирования,040013,Флаг интерпретации яркостной температуры радиометра,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/40/014,40,Данные спутникового зондирования,040014,Высокочастотные колебания коррекции топографии поверхности моря,m,4,-3000,13,m,4,4,,,Operational
bufr4/0/40/015,40,Данные спутникового зондирования,040015,(Нормализованный разностный вегетационный индекс (NDVI)),Numeric,2,-100,8,Numeric,2,3,,,Operational
bufr4/0/40/016,40,Данные спутникового зондирования,040016,Остаточный СКЗ в полосе,Numeric,3,0,14,Numeric,3,5,,,Operational
bufr4/0/40/017,40,Данные спутникового зондирования,040017,Ненормализованный скор главной компоненты,Numeric,0,-1073741824,31,Numeric,0,10,,,Operational
bufr4/0/40/018,40,Данные спутникового зондирования,040018,GIacAvgImagIIS - среднее значение измерений изображения,W m-2 sr-1 m,6,0,24,W m-2 sr-1 m,6,8,,,Operational
bufr4/0/40/019,40,Данные спутникового зондирования,040019,GIacAvgImagIIS - среднее значение измерений изображения,W m-2 sr-1 m,6,0,24,W m-2 sr-1 m,6,8,,,Operational
bufr4/0/40/020,40,Данные спутникового зондирования,040020,GqisFlagQual - индивидуальный флаг качества системы IASI-System,Flag table,0,0,17,Flag table,0,6,,,Operational
bufr4/0/40/021,40,Данные спутникового зондирования,040021,"Доля взвешенного пикселя AVHRR в поле зрения IASI, покрытого снегом/льдом",%,0,0,7,%,0,3,,,Operational
bufr4/0/40/022,40,Данные спутникового зондирования,040022,"Количество отсутствующих, поврежденных или неисправных пикселей AVHRR",Numeric,0,0,7,Numeric,0,3,,,Operational
bufr4/0/40/023,40,Данные спутникового зондирования,040023,Флаг состояния высотомера,Flag table,0,0,5,Flag table,0,2,,,Operational
bufr4/0/40/024,40,Данные спутникового зондирования,040024,Доступность метеорологической карты,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/40/025,40,Данные спутникового зондирования,040025,Флаг интерполяции для средней суточной приливной волны,Code table,0,0,2,Code table,0,1,,,Operational
bufr4/0/40/026,40,Данные спутникового зондирования,040026,Коэффициент квантования оценки,Numeric,2,0,16,Numeric,2,5,,,Operational
bufr4/0/40/027,40,Данные спутникового зондирования,040027,Нет солнечного блика,deg,2,-18000,16,deg,2,5,,,Operational
bufr4/0/40/028,40,Данные спутникового зондирования,040028,Качественный флаг GMI,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/40/029,40,Данные спутникового зондирования,040029,Длина горизонтальной интеграции наблюдений,m,0,0,26,m,0,8,,,Operational
bufr4/0/40/030,40,Данные спутникового зондирования,040030,Горизонтальная линия видимости ветра,m/s,2,-32767,16,m/s,2,5,,,Operational
bufr4/0/40/031,40,Данные спутникового зондирования,040031,Горизонтальная линия видимости ветра,m/s,2,0,15,m/s,2,5,,,Operational
bufr4/0/40/032,40,Данные спутникового зондирования,040032,Производная ветра к давлению,m s-1 Pa-1,3,-100000,18,m s-1 Pa-1,3,6,,,Operational
bufr4/0/40/033,40,Данные спутникового зондирования,040033,Производная ветра к температуре,m s-1 K-1,3,-100000,18,m s-1 K-1,3,6,,,Operational
bufr4/0/40/034,40,Данные спутникового зондирования,040034,Производное отношение ветра к обратному рассеянию,m/s,3,-200000,19,m/s,3,6,,,Operational
bufr4/0/40/035,40,Данные спутникового зондирования,040035,Диапазон спутника,m,0,380000,18,m,0,6,,,Operational
bufr4/0/40/036,40,Данные спутникового зондирования,040036,Тип классификации Lidar L2b,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/40/037,40,Данные спутникового зондирования,040037,Расстояние обратного рассеяния,Numeric,3,500,20,Numeric,3,7,,,Operational
bufr4/0/40/038,40,Данные спутникового зондирования,040038,Размер частиц облака,m,7,0,28,m,7,6,,,Operational
bufr4/0/40/039,40,Данные спутникового зондирования,040039,Единый взгляд сложная интенсивность изображения,Numeric,0,-25,5,Numeric,0,3,,,Operational
bufr4/0/40/040,40,Данные спутникового зондирования,040040,Единый взгляд сложное изображение асимметрия,Numeric,2,1,13,Numeric,0,4,,,Operational
bufr4/0/40/041,40,Данные спутникового зондирования,040041,Единый взгляд сложное изображение куртозис,Numeric,2,1,13,Numeric,0,4,,,Operational
bufr4/0/40/042,40,Данные спутникового зондирования,040042,Единый взгляд сложное изображение дисперсия,Numeric,2,1,13,Numeric,0,4,,,Operational
bufr4/0/40/043,40,Данные спутникового зондирования,040043,Индикатор манёвра спутника,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/40/044,40,Данные спутникового зондирования,040044,Индекс пыли,Numeric,1,0,8,Numeric,1,3,,,Operational
bufr4/0/40/045,40,Данные спутникового зондирования,040045,Формирование облаков и определение высоты,Flag table,0,0,5,Flag table,0,2,,,Operational
bufr4/0/40/046,40,Данные спутникового зондирования,040046,Сводка облачности,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/40/047,40,Данные спутникового зондирования,040047,Флаг валидации для продукта уровня 1 IASI или IASI-NG,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/40/048,40,Данные спутникового зондирования,040048,Флаг проверки потока данных уровня 1 AMSU-A,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/40/049,40,Данные спутникового зондирования,040049,Облачные тесты выполнены и результаты.,Flag table,0,0,16,Flag table,0,5,,,Operational
bufr4/0/40/050,40,Данные спутникового зондирования,040050,Инициализация извлечения,Flag table,0,0,8,Flag table,0,3,,,Operational
bufr4/0/40/051,40,Данные спутникового зондирования,040051,Сходимость итеративного извлечения,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/40/052,40,Данные спутникового зондирования,040052,Указание на супер-адиабатическое состояние и супер-насыщение в итоговом извлечении.,Flag table,0,0,8,Flag table,0,3,,,Operational
bufr4/0/40/053,40,Данные спутникового зондирования,040053,"Количество итераций, использованных для извлечения",Numeric,0,0,8,Numeric,0,3,,,Operational
bufr4/0/40/054,40,Данные спутникового зондирования,040054,Потенциальные ошибки обработки и ввода,Flag table,0,0,13,Flag table,0,4,,,Operational
bufr4/0/40/055,40,Данные спутникового зондирования,040055,Диагностика извлечения,Flag table,0,0,21,Flag table,0,7,,,Operational
bufr4/0/40/056,40,Данные спутникового зондирования,040056,Общее качество извлечения,Code table ,0,0,3,Code table,0,1,,,Operational
bufr4/0/40/057,40,Данные спутникового зондирования,040057,Флаги извлечения уровня 2 IASI,Flag table,0,0,31,Flag table,0,10,,,Operational
bufr4/0/40/058,40,Данные спутникового зондирования,040058,"Количество векторов, описывающих матрицы характеристик",Numeric,0,0,8,Numeric,0,3,,,Operational
bufr4/0/40/059,40,Данные спутникового зондирования,040059,Количество извлеченных слоев,Numeric,0,0,8,Numeric,0,3,,,Operational
bufr4/0/40/060,40,Данные спутникового зондирования,040060,"Количество профилей, полученных в сканирующей линии",Numeric,0,0,8,Numeric,0,3,,,Operational
bufr4/0/40/061,40,Данные спутникового зондирования,040061,Воздушные частичные столбцы на каждом извлеченном слое,mol cm-2,3,0,16,mol cm-2,3,5,,,Operational
bufr4/0/40/062,40,Данные спутникового зондирования,040062,Априорные частичные столбцы для каждого извлеченного слоя,mol cm-2,10,0,16,mol cm-2,10,5,,,Operational
bufr4/0/40/063,40,Данные спутникового зондирования,040063,Масштабирующий вектор умножает априорный вектор для определения восстановленного вектора.,Numeric,5,0,26,Numeric,5,8,,,Operational
bufr4/0/40/064,40,Данные спутникового зондирования,040064,Главные собственные векторы матрицы чувствительности,Numeric,6,0,31,Numeric,6,10,,,Operational
bufr4/0/40/065,40,Данные спутникового зондирования,040065,Главные собственные векторы матрицы чувствительности,Numeric,6,-1000000000,31,Numeric,6,10,,,Operational
bufr4/0/40/066,40,Данные спутникового зондирования,040066,Показатель качества для водяного пара в атмосфере,Numeric,1,0,8,Numeric,1,3,,,Operational
bufr4/0/40/067,40,Данные спутникового зондирования,040067,Показатель качества для температуры атмосферы,Numeric,1,0,8,Numeric,1,3,,,Operational
bufr4/0/40/068,40,Данные спутникового зондирования,040068,Флаг общего качества извлечения для SO2,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/40/069,40,Данные спутникового зондирования,040069,Оценочная ошибка извлечения PWLR для температуры приземного воздуха,K,4,-1000000,21,K,4,7,(см. Примечание),114,Operational
bufr4/0/40/070,40,Данные спутникового зондирования,040070,Оценочная ошибка извлечения PWLR для температуры точки росы на поверхности,K,4,-1000000,21,K,4,7,,,Operational
bufr4/0/40/071,40,Данные спутникового зондирования,040071,Матрица ковариации ошибки извлечения озона в области главных компонент,Numeric,4,-1000000,21,Numeric,4,7,,,Operational
bufr4/0/40/072,40,Данные спутникового зондирования,040072,Индикатор качества оценки извлечения атмосферного озона PWLR,Numeric,1,0,8,Numeric,1,3,,,Operational
bufr4/0/40/073,40,Данные спутникового зондирования,040073,Оценочная ошибка извлечения PWLR для температуры приземного воздуха,K,1,0,8,K,1,3,,,Operational
bufr4/0/40/074,40,Данные спутникового зондирования,040074,Общие флаги качества интерферометрии,Flag table,0,0,16,,,,,,Operational
bufr4/0/40/075,40,Данные спутникового зондирования,040075,Матрица ковариации ошибки извлечения температуры в области главных компонент,Numeric,0,0,21,Numeric,0,7,,,Operational
bufr4/0/40/076,40,Данные спутникового зондирования,040076,Матрица ковариации ошибки извлечения температуры в области главных компонент,Numeric,0,0,21,Numeric,0,7,,,Operational
bufr4/0/40/077,40,Данные спутникового зондирования,040077,"Флаг качества океана, специфичный для диапазона.",Flag table,0,0,8,Flag table,0,3,,,Operational
bufr4/0/40/080,40,Данные спутникового зондирования,040080,Результаты облачного тестирования для IASI-NG уровня 2,Flag table,0,0,5,Flag table,0,2,,,Operational
bufr4/0/40/081,40,Данные спутникового зондирования,040081,Классификация и качество OLCI уровня 1,Flag table,0,0,31,,,,,,Operational
