Category,CategoryOfSequences_es,FXY1,Title_es,SubTitle_es,FXY2,ElementName_es,ElementDescription_es,Note_es,noteIDs,Status
15,Secuencias de los informes de las observaciones oceanográficas,315001,(Comunicación de sondeos bajo la superficie del mar sin campos facultativos),,001011,Identificador del buque o de la estación terrestre móvil,Señal de llamada del buque,,,Operational
15,Secuencias de los informes de las observaciones oceanográficas,315001,(Comunicación de sondeos bajo la superficie del mar sin campos facultativos),,301011,"Año, mes, día",,,,Operational
15,Secuencias de los informes de las observaciones oceanográficas,315001,(Comunicación de sondeos bajo la superficie del mar sin campos facultativos),,301012,"Hora, minuto",,,,Operational
15,Secuencias de los informes de las observaciones oceanográficas,315001,(Comunicación de sondeos bajo la superficie del mar sin campos facultativos),,301023,Latitud/longitud (precisión aproximada),,,,Operational
15,Secuencias de los informes de las observaciones oceanográficas,315001,(Comunicación de sondeos bajo la superficie del mar sin campos facultativos),,306001,"Profundidad, temperatura",,,,Operational
15,Secuencias de los informes de las observaciones oceanográficas,315002,(Comunicación de sondeos bajo la superficie del mar sin campos facultativos),,001011,Identificador del buque o de la estación terrestre móvil,Señal de llamada del buque,,,Operational
15,Secuencias de los informes de las observaciones oceanográficas,315002,(Comunicación de sondeos bajo la superficie del mar sin campos facultativos),,301011,"Año, mes, día",,,,Operational
15,Secuencias de los informes de las observaciones oceanográficas,315002,(Comunicación de sondeos bajo la superficie del mar sin campos facultativos),,301012,"Hora, minuto",,,,Operational
15,Secuencias de los informes de las observaciones oceanográficas,315002,(Comunicación de sondeos bajo la superficie del mar sin campos facultativos),,301023,Latitud/longitud (precisión aproximada),,,,Operational
15,Secuencias de los informes de las observaciones oceanográficas,315002,(Comunicación de sondeos bajo la superficie del mar sin campos facultativos),,306004,"Profundidad, temperatura, salinidad",,,,Operational
15,Secuencias de los informes de las observaciones oceanográficas,315003,(Perfiles de temperatura y de salinidad registrados por flotadores perfiladores),,001087,Indicador ampliado de la plataforma de observación marina de la OMM,,,,Operational
15,Secuencias de los informes de las observaciones oceanográficas,315003,(Perfiles de temperatura y de salinidad registrados por flotadores perfiladores),,001085,Modelo del fabricante de la plataforma de observación,,,,Operational
15,Secuencias de los informes de las observaciones oceanográficas,315003,(Perfiles de temperatura y de salinidad registrados por flotadores perfiladores),,001086,Número de serie del fabricante de la plataforma de observación,,,,Operational
