Category,CategoryOfSequences_es,FXY1,Title_es,SubTitle_es,FXY2,ElementName_es,ElementDescription_es,Note_es,noteIDs,Status
21,Secuencias de los informes de las observaciones de radar,321001,<NA>,,002101,Tipo de antena,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321001,<NA>,,002114,Superficie equivalente de la antena,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321001,<NA>,,002105,Ganancia máxima de la antena,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321001,<NA>,,002106,Anchura del haz a 3 dB,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321001,<NA>,,002107,Supresión de los lóbulos laterales,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321001,<NA>,,002121,Frecuencia media,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321003,(Perfilador del viento — datos relativos al momento),,021051,Potencia de la señal superior a 1 mW,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321003,(Perfilador del viento — datos relativos al momento),,021014,Velocidad media Doppler (radial),,,,Operational
21,Secuencias de los informes de las observaciones de radar,321003,(Perfilador del viento — datos relativos al momento),,021017,Ancho espectral de la velocidad Doppler,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321003,(Perfilador del viento — datos relativos al momento),,021030,Relación señal-ruido,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321004,(Perfilador del viento — datos relativos al momento de sondeo),,301031,"Identificación y tipo de estación, fecha/hora, localización (gran precisión), altura de la estación",,,,Operational
21,Secuencias de los informes de las observaciones de radar,321004,(Perfilador del viento — datos relativos al momento de sondeo),,002003,Tipo de instrumentos de medición utilizados,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321004,(Perfilador del viento — datos relativos al momento de sondeo),,101000,Repetición diferida de 1 descriptor,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321004,(Perfilador del viento — datos relativos al momento de sondeo),,031001,Factor de repetición diferida del descriptor,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321004,(Perfilador del viento — datos relativos al momento de sondeo),,321003,Perfilador de viento — datos relativos al momento,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321005,(Características de los emisores-receptores),,025004,Proceso de datos sobre ecos,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321005,(Características de los emisores-receptores),,002121,Frecuencia media,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321005,(Características de los emisores-receptores),,002122,Alcance de la agilidad de la frecuencia,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321005,(Características de los emisores-receptores),,002123,Potencia de cresta,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321005,(Características de los emisores-receptores),,002124,Potencia media,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321005,(Características de los emisores-receptores),,002125,Frecuencia de repetición de los impulsos,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321005,(Características de los emisores-receptores),,002126,Anchura de impulso,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321005,(Características de los emisores-receptores),,002127,Frecuencia intermedia del receptor,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321005,(Características de los emisores-receptores),,002128,Anchura de banda de las frecuencias intermedias,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321005,(Características de los emisores-receptores),,002129,Señal mínima detectable,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321005,(Características de los emisores-receptores),,002130,Alcance dinámico,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321005,(Características de los emisores-receptores),,002131,Control de sensibilidad en función del tiempo (STC),,,,Operational
21,Secuencias de los informes de las observaciones de radar,321006,(Características de integración),,025001,Distancia de la puerta de integración,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321006,(Características de integración),,025002,Número medio de puertas,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321006,(Características de integración),,025003,Número de impulsos integrales,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321006,(Características de integración),,025005,Integración de los ecos,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321007,(Correcciones),,025009,Método de calibración,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321007,(Correcciones),,025010,Tratamiento de los ecos parásitos,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321007,(Correcciones),,025011,Corrección de los ecos de suelo (filtrado),,,,Operational
21,Secuencias de los informes de las observaciones de radar,321007,(Correcciones),,025012,Corrección de la atenuación del alcance,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321007,(Correcciones),,025013,Corrección de la banda brillante,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321007,(Correcciones),,025015,Corrección de la atenuación por el radomo,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321007,(Correcciones),,025016,Corrección de la atenuación en aire claro,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321007,(Correcciones),,025017,Corrección de la atenuación por las precipitaciones,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321008,(Conversión de Z a R),,025006,Conversión Z a R,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321008,(Conversión de Z a R),,025007,Factor de conversión Z a R,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321008,(Conversión de Z a R),,025008,Exponente de conversión Z a R,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321009,(Enlace de A a Z),,025018,Ley que enlaza A a Z para el factor de atenuación,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321009,(Enlace de A a Z),,025019,Ley que enlaza A a Z para el exponente de atenuación,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321010,(Características de la antena),,002101,Tipo de antena,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321010,(Características de la antena),,007002,Altura o altitud,Altitud de la base de la torre,,,Operational
21,Secuencias de los informes de las observaciones de radar,321010,(Características de la antena),,002102,Altura de la antena sobre la base de la torre,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321010,(Características de la antena),,002103,Radomo,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321010,(Características de la antena),,002104,Polarización de la antena,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321010,(Características de la antena),,002105,Ganancia máxima de la antena,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321010,(Características de la antena),,002106,Anchura del haz a 3 dB,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321010,(Características de la antena),,002107,Supresión de los lóbulos laterales,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321010,(Características de la antena),,002108,Discriminación de la polarización cruzada (en el eje),,,,Operational
21,Secuencias de los informes de las observaciones de radar,321010,(Características de la antena),,002109,Velocidad angular de la antena (en azimut),,,,Operational
21,Secuencias de los informes de las observaciones de radar,321010,(Características de la antena),,002110,Velocidad angular de la antena (en elevación),,,,Operational
21,Secuencias de los informes de las observaciones de radar,321010,(Características de la antena),,002132,Precisión de puntería en azimut,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321010,(Características de la antena),,002133,Precisión de puntería en elevación,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321011,(Características generales),,030031,Tipo de imagen,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321011,(Características generales),,030032,Combinación con otros datos,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321011,(Características generales),,029002,Tipo de retícula de coordenadas,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321012,(Elevación de la antena),,101000,Repetición diferida de 1 descriptor,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321012,(Elevación de la antena),,031001,Factor de repetición diferida del descriptor,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321012,(Elevación de la antena),,002135,Elevación de la antena,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321021,(Información básica (encabezamiento del sistema/sitio) sobre el perfilador de viento/sistema de sondeo radioacústico (RASS)),,002003,Tipo de instrumentos de medición utilizados,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321021,(Información básica (encabezamiento del sistema/sitio) sobre el perfilador de viento/sistema de sondeo radioacústico (RASS)),,002101,Tipo de antena,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321021,(Información básica (encabezamiento del sistema/sitio) sobre el perfilador de viento/sistema de sondeo radioacústico (RASS)),,201130,Cambio de anchura de datos,8 bits,,,Operational
21,Secuencias de los informes de las observaciones de radar,321021,(Información básica (encabezamiento del sistema/sitio) sobre el perfilador de viento/sistema de sondeo radioacústico (RASS)),,002106,Anchura del haz a 3 dB,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321021,(Información básica (encabezamiento del sistema/sitio) sobre el perfilador de viento/sistema de sondeo radioacústico (RASS)),,201000,Cambio de anchura de datos,Anular,,,Operational
21,Secuencias de los informes de las observaciones de radar,321021,(Información básica (encabezamiento del sistema/sitio) sobre el perfilador de viento/sistema de sondeo radioacústico (RASS)),,201132,Cambio de anchura de datos,11 bits,,,Operational
21,Secuencias de los informes de las observaciones de radar,321021,(Información básica (encabezamiento del sistema/sitio) sobre el perfilador de viento/sistema de sondeo radioacústico (RASS)),,202130,Cambio de escala,Escala: –6,,,Operational
21,Secuencias de los informes de las observaciones de radar,321021,(Información básica (encabezamiento del sistema/sitio) sobre el perfilador de viento/sistema de sondeo radioacústico (RASS)),,002121,Frecuencia media,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321021,(Información básica (encabezamiento del sistema/sitio) sobre el perfilador de viento/sistema de sondeo radioacústico (RASS)),,202000,Cambio de escala,Anular,,,Operational
21,Secuencias de los informes de las observaciones de radar,321021,(Información básica (encabezamiento del sistema/sitio) sobre el perfilador de viento/sistema de sondeo radioacústico (RASS)),,201000,Cambio de anchura de datos,Anular,,,Operational
21,Secuencias de los informes de las observaciones de radar,321021,(Información básica (encabezamiento del sistema/sitio) sobre el perfilador de viento/sistema de sondeo radioacústico (RASS)),,201133,Cambio de anchura de datos,11 bits,,,Operational
21,Secuencias de los informes de las observaciones de radar,321021,(Información básica (encabezamiento del sistema/sitio) sobre el perfilador de viento/sistema de sondeo radioacústico (RASS)),,202129,Cambio de escala,Escala: 0,,,Operational
21,Secuencias de los informes de las observaciones de radar,321021,(Información básica (encabezamiento del sistema/sitio) sobre el perfilador de viento/sistema de sondeo radioacústico (RASS)),,025001,Distancia de la puerta de integración,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321021,(Información básica (encabezamiento del sistema/sitio) sobre el perfilador de viento/sistema de sondeo radioacústico (RASS)),,202000,Cambio de escala,Anular,,,Operational
21,Secuencias de los informes de las observaciones de radar,321021,(Información básica (encabezamiento del sistema/sitio) sobre el perfilador de viento/sistema de sondeo radioacústico (RASS)),,201000,Cambio de anchura de datos,Anular,,,Operational
21,Secuencias de los informes de las observaciones de radar,321022,(Perfilador del viento: datos procesados sobre vientos),,007007,Altura,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321022,(Perfilador del viento: datos procesados sobre vientos),,204001,Campo asociado añadido,1 bit,,,Operational
21,Secuencias de los informes de las observaciones de radar,321022,(Perfilador del viento: datos procesados sobre vientos),,031021,Significación del campo asociado,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321022,(Perfilador del viento: datos procesados sobre vientos),,011001,Dirección del viento,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321022,(Perfilador del viento: datos procesados sobre vientos),,204000,Campo asociado añadido,Anular,,,Operational
21,Secuencias de los informes de las observaciones de radar,321022,(Perfilador del viento: datos procesados sobre vientos),,011002,Velocidad del viento,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321022,(Perfilador del viento: datos procesados sobre vientos),,204001,Campo asociado añadido,1 bit,,,Operational
21,Secuencias de los informes de las observaciones de radar,321022,(Perfilador del viento: datos procesados sobre vientos),,031021,Significación del campo asociado,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321022,(Perfilador del viento: datos procesados sobre vientos),,011006,Componente w,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321022,(Perfilador del viento: datos procesados sobre vientos),,204000,Campo asociado añadido,Anular,,,Operational
21,Secuencias de los informes de las observaciones de radar,321022,(Perfilador del viento: datos procesados sobre vientos),,021030,Relación señal-ruido,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321023,(Perfilador del viento: datos sin procesar sobre vientos),,007007,Altura,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321023,(Perfilador del viento: datos sin procesar sobre vientos),,021091,Momento 0 del espectro Doppler de la señal del radar,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321023,(Perfilador del viento: datos sin procesar sobre vientos),,021030,Relación señal-ruido,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321023,(Perfilador del viento: datos sin procesar sobre vientos),,202129,Cambio de escala,Escala: 2,,,Operational
21,Secuencias de los informes de las observaciones de radar,321023,(Perfilador del viento: datos sin procesar sobre vientos),,021014,Velocidad media Doppler (radial),,,,Operational
21,Secuencias de los informes de las observaciones de radar,321023,(Perfilador del viento: datos sin procesar sobre vientos),,201129,Cambio de anchura de datos,9 bits,,,Operational
21,Secuencias de los informes de las observaciones de radar,321023,(Perfilador del viento: datos sin procesar sobre vientos),,021017,Ancho espectral de la velocidad Doppler,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321023,(Perfilador del viento: datos sin procesar sobre vientos),,202000,Cambio de escala,Anular,,,Operational
21,Secuencias de los informes de las observaciones de radar,321023,(Perfilador del viento: datos sin procesar sobre vientos),,201000,Cambio de anchura de datos,Anular,,,Operational
21,Secuencias de los informes de las observaciones de radar,321024,(Modo RASS: datos procesados RASS (sistema de sondeo radioacústico)),,007007,Altura,,,,Operational
21,Secuencias de los informes de las observaciones de radar,321024,(Modo RASS: datos procesados RASS (sistema de sondeo radioacústico)),,204001,Campo asociado añadido,1 bit,,,Operational
