Category,CategoryOfSequences_es,FXY1,Title_es,SubTitle_es,FXY2,ElementName_es,ElementDescription_es,Note_es,noteIDs,Status
22,Secuencias de sustancias químicas y aerosoles,322028,(GOME-2 de METOP),,001007,Identificador del satélite,,,,Operational
22,Secuencias de sustancias químicas y aerosoles,322028,(GOME-2 de METOP),,002019,Instrumentos de satélite,,,,Operational
22,Secuencias de sustancias químicas y aerosoles,322028,(GOME-2 de METOP),,004001,Año,,,,Operational
22,Secuencias de sustancias químicas y aerosoles,322028,(GOME-2 de METOP),,004002,Mes,,,,Operational
22,Secuencias de sustancias químicas y aerosoles,322028,(GOME-2 de METOP),,004003,Día,,,,Operational
22,Secuencias de sustancias químicas y aerosoles,322028,(GOME-2 de METOP),,004004,Hora,,,,Operational
22,Secuencias de sustancias químicas y aerosoles,322028,(GOME-2 de METOP),,004005,Minuto,,,,Operational
22,Secuencias de sustancias químicas y aerosoles,322028,(GOME-2 de METOP),,004006,Segundo,,,,Operational
22,Secuencias de sustancias químicas y aerosoles,322028,(GOME-2 de METOP),,005001,Latitud (gran exactitud),,,,Operational
22,Secuencias de sustancias químicas y aerosoles,322028,(GOME-2 de METOP),,006001,Longitud (gran exactitud),,,,Operational
22,Secuencias de sustancias químicas y aerosoles,322028,(GOME-2 de METOP),,027001,Latitud (gran exactitud),,,,Operational
22,Secuencias de sustancias químicas y aerosoles,322028,(GOME-2 de METOP),,028001,Longitud (gran exactitud),,,,Operational
22,Secuencias de sustancias químicas y aerosoles,322028,(GOME-2 de METOP),,027001,Latitud (gran exactitud),,,,Operational
22,Secuencias de sustancias químicas y aerosoles,322028,(GOME-2 de METOP),,028001,Longitud (gran exactitud),,,,Operational
22,Secuencias de sustancias químicas y aerosoles,322028,(GOME-2 de METOP),,027001,Latitud (gran exactitud),,,,Operational
22,Secuencias de sustancias químicas y aerosoles,322028,(GOME-2 de METOP),,028001,Longitud (gran exactitud),,,,Operational
22,Secuencias de sustancias químicas y aerosoles,322028,(GOME-2 de METOP),,027001,Latitud (gran exactitud),,,,Operational
22,Secuencias de sustancias químicas y aerosoles,322028,(GOME-2 de METOP),,028001,Longitud (gran exactitud),,,,Operational
22,Secuencias de sustancias químicas y aerosoles,322028,(GOME-2 de METOP),,010001,Altura del terreno,,,,Operational
22,Secuencias de sustancias químicas y aerosoles,322028,(GOME-2 de METOP),,014019,Albedo en superficie,,,,Operational
22,Secuencias de sustancias químicas y aerosoles,322028,(GOME-2 de METOP),,007025,Ángulo cenital del sol,,,,Operational
22,Secuencias de sustancias químicas y aerosoles,322028,(GOME-2 de METOP),,010080,Ángulo cenital de visión,,,,Operational
22,Secuencias de sustancias químicas y aerosoles,322028,(GOME-2 de METOP),,005023,Diferencia entre azimut solar y satelital,,,,Operational
22,Secuencias de sustancias químicas y aerosoles,322028,(GOME-2 de METOP),,020010,Cubierta de nubes (total),,,,Operational
22,Secuencias de sustancias químicas y aerosoles,322028,(GOME-2 de METOP),,008003,Significación vertical (observaciones satelitales),,,,Operational
22,Secuencias de sustancias químicas y aerosoles,322028,(GOME-2 de METOP),,007004,Presión,,,,Operational
22,Secuencias de sustancias químicas y aerosoles,322028,(GOME-2 de METOP),,014026,Albedo en la cima de las nubes,,,,Operational
22,Secuencias de sustancias químicas y aerosoles,322028,(GOME-2 de METOP),,020014,Altura de la cima de las nubes,,,,Operational
22,Secuencias de sustancias químicas y aerosoles,322028,(GOME-2 de METOP),,013093,Espesor óptico de la nube,,,,Operational
22,Secuencias de sustancias químicas y aerosoles,322028,(GOME-2 de METOP),,105000,Repetición diferida de 5 descriptores,,,,Operational
22,Secuencias de sustancias químicas y aerosoles,322028,(GOME-2 de METOP),,031001,Factor de repetición diferida del descriptor,,,,Operational
22,Secuencias de sustancias químicas y aerosoles,322028,(GOME-2 de METOP),,007004,Presión,,,,Operational
22,Secuencias de sustancias químicas y aerosoles,322028,(GOME-2 de METOP),,007004,Presión,,,,Operational
22,Secuencias de sustancias químicas y aerosoles,322028,(GOME-2 de METOP),,008043,Tipo de componente atmosférico químico o físico,,,,Operational
22,Secuencias de sustancias químicas y aerosoles,322028,(GOME-2 de METOP),,008044,Número de registro del CAS,,,,Operational
22,Secuencias de sustancias químicas y aerosoles,322028,(GOME-2 de METOP),,015021,Densidad másica integrada,,,,Operational
