Category,CategoryOfSequences_es,FXY1,Title_es,SubTitle_es,FXY2,ElementName_es,ElementDescription_es,Note_es,noteIDs,Status
08,Secuencias de los informes de las observaciones de superficie (mar),308001,(Boya o plataforma — fija),,301033,Boya/plataforma — fija,"Identificación, tipo, fecha/hora, posición (gran exactitud)",,,Operational
08,Secuencias de los informes de las observaciones de superficie (mar),308001,(Boya o plataforma — fija),,302011,Estación de baja altitud,Informe básico de observación de superficie,,,Operational
08,Secuencias de los informes de las observaciones de superficie (mar),308001,(Boya o plataforma — fija),,022042,Temperatura del mar/agua,,,,Operational
08,Secuencias de los informes de las observaciones de superficie (mar),308002,(Boya o plataforma — fija),,301034,Boya/plataforma — fija,"Identificación, tipo, fecha/hora, posición (exactitud aproximada)",,,Operational
08,Secuencias de los informes de las observaciones de superficie (mar),308002,(Boya o plataforma — fija),,302011,Estación de baja altitud,Informe básico de observación de superficie,,,Operational
08,Secuencias de los informes de las observaciones de superficie (mar),308002,(Boya o plataforma — fija),,022042,Temperatura del mar/agua,,,,Operational
08,Secuencias de los informes de las observaciones de superficie (mar),308003,(Boya o plataforma — móvil) (Véase la nota 1),,301035,Boya/plataforma — móvil,"Identificación, movimiento, tipo, fecha/hora, posición (exactitud aproximada)",,,Operational
08,Secuencias de los informes de las observaciones de superficie (mar),308003,(Boya o plataforma — móvil) (Véase la nota 1),,302011,Estación de baja altitud,Informe básico de observación de superficie,,,Operational
08,Secuencias de los informes de las observaciones de superficie (mar),308003,(Boya o plataforma — móvil) (Véase la nota 1),,022042,Temperatura del mar/agua,,,,Operational
08,Secuencias de los informes de las observaciones de superficie (mar),308004,(Buque),,301036,Buque,"Identificación, movimiento, tipo, fecha/hora, posición (exactitud aproximada)",,,Operational
08,Secuencias de los informes de las observaciones de superficie (mar),308004,(Buque),,302011,Estación de baja altitud,Informe básico de observación de superficie,,,Operational
08,Secuencias de los informes de las observaciones de superficie (mar),308004,(Buque),,022042,Temperatura del mar/agua,,,,Operational
08,Secuencias de los informes de las observaciones de superficie (mar),308005,(Buque),,308004,Buque,Informe básico de buque,,,Operational
08,Secuencias de los informes de las observaciones de superficie (mar),308005,(Buque),,302024,Olas de viento y olas de mar de fondo,,,,Operational
08,Secuencias de los informes de las observaciones de superficie (mar),308006,(Parámetros facultativos de la Sección 1 de boyas),,010004,Presión,,,,Operational
08,Secuencias de los informes de las observaciones de superficie (mar),308006,(Parámetros facultativos de la Sección 1 de boyas),,010061,Cambio de la presión en 3 horas,,,,Operational
08,Secuencias de los informes de las observaciones de superficie (mar),308006,(Parámetros facultativos de la Sección 1 de boyas),,010063,Característica de la tendencia barométrica,,,,Operational
08,Secuencias de los informes de las observaciones de superficie (mar),308006,(Parámetros facultativos de la Sección 1 de boyas),,011001,Dirección del viento,,,,Operational
08,Secuencias de los informes de las observaciones de superficie (mar),308006,(Parámetros facultativos de la Sección 1 de boyas),,011002,Velocidad del viento,,,,Operational
08,Secuencias de los informes de las observaciones de superficie (mar),308006,(Parámetros facultativos de la Sección 1 de boyas),,012004,Temperatura del aire a 2 m,,,,Operational
08,Secuencias de los informes de las observaciones de superficie (mar),308006,(Parámetros facultativos de la Sección 1 de boyas),,013003,Humedad relativa,,,,Operational
08,Secuencias de los informes de las observaciones de superficie (mar),308006,(Parámetros facultativos de la Sección 1 de boyas),,022042,Temperatura del mar/agua,,,,Operational
08,Secuencias de los informes de las observaciones de superficie (mar),308007,(Parámetros facultativos de la Sección 1 de boyas),,301055,"Identificación y tipo de estación fecha/hora, posición (gran exactitud), movimiento",,,,Operational
08,Secuencias de los informes de las observaciones de superficie (mar),308007,(Parámetros facultativos de la Sección 1 de boyas),,302011,Estación de baja altitud,Informe básico de observación de superficie,,,Operational
08,Secuencias de los informes de las observaciones de superficie (mar),308007,(Parámetros facultativos de la Sección 1 de boyas),,007062,Profundidad por debajo de la superficie del mar/agua,,,,Operational
08,Secuencias de los informes de las observaciones de superficie (mar),308007,(Parámetros facultativos de la Sección 1 de boyas),,022042,Temperatura del mar/agua,,,,Operational
08,Secuencias de los informes de las observaciones de superficie (mar),308009,(Secuencia para la representación de informes sinópticos procedentes de una estación marina apropiados para datos desde buques),,301093,"Identificación del buque, movimiento, fecha/hora, coordenadas horizontal y vertical",,,,Operational
