Category,CategoryOfSequences_es,FXY1,Title_es,SubTitle_es,FXY2,ElementName_es,ElementDescription_es,Note_es,noteIDs,Status
13,Secuencias comunes a los datos en forma de imágenes,313009,(Valores de reflectividad de radar),,021001,Reflectividad horizontal,,,,Operational
13,Secuencias comunes a los datos en forma de imágenes,313009,(Valores de reflectividad de radar),,101000,Repetición diferida de 1 descriptor,,,,Operational
13,Secuencias comunes a los datos en forma de imágenes,313009,(Valores de reflectividad de radar),,031001,Factor de repetición diferida del descriptor,,,,Operational
13,Secuencias comunes a los datos en forma de imágenes,313009,(Valores de reflectividad de radar),,021001,Reflectividad horizontal,,,,Operational
13,Secuencias comunes a los datos en forma de imágenes,313010,(Intensidades de lluvia por radar),,021036,Intensidad de lluvia por radar,,,,Operational
13,Secuencias comunes a los datos en forma de imágenes,313010,(Intensidades de lluvia por radar),,101000,Repetición diferida de 1 descriptor,,,,Operational
13,Secuencias comunes a los datos en forma de imágenes,313010,(Intensidades de lluvia por radar),,031001,Factor de repetición diferida del descriptor,,,,Operational
13,Secuencias comunes a los datos en forma de imágenes,313010,(Intensidades de lluvia por radar),,021036,Intensidad de lluvia por radar,,,,Operational
13,Secuencias comunes a los datos en forma de imágenes,313031,(Hilera de datos cifrados por valor de píxel (4 bits) no pasados en su totalidad),,006002,Longitud (precisión aproximada),Primera localización de longitud menos un incremento,,,Operational
13,Secuencias comunes a los datos en forma de imágenes,313031,(Hilera de datos cifrados por valor de píxel (4 bits) no pasados en su totalidad),,006012,Incremento de la longitud (precisión aproximada),,,,Operational
13,Secuencias comunes a los datos en forma de imágenes,313031,(Hilera de datos cifrados por valor de píxel (4 bits) no pasados en su totalidad),,101000,Repetición diferida de 1 descriptor,,,,Operational
13,Secuencias comunes a los datos en forma de imágenes,313031,(Hilera de datos cifrados por valor de píxel (4 bits) no pasados en su totalidad),,031002,Factor ampliado de repetición diferida del descriptor,,,,Operational
