Category,CategoryOfSequences_es,FXY1,Title_es,SubTitle_es,FXY2,ElementName_es,ElementDescription_es,Note_es,noteIDs,Status
10,Secuencias de los sondeos verticales (datos satelitales),310001,(Satélite — temperatura de la luminancia),,301042,"Identificador del satélite, instrumento, técnica de procesamiento de datos, fecha/hora, localización",,,,Operational
10,Secuencias de los sondeos verticales (datos satelitales),310001,(Satélite — temperatura de la luminancia),,303031,"Datos de significación, tierra/mar, temperatura de la película superficial",,,,Operational
10,Secuencias de los sondeos verticales (datos satelitales),310001,(Satélite — temperatura de la luminancia),,303032,Nubes,,,,Operational
10,Secuencias de los sondeos verticales (datos satelitales),310001,(Satélite — temperatura de la luminancia),,101026,Repetir 1 descriptor 26 veces,,,,Operational
10,Secuencias de los sondeos verticales (datos satelitales),310001,(Satélite — temperatura de la luminancia),,303025,Canal del satélite y temperatura de luminancia,,,,Operational
10,Secuencias de los sondeos verticales (datos satelitales),310002,(Satélite — nivel bajo),,301042,"Identificador del satélite, instrumento, técnica de procesamiento de datos, fecha/hora, localización",,,,Operational
10,Secuencias de los sondeos verticales (datos satelitales),310002,(Satélite — nivel bajo),,303031,"Datos de significación, tierra/mar, temperatura de la película superficial",,,,Operational
10,Secuencias de los sondeos verticales (datos satelitales),310002,(Satélite — nivel bajo),,303032,Nubes,,,,Operational
10,Secuencias de los sondeos verticales (datos satelitales),310002,(Satélite — nivel bajo),,101009,Repetir 1 descriptor 9 veces,,,,Operational
10,Secuencias de los sondeos verticales (datos satelitales),310002,(Satélite — nivel bajo),,303023,Temperatura media de la capa,,,,Operational
10,Secuencias de los sondeos verticales (datos satelitales),310003,(Satélite — nivel alto),,301042,"Identificador del satélite, instrumento, técnica de procesamiento de datos, fecha/hora, localización",,,,Operational
10,Secuencias de los sondeos verticales (datos satelitales),310003,(Satélite — nivel alto),,303031,"Datos de significación, tierra/mar, temperatura de la película superficial",,,,Operational
10,Secuencias de los sondeos verticales (datos satelitales),310003,(Satélite — nivel alto),,303032,Nubes,,,,Operational
10,Secuencias de los sondeos verticales (datos satelitales),310003,(Satélite — nivel alto),,101006,Repetir 1 descriptor 6 veces,,,,Operational
10,Secuencias de los sondeos verticales (datos satelitales),310003,(Satélite — nivel alto),,303023,Temperatura media de la capa,,,,Operational
10,Secuencias de los sondeos verticales (datos satelitales),310004,(Satélite — agua precipitable),,301042,"Identificador del satélite, instrumento, técnica de procesamiento de datos, fecha/hora, localización",,,,Operational
10,Secuencias de los sondeos verticales (datos satelitales),310004,(Satélite — agua precipitable),,303031,"Datos de significación, tierra/mar, temperatura de la película superficial",,,,Operational
10,Secuencias de los sondeos verticales (datos satelitales),310004,(Satélite — agua precipitable),,303032,Nubes,,,,Operational
10,Secuencias de los sondeos verticales (datos satelitales),310004,(Satélite — agua precipitable),,101003,Repetir 1 descriptor 3 veces,,,,Operational
10,Secuencias de los sondeos verticales (datos satelitales),310004,(Satélite — agua precipitable),,303024,Agua precipitable,,,,Operational
10,Secuencias de los sondeos verticales (datos satelitales),310005,,,301042,"Identificador del satélite, instrumento, técnica de procesamiento de datos, fecha/hora, localización",,,,Operational
10,Secuencias de los sondeos verticales (datos satelitales),310005,,,303031,"Datos de significación, tierra/mar, temperatura de la película superficial",,,,Operational
10,Secuencias de los sondeos verticales (datos satelitales),310005,,,303033,Nubes,,,,Operational
10,Secuencias de los sondeos verticales (datos satelitales),310005,,,101000,Repetición diferida de 1 descriptor,,,,Operational
10,Secuencias de los sondeos verticales (datos satelitales),310005,,,031001,Factor de repetición diferida del descriptor,,,,Operational
10,Secuencias de los sondeos verticales (datos satelitales),310005,,,303025,Canal del satélite y temperatura de luminancia,,,,Operational
10,Secuencias de los sondeos verticales (datos satelitales),310006,,,301042,"Identificador del satélite, instrumento, técnica de procesamiento de datos, fecha/hora, localización",,,,Operational
10,Secuencias de los sondeos verticales (datos satelitales),310006,,,303031,"Datos de significación, tierra/mar, temperatura de la película superficial",,,,Operational
10,Secuencias de los sondeos verticales (datos satelitales),310006,,,303033,Nubes,,,,Operational
10,Secuencias de los sondeos verticales (datos satelitales),310006,,,101000,Repetición diferida de 1 descriptor,,,,Operational
10,Secuencias de los sondeos verticales (datos satelitales),310006,,,031001,Factor de repetición diferida del descriptor,,,,Operational
