Category,CategoryOfSequences_es,FXY1,Title_es,SubTitle_es,FXY2,ElementName_es,ElementDescription_es,Note_es,noteIDs,Status
06,Secuencias meteorológicas u oceanográficas comunes a las observaciones oceanográficas,306001,"(Profundidad, temperatura)",,002032,Indicador de digitalizaciÃ³n,,,,Operational
06,Secuencias meteorológicas u oceanográficas comunes a las observaciones oceanográficas,306001,"(Profundidad, temperatura)",,102000,RepeticiÃ³n diferida de 2 descriptores,,,,Operational
06,Secuencias meteorológicas u oceanográficas comunes a las observaciones oceanográficas,306001,"(Profundidad, temperatura)",,031001,Factor de repeticiÃ³n diferida del descriptor,,,,Operational
06,Secuencias meteorológicas u oceanográficas comunes a las observaciones oceanográficas,306001,"(Profundidad, temperatura)",,007062,Profundidad por debajo de la superficie del mar/ agua,,,,Operational
06,Secuencias meteorológicas u oceanográficas comunes a las observaciones oceanográficas,306001,"(Profundidad, temperatura)",,022042,Temperatura del mar/agua,,,,Operational
06,Secuencias meteorológicas u oceanográficas comunes a las observaciones oceanográficas,306002,(Corriente),,002031,DuraciÃ³n y hora de mediciÃ³n de la corriente,,,,Operational
06,Secuencias meteorológicas u oceanográficas comunes a las observaciones oceanográficas,306002,(Corriente),,022004,DirecciÃ³n de la corriente,,,,Operational
06,Secuencias meteorológicas u oceanográficas comunes a las observaciones oceanográficas,306002,(Corriente),,022031,Velocidad de la corriente,,,,Operational
06,Secuencias meteorológicas u oceanográficas comunes a las observaciones oceanográficas,306003,(Viento de superficie y temperatura),,002002,Tipo de instrumentos para la mediciÃ³n del viento,,,,Operational
06,Secuencias meteorológicas u oceanográficas comunes a las observaciones oceanográficas,306003,(Viento de superficie y temperatura),,011011,DirecciÃ³n del viento a 10 m,,,,Operational
06,Secuencias meteorológicas u oceanográficas comunes a las observaciones oceanográficas,306003,(Viento de superficie y temperatura),,011012,Velocidad del viento a 10 m,,,,Operational
06,Secuencias meteorológicas u oceanográficas comunes a las observaciones oceanográficas,306003,(Viento de superficie y temperatura),,012004,Temperatura del aire a 2 m,,,,Operational
06,Secuencias meteorológicas u oceanográficas comunes a las observaciones oceanográficas,306004,"(Profundidad, temperatura, salinidad)",,002032,Indicador de digitalizaciÃ³n,,,,Operational
06,Secuencias meteorológicas u oceanográficas comunes a las observaciones oceanográficas,306004,"(Profundidad, temperatura, salinidad)",,002033,MÃ©todo de mediciÃ³n de la salinidad/profundidad,,,,Operational
