Category,CategoryOfSequences_es,FXY1,Title_es,SubTitle_es,FXY2,ElementName_es,ElementDescription_es,Note_es,noteIDs,Status
04,Secuencias meteorológicas comunes a las observaciones satelitales,304001,"PresiÃ³n en la cima de la nube, temperatura, viento",,008003,SignificaciÃ³n vertical (observaciones satelitales,,,,Operational
04,Secuencias meteorológicas comunes a las observaciones satelitales,304001,"PresiÃ³n en la cima de la nube, temperatura, viento",,010004,PresiÃ³n,,,,Operational
04,Secuencias meteorológicas comunes a las observaciones satelitales,304001,"PresiÃ³n en la cima de la nube, temperatura, viento",,012001,Temperatura/temperatura del aire,,,,Operational
04,Secuencias meteorológicas comunes a las observaciones satelitales,304001,"PresiÃ³n en la cima de la nube, temperatura, viento",,011001,DirecciÃ³n del viento,,,,Operational
04,Secuencias meteorológicas comunes a las observaciones satelitales,304001,"PresiÃ³n en la cima de la nube, temperatura, viento",,011002,Velocidad del viento,,,,Operational
04,Secuencias meteorológicas comunes a las observaciones satelitales,304002,"PresiÃ³n en la cima de la nube, viento",,008003,SignificaciÃ³n vertical (observaciones satelitales,,,,Operational
04,Secuencias meteorológicas comunes a las observaciones satelitales,304002,"PresiÃ³n en la cima de la nube, viento",,010004,PresiÃ³n,,,,Operational
04,Secuencias meteorológicas comunes a las observaciones satelitales,304002,"PresiÃ³n en la cima de la nube, viento",,011001,DirecciÃ³n del viento,,,,Operational
04,Secuencias meteorológicas comunes a las observaciones satelitales,304002,"PresiÃ³n en la cima de la nube, viento",,011002,Velocidad del viento,,,,Operational
04,Secuencias meteorológicas comunes a las observaciones satelitales,304003,Temperatura en la superficie,,008003,SignificaciÃ³n vertical (observaciones satelitales,,,,Operational
04,Secuencias meteorológicas comunes a las observaciones satelitales,304003,Temperatura en la superficie,,012001,Temperatura/temperatura del aire,,,,Operational
04,Secuencias meteorológicas comunes a las observaciones satelitales,304004,"PresiÃ³n en la cima de la nube, nubosidad, temperatura",,008003,SignificaciÃ³n vertical (observaciones satelitales,,,,Operational
04,Secuencias meteorológicas comunes a las observaciones satelitales,304004,"PresiÃ³n en la cima de la nube, nubosidad, temperatura",,010004,PresiÃ³n,,,,Operational
04,Secuencias meteorológicas comunes a las observaciones satelitales,304004,"PresiÃ³n en la cima de la nube, nubosidad, temperatura",,020010,Cubierta de nubes (total,,,,Operational
04,Secuencias meteorológicas comunes a las observaciones satelitales,304004,"PresiÃ³n en la cima de la nube, nubosidad, temperatura",,012001,Temperatura/temperatura del aire,,,,Operational
04,Secuencias meteorológicas comunes a las observaciones satelitales,304005,Humedad relativa media de la capa,,002024,MÃ©todo de cÃ¡lculo de la humedad media integrada,,,,Operational
04,Secuencias meteorológicas comunes a las observaciones satelitales,304005,Humedad relativa media de la capa,,007004,PresiÃ³n },,,,Operational
04,Secuencias meteorológicas comunes a las observaciones satelitales,304005,Humedad relativa media de la capa,,013003,Humedad relativa,,,,Operational
04,Secuencias meteorológicas comunes a las observaciones satelitales,304006,RadiaciÃ³n,,014001,"RadiaciÃ³n de onda larga, integrada durante 24 horas",RadiaciÃ³n saliente de onda larga,,,Operational
04,Secuencias meteorológicas comunes a las observaciones satelitales,304006,RadiaciÃ³n,,014001,"RadiaciÃ³n de onda larga, integrada durante 24 horas",RadiaciÃ³n incidente de onda larga,,,Operational
04,Secuencias meteorológicas comunes a las observaciones satelitales,304006,RadiaciÃ³n,,014003,"RadiaciÃ³n de onda corta, integrada durante 24 horas",RadiaciÃ³n saliente de onda corta,,,Operational
04,Secuencias meteorológicas comunes a las observaciones satelitales,304011,InformaciÃ³n GOES-I/M,,002163,MÃ©todo de determinaciÃ³n de la altura,,,,Operational
