Category,CategoryOfSequences_es,FXY1,Title_es,SubTitle_es,FXY2,ElementName_es,ElementDescription_es,Note_es,noteIDs,Status
16, Secuencias de las características sinópticas,316001,,,301011,"Año, mes, día",,,,Operational
16, Secuencias de las características sinópticas,316001,,,004004,Hora,,,,Operational
16, Secuencias de las características sinópticas,316001,,,301023,Latitud/longitud (precisión aproximada),,,,Operational
16, Secuencias de las características sinópticas,316001,,,001021,Identificador de la configuración sinóptica,,,,Operational
16, Secuencias de las características sinópticas,316001,,,002041,Método de estimación utilizado para el informe de configuración sinóptica,,,,Operational
16, Secuencias de las características sinópticas,316001,,,019001,Tipo de configuración sinóptica,,,,Operational
16, Secuencias de las características sinópticas,316001,,,010051,Presión reducida a nivel medio del mar,,,,Operational
16, Secuencias de las características sinópticas,316001,,,019002,Radio real de la configuración,,,,Operational
16, Secuencias de las características sinópticas,316001,,,019003,Umbral de velocidad del viento,Generalmente 15 m s–1,,,Operational
16, Secuencias de las características sinópticas,316001,,,019004,Radio real para las velocidades del viento superiores al umbral,,,,Operational
16, Secuencias de las características sinópticas,316002,(Encabezamiento),,008021,Significación temporal,Hora de los datos (análisis),,,Operational
16, Secuencias de las características sinópticas,316002,(Encabezamiento),,004001,Año,,,,Operational
16, Secuencias de las características sinópticas,316002,(Encabezamiento),,004002,Mes,,,,Operational
16, Secuencias de las características sinópticas,316002,(Encabezamiento),,004003,Día,,,,Operational
16, Secuencias de las características sinópticas,316002,(Encabezamiento),,004004,Hora,,,,Operational
16, Secuencias de las características sinópticas,316002,(Encabezamiento),,004005,Minuto,,,,Operational
16, Secuencias de las características sinópticas,316002,(Encabezamiento),,001033,Identificación del centro de origen/generación,,,,Operational
16, Secuencias de las características sinópticas,316002,(Encabezamiento),,008021,Significación temporal,Hora de validez (pronóstico),,,Operational
16, Secuencias de las características sinópticas,316002,(Encabezamiento),,004001,Año,,,,Operational
16, Secuencias de las características sinópticas,316002,(Encabezamiento),,004002,Mes,,,,Operational
16, Secuencias de las características sinópticas,316002,(Encabezamiento),,004003,Día,,,,Operational
16, Secuencias de las características sinópticas,316002,(Encabezamiento),,004004,Hora,,,,Operational
16, Secuencias de las características sinópticas,316002,(Encabezamiento),,004005,Minuto,,,,Operational
16, Secuencias de las características sinópticas,316002,(Encabezamiento),,007002,Altura o altitud,Nivel de vuelo (base de la capa del mapa),,,Operational
16, Secuencias de las características sinópticas,316002,(Encabezamiento),,007002,Altura o altitud,Nivel de vuelo (cima de la capa del mapa),,,Operational
16, Secuencias de las características sinópticas,316003,(Corriente de chorro),,110000,Repetición diferida de 10 descriptores,,,,Operational
16, Secuencias de las características sinópticas,316003,(Corriente de chorro),,031001,Factor de repetición diferida del descriptor,,,,Operational
16, Secuencias de las características sinópticas,316003,(Corriente de chorro),,008011,Característica meteorológica,Valor de la corriente de chorro,,,Operational
16, Secuencias de las características sinópticas,316003,(Corriente de chorro),,008007,Significación dimensional,Valor de la línea,,,Operational
16, Secuencias de las características sinópticas,316003,(Corriente de chorro),,104000,Repetición diferida de 4 descriptores,,,,Operational
16, Secuencias de las características sinópticas,316003,(Corriente de chorro),,031001,Factor de repetición diferida del descriptor,,,,Operational
16, Secuencias de las características sinópticas,316003,(Corriente de chorro),,005002,Latitud (exactitud aproximada),,,,Operational
16, Secuencias de las características sinópticas,316003,(Corriente de chorro),,006002,Longitud (exactitud aproximada),,,,Operational
16, Secuencias de las características sinópticas,316003,(Corriente de chorro),,010002,Altura,Nivel de vuelo,,,Operational
