FXY,ElementName_fr,CodeFigure,EntryName_fr,EntryName_sub1_fr,EntryName_sub2_fr,Note_fr,noteIDs,Status
011030,Degré de turbulence détaillé,0,Pas de turbulence,,,,,Operational
011030,Degré de turbulence détaillé,1,Turbulence faible,dans les nuages,,,,Operational
011030,Degré de turbulence détaillé,2,Turbulence modérée,dans les nuages,,,,Operational
011030,Degré de turbulence détaillé,3,Turbulence forte,dans les nuages,,,,Operational
011030,Degré de turbulence détaillé,4,Pas de turbulence,en atmosphère claire,,,,Operational
011030,Degré de turbulence détaillé,5,Turbulence faible,en atmosphère claire,,,,Operational
011030,Degré de turbulence détaillé,6,Turbulence modérée,en atmosphère claire,,,,Operational
011030,Degré de turbulence détaillé,7,Turbulence forte,en atmosphère claire,,,,Operational
011030,Degré de turbulence détaillé,8,Pas de turbulence,"dans les nuages ou en atmosphère claire, non précisé",,,,Operational
011030,Degré de turbulence détaillé,9,Turbulence faible,"dans les nuages ou en atmosphère claire, non précisé",,,,Operational
011030,Degré de turbulence détaillé,10,Turbulence modérée (MOD),"dans les nuages ou en atmosphère claire, non précisé",,,,Operational
011030,Degré de turbulence détaillé,11,Turbulence forte (SEV),"dans les nuages ou en atmosphère claire, non précisé",,,,Operational
011030,Degré de turbulence détaillé,12,"Turbulence extrême, en atmosphère claire",,,,,Operational
011030,Degré de turbulence détaillé,13,"Turbulence extrême, dans les nuages",,,,,Operational
011030,Degré de turbulence détaillé,14,"Turbulence extrême, dans les nuages ou en atmosphère claire, non précisé (EXTREME)",,,,,Operational
011030,Degré de turbulence détaillé,15,"Turbulence faible, ponctuellement modérée (ISOL MOD)",,,,,Operational
011030,Degré de turbulence détaillé,16,"Turbulence faible, occasionnellement modérée (OCNL MOD)",,,,,Operational
011030,Degré de turbulence détaillé,17,"Turbulence faible, fréquemment modérée (FRQ MOD)",,,,,Operational
011030,Degré de turbulence détaillé,18,"Turbulence modérée, ponctuellement forte (MOD ISOL SEV)",,,,,Operational
011030,Degré de turbulence détaillé,19,"Turbulence modérée, occasionnellement forte (MOD OCNL SEV)",,,,,Operational
011030,Degré de turbulence détaillé,20,"Turbulence modérée, fréquemment forte (MOD FRQ SEV)",,,,,Operational
011030,Degré de turbulence détaillé,21,"Turbulence forte, ponctuellement extrême (SEV ISOL EXTREME)",,,,,Operational
011030,Degré de turbulence détaillé,22,"Turbulence forte, occasionnellement extrême (SEV OCNL EXTREME)",,,,,Operational
011030,Degré de turbulence détaillé,23,"Turbulence forte, fréquemment extrême (SEV FRQ EXTREME)",,,,,Operational
011030,Degré de turbulence détaillé,24-62,En réserve,,,,,Operational
011030,Degré de turbulence détaillé,63,Valeur manquante,,,,,Operational
011031,Degré de turbulence,0,Pas de turbulence,,,,,Operational
011031,Degré de turbulence,1,Turbulence faible,dans les nuages,,,,Operational
011031,Degré de turbulence,2,Turbulence modérée,dans les nuages,,,,Operational
011031,Degré de turbulence,3,Turbulence forte,dans les nuages,,,,Operational
011031,Degré de turbulence,4,Pas de turbulence,en atmosphère claire,,,,Operational
011031,Degré de turbulence,5,Turbulence faible,en atmosphère claire,,,,Operational
011031,Degré de turbulence,6,Turbulence modérée,en atmosphère claire,,,,Operational
011031,Degré de turbulence,7,Turbulence forte,en atmosphère claire,,,,Operational
011031,Degré de turbulence,8,Pas de turbulence,"dans les nuages ou en atmosphère claire, non précisé",,,,Operational
011031,Degré de turbulence,9,Turbulence faible,"dans les nuages ou en atmosphère claire, non précisé",,,,Operational
011031,Degré de turbulence,10,Turbulence modérée,"dans les nuages ou en atmosphère claire, non précisé",,,,Operational
011031,Degré de turbulence,11,Turbulence forte,"dans les nuages ou en atmosphère claire, non précisé",,,,Operational
011031,Degré de turbulence,12,"Turbulence extrême, en atmosphère claire",,,,,Operational
011031,Degré de turbulence,13,"Turbulence extrême, dans les nuages",,,,,Operational
011031,Degré de turbulence,14,"Turbulence extrême, dans les nuages ou en atmosphère claire, non précisé",,,,,Operational
011031,Degré de turbulence,15,Valeur manquante,,,,,Operational
011037,Indice de turbulence,0,"moy. < 0,1","max. < 0,1",,,,Operational
011037,Indice de turbulence,1,"moy. < 0,1","0,1 ≤ max. < 0,2",,,,Operational
011037,Indice de turbulence,2,"0,1 ≤ moy. < 0,2","0,1 ≤ max. < 0,2",,,,Operational
011037,Indice de turbulence,3,"moy. < 0,1","0,2 ≤ max. < 0,3",,,,Operational
011037,Indice de turbulence,4,"0,1 ≤ moy. < 0,2","0,2 ≤ max. < 0,3",,,,Operational
011037,Indice de turbulence,5,"0,2 ≤ moy. < 0,3","0,2 ≤ max. < 0,3",,,,Operational
011037,Indice de turbulence,6,"moy. < 0,1","0,3 ≤ max. < 0,4",,,,Operational
011037,Indice de turbulence,7,"0,1 ≤ moy. < 0,2","0,3 ≤ max. < 0,4",,,,Operational
011037,Indice de turbulence,8,"0,2 ≤ moy. < 0,3","0,3 ≤ max. < 0,4",,,,Operational
011037,Indice de turbulence,9,"0,3 ≤ moy. < 0,4","0,3 ≤ max. < 0,4",,,,Operational
011037,Indice de turbulence,10,"moy. < 0,1","0,4 ≤ max. < 0,5",,,,Operational
011037,Indice de turbulence,11,"0,1 ≤ moy. < 0,2","0,4 ≤ max. < 0,5",,,,Operational
011037,Indice de turbulence,12,"0,2 ≤ moy. < 0,3","0,4 ≤ max. < 0,5",,,,Operational
011037,Indice de turbulence,13,"0,3 ≤ moy. < 0,4","0,4 ≤ max. < 0,5",,,,Operational
011037,Indice de turbulence,14,"0,4 ≤ moy. < 0,5","0,4 ≤ max. < 0,5",,,,Operational
011037,Indice de turbulence,15,"moy. < 0,1","0,5 ≤ max. < 0,8",,,,Operational
011037,Indice de turbulence,16,"0,1 ≤ moy. < 0,2","0,5 ≤ max. < 0,8",,,,Operational
011037,Indice de turbulence,17,"0,2 ≤ moy. < 0,3","0,5 ≤ max. < 0,8",,,,Operational
011037,Indice de turbulence,18,"0,3 ≤ moy. < 0,4","0,5 ≤ max. < 0,8",,,,Operational
011037,Indice de turbulence,19,"0,4 ≤ moy. < 0,5","0,5 ≤ max. < 0,8",,,,Operational
011037,Indice de turbulence,20,"0,5 ≤ moy. < 0,8","0,5 ≤ max. < 0,8",,,,Operational
011037,Indice de turbulence,21,"moy. < 0,1","0,8 ≤ max.",,,,Operational
011037,Indice de turbulence,22,"0,1 ≤ moy. < 0,2","0,8 ≤ max.",,,,Operational
011037,Indice de turbulence,23,"0,2 ≤ moy. < 0,3","0,8 ≤ max.",,,,Operational
011037,Indice de turbulence,24,"0,3 ≤ moy. < 0,4","0,8 ≤ max.",,,,Operational
011037,Indice de turbulence,25,"0,4 ≤ moy. < 0,5","0,8 ≤ max.",,,,Operational
011037,Indice de turbulence,26,"0,5 ≤ moy. < 0,8","0,8 ≤ max.",,,,Operational
011037,Indice de turbulence,27,"0,8 ≤ moy.","0,8 ≤ max.",,,,Operational
011037,Indice de turbulence,28,Pas de turbulence,Pas de turbulence,,,,Operational
011037,Indice de turbulence,29-62,En réserve,En réserve,,,,Operational
011037,Indice de turbulence,63,Valeur manquante,Valeur manquante,,,,Operational
011038,Heure du taux maximal de dissipation des tourbillons,0,min < 1,,,,,Operational
011038,Heure du taux maximal de dissipation des tourbillons,1,1 ≤ min < 2,,,,,Operational
011038,Heure du taux maximal de dissipation des tourbillons,2,2 ≤ min < 3,,,,,Operational
011038,Heure du taux maximal de dissipation des tourbillons,3,3 ≤ min < 4,,,,,Operational
011038,Heure du taux maximal de dissipation des tourbillons,4,4 ≤ min < 5,,,,,Operational
011038,Heure du taux maximal de dissipation des tourbillons,5,5 ≤ min < 6,,,,,Operational
011038,Heure du taux maximal de dissipation des tourbillons,6,6 ≤ min < 7,,,,,Operational
011038,Heure du taux maximal de dissipation des tourbillons,7,7 ≤ min < 8,,,,,Operational
011038,Heure du taux maximal de dissipation des tourbillons,8,8 ≤ min < 9,,,,,Operational
011038,Heure du taux maximal de dissipation des tourbillons,9,9 ≤ min < 10,,,,,Operational
011038,Heure du taux maximal de dissipation des tourbillons,10,10 ≤ min < 11,,,,,Operational
011038,Heure du taux maximal de dissipation des tourbillons,11,11 ≤ min < 12,,,,,Operational
011038,Heure du taux maximal de dissipation des tourbillons,12,12 ≤ min < 13,,,,,Operational
011038,Heure du taux maximal de dissipation des tourbillons,13,13 ≤ min < 14,,,,,Operational
011038,Heure du taux maximal de dissipation des tourbillons,14,14 ≤ min < 15,,,,,Operational
011038,Heure du taux maximal de dissipation des tourbillons,15,Pas d'information disponible à ce sujet,,,,,Operational
011038,Heure du taux maximal de dissipation des tourbillons,16-30,En réserve,,,,,Operational
011038,Heure du taux maximal de dissipation des tourbillons,31,Valeur manquante,,,,,Operational
011039,Étalement dans le temps de l'apparition du taux maximal de dissipation des tourbillons,0,min < 1,,,,,Operational
011039,Étalement dans le temps de l'apparition du taux maximal de dissipation des tourbillons,1,1 ≤ min < 2,,,,,Operational
011039,Étalement dans le temps de l'apparition du taux maximal de dissipation des tourbillons,2,2 ≤ min < 3,,,,,Operational
011039,Étalement dans le temps de l'apparition du taux maximal de dissipation des tourbillons,3,3 ≤ min < 4,,,,,Operational
011039,Étalement dans le temps de l'apparition du taux maximal de dissipation des tourbillons,4,4 ≤ min < 5,,,,,Operational
011039,Étalement dans le temps de l'apparition du taux maximal de dissipation des tourbillons,5,5 ≤ min < 6,,,,,Operational
011039,Étalement dans le temps de l'apparition du taux maximal de dissipation des tourbillons,6,6 ≤ min < 7,,,,,Operational
011039,Étalement dans le temps de l'apparition du taux maximal de dissipation des tourbillons,7,7 ≤ min < 8,,,,,Operational
011039,Étalement dans le temps de l'apparition du taux maximal de dissipation des tourbillons,8,8 ≤ min < 9,,,,,Operational
011039,Étalement dans le temps de l'apparition du taux maximal de dissipation des tourbillons,9,9 ≤ min < 10,,,,,Operational
011039,Étalement dans le temps de l'apparition du taux maximal de dissipation des tourbillons,10,10 ≤ min < 11,,,,,Operational
