FXY,ElementName_fr,CodeFigure,EntryName_fr,EntryName_sub1_fr,EntryName_sub2_fr,Note_fr,noteIDs,Status
029001,Type de projection,0,Projection gnomonique,,,,,Operational
029001,Type de projection,1,Projection stéréographique polaire,,,,,Operational
029001,Type de projection,2,Projection conique conforme de Lambert,,,,,Operational
029001,Type de projection,3,Projection de Mercator,,,,,Operational
029001,Type de projection,4,Cône de balayage (radar),,,*,,Operational
029001,Type de projection,5,En réserve,,,,,Operational
029001,Type de projection,6,Pas de projection,,,,,Operational
029001,Type de projection,7,Valeur manquante,,,,,Operational
029002,Type de grille de coordonnées,0,Cartésienne,,,,,Operational
029002,Type de grille de coordonnées,1,Polaire,,,,,Operational
029002,Type de grille de coordonnées,2,Autre,,,,,Operational
029002,Type de grille de coordonnées,3-6,En réserve,,,,,Operational
029002,Type de grille de coordonnées,7,Valeur manquante,,,,,Operational
