FXY,ElementName_fr,CodeFigure,EntryName_fr,EntryName_sub1_fr,EntryName_sub2_fr,Note_fr,noteIDs,Status
026010,Heures de mesure,1,0100,,,,,Operational
026010,Heures de mesure,2,0200,,,,,Operational
026010,Heures de mesure,3,0300,,,,,Operational
026010,Heures de mesure,4,0400,,,,,Operational
026010,Heures de mesure,5,0500,,,,,Operational
026010,Heures de mesure,6,0600,,,,,Operational
026010,Heures de mesure,7,0700,,,,,Operational
026010,Heures de mesure,8,0800,,,,,Operational
026010,Heures de mesure,9,0900,,,,,Operational
026010,Heures de mesure,10,1000,,,,,Operational
026010,Heures de mesure,11,1100,,,,,Operational
026010,Heures de mesure,12,1200,,,,,Operational
026010,Heures de mesure,13,1300,,,,,Operational
026010,Heures de mesure,14,1400,,,,,Operational
026010,Heures de mesure,15,1500,,,,,Operational
026010,Heures de mesure,16,1600,,,,,Operational
026010,Heures de mesure,17,1700,,,,,Operational
026010,Heures de mesure,18,1800,,,,,Operational
026010,Heures de mesure,19,1900,,,,,Operational
026010,Heures de mesure,20,2000,,,,,Operational
026010,Heures de mesure,21,2100,,,,,Operational
026010,Heures de mesure,22,2200,,,,,Operational
026010,Heures de mesure,23,2300,,,,,Operational
026010,Heures de mesure,24,2400,,,,,Operational
026010,Heures de mesure,25,Combinaison d'heures inconnue,,,,,Operational
026010,Heures de mesure,26 bits mis à 1,Valeur manquante,,,,,Operational
