FXY,ElementName_fr,CodeFigure,EntryName_fr,EntryName_sub1_fr,EntryName_sub2_fr,Note_fr,noteIDs,Status
025004,Traitement des échos,0,Non cohérent,,,,,Operational
025004,Traitement des échos,1,Cohérent (Doppler),,,,,Operational
025004,Traitement des échos,2,En réserve,,,,,Operational
025004,Traitement des échos,3,Valeur manquante,,,,,Operational
025005,Intégration des échos,0,"Logarithmique – 2,5 dB",,,,,Operational
025005,Intégration des échos,1,Linéaire,,,,,Operational
025005,Intégration des échos,2,Spéciale,,,,,Operational
025005,Intégration des échos,3,Valeur manquante,,,,,Operational
025006,Conversion Z – R,0,Conversion ZH – R,,,,,Operational
025006,Conversion Z – R,1,"(ZH, ZDR) – (NO, DO) – R",,,,,Operational
025006,Conversion Z – R,2,"(Z (F1), Z (F2)) – atténuation – R",,,,,Operational
025006,Conversion Z – R,3-5,En réserve,,,,,Operational
025006,Conversion Z – R,6,Autre,,,,,Operational
025006,Conversion Z – R,7,Valeur manquante,,,,,Operational
025009,Méthode d'étalonnage,1,Aucune,,,,,Operational
025009,Méthode d'étalonnage,2,Cible ou signal d'étalonnage,,,,,Operational
025009,Méthode d'étalonnage,3,Par rapport à des pluviomètres,,,,,Operational
025009,Méthode d'étalonnage,4,"Par rapport à d'autres instruments (distromètre, atténuation)",,,,,Operational
025009,Méthode d'étalonnage,5 bits mis à 1,Valeur manquante,,,,,Operational
025010,Traitement des échos fixes,0,Aucun,,,,,Operational
025010,Traitement des échos fixes,1,Carte,,,,,Operational
025010,Traitement des échos fixes,2,Insertion de données pour un angle de site plus élevé et carte,,,,,Operational
025010,Traitement des échos fixes,3,Analyse de la variance du signal logarithmique (détection des échos fixes),,,,,Operational
025010,Traitement des échos fixes,4,Analyse de la variance du signal linéaire (suppression des échos fixes),,,,,Operational
025010,Traitement des échos fixes,5,Suppression des échos fixes – Doppler,,,,,Operational
025010,Traitement des échos fixes,6,Analyse multiparamétrique,,,,,Operational
025010,Traitement des échos fixes,7-14,En réserve,,,,,Operational
025010,Traitement des échos fixes,15,Valeur manquante,,,,,Operational
025011,Correction des échos de sol (filtrage),0,Aucune,,,,,Operational
025011,Correction des échos de sol (filtrage),1,Carte des facteurs de correction,,,,,Operational
025011,Correction des échos de sol (filtrage),2,Interpolation (en fonction de l'azimut ou de l'élévation),,,,,Operational
025011,Correction des échos de sol (filtrage),3,Valeur manquante,,,,,Operational
025012,Correction de l'atténuation de portée,0,Équipement,,,,,Operational
025012,Correction de l'atténuation de portée,1,Logiciel,,,,,Operational
025012,Correction de l'atténuation de portée,2,Équipement et logiciel,,,,,Operational
025012,Correction de l'atténuation de portée,3,Valeur manquante,,,,,Operational
025013,Correction de la bande brillante,1,Correction de la bande brillante,,,,,Operational
025013,Correction de la bande brillante,2 bits mis à 1,Valeur manquante,,,,,Operational
025015,Correction de l'atténuation par le radôme,1,Correction de l'atténuation par le radôme,,,,,Operational
025015,Correction de l'atténuation par le radôme,2 bits mis à 1,Valeur manquante,,,,,Operational
025017,Correction de l'atténuation par les précipitations,1,Correction de l'atténuation par les précipitations,,,,,Operational
025017,Correction de l'atténuation par les précipitations,2 bits mis à 1,Valeur manquante,,,,,Operational
025020,Estimation de la vitesse moyenne,0,FFT (transformation de Fourier rapide),,,,,Operational
025020,Estimation de la vitesse moyenne,1,PPP (paire d'impulsions),,,,,Operational
025020,Estimation de la vitesse moyenne,2,VPC (changement de phase vectoriel),,,,,Operational
025020,Estimation de la vitesse moyenne,3,Valeur manquante,,,,,Operational
025021,Renforcement du calcul du vent,1,Moyenne simple,,,,,Operational
025021,Renforcement du calcul du vent,2,Moyenne obtenue par consensus,,,,,Operational
025021,Renforcement du calcul du vent,3,Contrôle médian,,,,,Operational
025021,Renforcement du calcul du vent,4,Contrôle de la cohérence verticale,,,,,Operational
025021,Renforcement du calcul du vent,5,Divers,,,,,Operational
025021,Renforcement du calcul du vent,6-7,En réserve,,,,,Operational
025021,Renforcement du calcul du vent,8 bits mis à 1,Valeur manquante,,,,,Operational
025022,Indicateur de rejet des données GHRSST*,1,Données non traitées,,,,,Operational
025022,Indicateur de rejet des données GHRSST*,2,Terres émergées probables,,,,,Operational
025022,Indicateur de rejet des données GHRSST*,3,Vitesse du vent trop élevée,,,,,Operational
025022,Indicateur de rejet des données GHRSST*,4,Glaces détectées,,,,,Operational
025022,Indicateur de rejet des données GHRSST*,5,Pluie détectée (mesures en hyperfréquences seulement),,,,,Operational
025022,Indicateur de rejet des données GHRSST*,6,Nébulosité détectée (mesures dans l'infrarouge seulement),,,,,Operational
025022,Indicateur de rejet des données GHRSST*,7,Valeur insignifiante,,,,,Operational
025022,Indicateur de rejet des données GHRSST*,8,SST hors limites,,,,,Operational
025022,Indicateur de rejet des données GHRSST*,9 bits mis à 1,Valeur manquante,,,,,Operational
025023,Indicateur de confiance des données GHRSST,1,Une valeur de confiance par défaut a été utilisée,,,,,Operational
025023,Indicateur de confiance des données GHRSST,2,Des valeurs par défaut de l'erreur systématique et de l'écart-type ont été utilisées,,,,,Operational
025023,Indicateur de confiance des données GHRSST,3,Réflexion solaire supposée,,,,,Operational
025023,Indicateur de confiance des données GHRSST,4,Données sur les glaces de mer extraites de mesures en hyperfréquences,,,,,Operational
025023,Indicateur de confiance des données GHRSST,5,Calcul de la vitesse du vent élevée,,,,,Operational
