FXY,ElementName_fr,CodeFigure,EntryName_fr,EntryName_sub1_fr,EntryName_sub2_fr,Note_fr,noteIDs,Status
003001,Type de station d'observation en surface,0,Station terrestre (réseau synoptique),,,,,Operational
003001,Type de station d'observation en surface,1,Station en eau peu profonde (fixée au fond de la mer/d'un lac),,,,,Operational
003001,Type de station d'observation en surface,2,Navire,,,,,Operational
003001,Type de station d'observation en surface,3,Plate-forme de forage,,,,,Operational
003001,Type de station d'observation en surface,4,Bouée ancrée,,,,,Operational
003001,Type de station d'observation en surface,5,Bouée dérivante,,,,,Operational
003001,Type de station d'observation en surface,6,Bouée sur glace,,,,,Operational
003001,Type de station d'observation en surface,7,Station terrestre (réseau local),,,,,Operational
003001,Type de station d'observation en surface,8,Véhicule terrestre,,,,,Operational
003001,Type de station d'observation en surface,9,Véhicule marin autonome,,,,,Operational
003001,Type de station d'observation en surface,10-30,En réserve pour un usage futur,,,,,Operational
003001,Type de station d'observation en surface,31,Valeur manquante,,,,,Operational
003003,Boîtier du thermomètre/de l'hygromètre,0,Abri météo,,,,,Operational
003003,Boîtier du thermomètre/de l'hygromètre,1,Fronde/crécelle,,,,,Operational
003003,Boîtier du thermomètre/de l'hygromètre,2,Aucun abri,,,,,Operational
003003,Boîtier du thermomètre/de l'hygromètre,3,Protection contre le rayonnement,,,,,Operational
003003,Boîtier du thermomètre/de l'hygromètre,4,À aspiration (par ex. Assmann),,,,,Operational
003003,Boîtier du thermomètre/de l'hygromètre,5,Autre abri,,,,,Operational
003003,Boîtier du thermomètre/de l'hygromètre,6,Portatif,,,,,Operational
003003,Boîtier du thermomètre/de l'hygromètre,7-14,En réserve pour un usage futur,,,,,Operational
003003,Boîtier du thermomètre/de l'hygromètre,15,Valeur manquante,,,,,Operational
003004,Type d'abri/de protection contre le rayonnement,0,Abri Stevenson,,,,,Operational
003004,Type d'abri/de protection contre le rayonnement,1,Abri Stevenson adapté aux conditions maritimes,,,,,Operational
003004,Type d'abri/de protection contre le rayonnement,2,Panneau de protection à section cylindrique,,,,,Operational
003004,Type d'abri/de protection contre le rayonnement,3,Tube concentrique,,,,,Operational
003004,Type d'abri/de protection contre le rayonnement,4,Protection à section rectangulaire,,,,,Operational
003004,Type d'abri/de protection contre le rayonnement,5,Protection à section carrée,,,,,Operational
003004,Type d'abri/de protection contre le rayonnement,6,Protection à section triangulaire,,,,,Operational
003004,Type d'abri/de protection contre le rayonnement,7,Appentis ouvert,,,,,Operational
003004,Type d'abri/de protection contre le rayonnement,8,"Appentis ouvert, toiture à 2 pans",,,,,Operational
003004,Type d'abri/de protection contre le rayonnement,9,Intégré (par ex. miroir refroidi),,,,,Operational
003004,Type d'abri/de protection contre le rayonnement,10-14,En réserve pour un usage futur,,,,,Operational
003004,Type d'abri/de protection contre le rayonnement,15,Valeur manquante,,,,,Operational
003008,Abri ou protection avec ventilation artificielle,0,Ventilation naturelle,,,,,Operational
003008,Abri ou protection avec ventilation artificielle,1,Aspiration forcée: flux constant au moment de l'observation,,,,,Operational
003008,Abri ou protection avec ventilation artificielle,2,Aspiration forcée: flux variable au moment de l'observation,,,,,Operational
003008,Abri ou protection avec ventilation artificielle,3-6,En réserve,,,,,Operational
003008,Abri ou protection avec ventilation artificielle,7,Valeur manquante,,,,,Operational
003010,Méthode de mesure du courant en mer et dans d'autres masses d'eau,0,En réserve,* Valeur caduque; le chiffre du code 6 devrait être utilisé.,** Profileur acoustique de courant Doppler,,,Operational
003010,Méthode de mesure du courant en mer et dans d'autres masses d'eau,1*,ADCP**,* Valeur caduque; le chiffre du code 6 devrait être utilisé.,** Profileur acoustique de courant Doppler,,,Operational
003010,Méthode de mesure du courant en mer et dans d'autres masses d'eau,2,GEK (Électrocinétographe géomagnétique),* Valeur caduque; le chiffre du code 6 devrait être utilisé.,** Profileur acoustique de courant Doppler,,,Operational
003010,Méthode de mesure du courant en mer et dans d'autres masses d'eau,3,Direction et dérive du navire déterminées par des relevés effectués à intervalles de 3 à 6 heures,* Valeur caduque; le chiffre du code 6 devrait être utilisé.,** Profileur acoustique de courant Doppler,,,Operational
003010,Méthode de mesure du courant en mer et dans d'autres masses d'eau,4,"Direction et dérive du navire déterminées par des relevés effectués à intervalles de plus de 6 heures, mais de moins de 12 heures",* Valeur caduque; le chiffre du code 6 devrait être utilisé.,** Profileur acoustique de courant Doppler,,,Operational
003010,Méthode de mesure du courant en mer et dans d'autres masses d'eau,5,Dérive de la bouée,* Valeur caduque; le chiffre du code 6 devrait être utilisé.,** Profileur acoustique de courant Doppler,,,Operational
003010,Méthode de mesure du courant en mer et dans d'autres masses d'eau,6,ADCP,* Valeur caduque; le chiffre du code 6 devrait être utilisé.,** Profileur acoustique de courant Doppler,,,Operational
003010,Méthode de mesure du courant en mer et dans d'autres masses d'eau,7,ADCP en mode de localisation par rapport au fond de l'océan,* Valeur caduque; le chiffre du code 6 devrait être utilisé.,** Profileur acoustique de courant Doppler,,,Operational
003010,Méthode de mesure du courant en mer et dans d'autres masses d'eau,8,Capteur électromagnétique,* Valeur caduque; le chiffre du code 6 devrait être utilisé.,** Profileur acoustique de courant Doppler,,,Operational
003010,Méthode de mesure du courant en mer et dans d'autres masses d'eau,9,Rotor et girouette,* Valeur caduque; le chiffre du code 6 devrait être utilisé.,** Profileur acoustique de courant Doppler,,,Operational
003010,Méthode de mesure du courant en mer et dans d'autres masses d'eau,10,ADCP immergé,* Valeur caduque; le chiffre du code 6 devrait être utilisé.,** Profileur acoustique de courant Doppler,,,Operational
003010,Méthode de mesure du courant en mer et dans d'autres masses d'eau,11-14,En réserve,* Valeur caduque; le chiffre du code 6 devrait être utilisé.,** Profileur acoustique de courant Doppler,,,Operational
003010,Méthode de mesure du courant en mer et dans d'autres masses d'eau,15,Valeur manquante,* Valeur caduque; le chiffre du code 6 devrait être utilisé.,** Profileur acoustique de courant Doppler,,,Operational
003011,Méthode de calcul de la profondeur,0,Profondeur calculée en utilisant l'équation de la vitesse de chute,,,,,Operational
003011,Méthode de calcul de la profondeur,1,Profondeur calculée en utilisant la pression hydrographique/l'équation d'état,,,,,Operational
003011,Méthode de calcul de la profondeur,2,En réserve,,,,,Operational
003011,Méthode de calcul de la profondeur,3,Valeur manquante,,,,,Operational
003012,Type d'instrument/capteur de mesure de l'oxygène dissous,0,Optode d'oxygène dissous Aanderaa,,,,,Operational
003012,Type d'instrument/capteur de mesure de l'oxygène dissous,1,Flacon Winkler,,,,,Operational
003012,Type d'instrument/capteur de mesure de l'oxygène dissous,2-14,En réserve,,,,,Operational
003012,Type d'instrument/capteur de mesure de l'oxygène dissous,15,Valeur manquante,,,,,Operational
003016,Position des capteurs routiers,0,"Voie rapide, entre les traces des roues",,,,,Operational
003016,Position des capteurs routiers,1,"Voie rapide, entre les traces des roues, à contre-sens",,,,,Operational
003016,Position des capteurs routiers,2,"Voie rapide, sur les traces des roues",,,,,Operational
003016,Position des capteurs routiers,3,"Voie rapide, sur les traces des roues, à contre-sens",,,,,Operational
003016,Position des capteurs routiers,4,"Voie lente, entre les traces des roues",,,,,Operational
003016,Position des capteurs routiers,5,"Voie lente, entre les traces des roues, à contre-sens",,,,,Operational
003016,Position des capteurs routiers,6,"Voie lente, sur les traces des roues",,,,,Operational
003016,Position des capteurs routiers,7,"Voie lente, sur les traces des roues, à contre-sens",,,,,Operational
003016,Position des capteurs routiers,8-14,En réserve,,,,,Operational
003016,Position des capteurs routiers,15,Valeur manquante,,,,,Operational
003017,Précisions sur le type de station,1,Station automatique,,,,,Operational
003017,Précisions sur le type de station,2,Station dotée de personnel,,,,,Operational
003017,Précisions sur le type de station,3,Déclenchement événementiel,,,,,Operational
003017,Précisions sur le type de station,4,Période plus longue que la période standard,,,,,Operational
003017,Précisions sur le type de station,5,En réserve,,,,,Operational
003017,Précisions sur le type de station,6 bits mis à 1,Valeur manquante,,,,,Operational
003018,Type de route,0,"Voie dégagée, sans plus d'informations",,,,,Operational
003018,Type de route,1,"Voie dégagée, talus",,,,,Operational
003018,Type de route,2,"Voie dégagée, plane par rapport aux alentours",,,,,Operational
003018,Type de route,3,"Voie dégagée, plan(s) d'eau à proximité",,,,,Operational
003018,Type de route,4,"Voie dégagée, forêt",,,,,Operational
003018,Type de route,5,"Voie dégagée, crevasse",,,,,Operational
003018,Type de route,6,"Voie dégagée, au sommet d'une colline",,,,,Operational
003018,Type de route,7,"Voie dégagée, au sommet d'une colline, forêt",,,,,Operational
003018,Type de route,8,"Voie dégagée, dans une vallée",,,,,Operational
003018,Type de route,9,"Voie dégagée, dans une vallée, forêt",,,,,Operational
003018,Type de route,10,"Voie dégagée, inclinée vers le nord",,,,,Operational
003018,Type de route,11,"Voie dégagée, inclinée vers le nord, forêt",,,,,Operational
003018,Type de route,12,"Voie dégagée, inclinée vers le sud",,,,,Operational
003018,Type de route,13,"Voie dégagée, inclinée vers le sud, forêt",,,,,Operational
003018,Type de route,14-19,En réserve,,,,,Operational
003018,Type de route,20,"Pont, sans plus d'informations",,,,,Operational
003018,Type de route,21,Pont enjambant une vallée dans une zone urbaine,,,,,Operational
003018,Type de route,22,"Pont enjambant une vallée avec forêt, prairies ou champs",,,,,Operational
003018,Type de route,23,Pont enjambant une rue/piste,,,,,Operational
003018,Type de route,24,Pont enjambant une rivière/un canal de grande taille,,,,,Operational
003018,Type de route,25,Pont enjambant une rivière/un canal de taille moyenne,,,,,Operational
003018,Type de route,26,Pont enjambant un petit ruisseau/un canal d'alimentation,,,,,Operational
003018,Type de route,27-30,En réserve,,,,,Operational
003018,Type de route,31,Valeur manquante,,,,,Operational
003019,Type de construction,0,Asphalte,,,,,Operational
003019,Type de construction,1,Béton,,,,,Operational
003019,Type de construction,2,Construction en béton,,,,,Operational
003019,Type de construction,3,Construction avec poutres en acier,,,,,Operational
003019,Type de construction,4,Pont tubulaire,,,,,Operational
003019,Type de construction,5,Dalle orthotrope,,,,,Operational
003019,Type de construction,6,Asphalte drainant,,,,,Operational
003019,Type de construction,7-14,En réserve,,,,,Operational
003019,Type de construction,15,Valeur manquante,,,,,Operational
003020,Matériau du boîtier du thermomètre/de l'hygromètre,0,Bois,* PRV: plastique renforcé à la fibre de verre,,,,Operational
003020,Matériau du boîtier du thermomètre/de l'hygromètre,1,Alliage métallique,* PRV: plastique renforcé à la fibre de verre,,,,Operational
003020,Matériau du boîtier du thermomètre/de l'hygromètre,2,Plastique/PRV*,* PRV: plastique renforcé à la fibre de verre,,,,Operational
003020,Matériau du boîtier du thermomètre/de l'hygromètre,3,Canisse/herbes/feuilles,* PRV: plastique renforcé à la fibre de verre,,,,Operational
003020,Matériau du boîtier du thermomètre/de l'hygromètre,4-6,En réserve pour un usage futur,* PRV: plastique renforcé à la fibre de verre,,,,Operational
003020,Matériau du boîtier du thermomètre/de l'hygromètre,7,Valeur manquante,* PRV: plastique renforcé à la fibre de verre,,,,Operational
003021,Chauffage de l'hygromètre,0,Non chauffé,,,,,Operational
003021,Chauffage de l'hygromètre,1,Chauffé,,,,,Operational
003021,Chauffage de l'hygromètre,2,Sans objet,,,,,Operational
003021,Chauffage de l'hygromètre,3,Valeur manquante,,,,,Operational
003022,Propriétaire de l'instrument,0,Service météorologique ou hydrométéorologique national,,,,,Operational
003022,Propriétaire de l'instrument,1,Autre,,,,,Operational
003022,Propriétaire de l'instrument,2,Institut de normalisation,,,,,Operational
003022,Propriétaire de l'instrument,3-6,En réserve pour un usage futur,,,,,Operational
003022,Propriétaire de l'instrument,7,Valeur manquante,,,,,Operational
003023,Configuration des persiennes de l'abri pour thermomètre/hygromètre,0,Persiennes simples,,,,,Operational
003023,Configuration des persiennes de l'abri pour thermomètre/hygromètre,1,Persiennes superposées,,,,,Operational
003023,Configuration des persiennes de l'abri pour thermomètre/hygromètre,2,Persiennes doubles,,,,,Operational
003023,Configuration des persiennes de l'abri pour thermomètre/hygromètre,3,Persiennes sans superposition,,,,,Operational
003023,Configuration des persiennes de l'abri pour thermomètre/hygromètre,4,"Abri ventilé, sans persiennes",,,,,Operational
003023,Configuration des persiennes de l'abri pour thermomètre/hygromètre,5,Sans objet,,,,,Operational
003023,Configuration des persiennes de l'abri pour thermomètre/hygromètre,6,En réserve pour un usage futur,,,,,Operational
003023,Configuration des persiennes de l'abri pour thermomètre/hygromètre,7,Valeur manquante,,,,,Operational
003027,Type de suspension,0,Simple (une seule radiosonde),,,,,Operational
003027,Type de suspension,1,Bloc,,,,,Operational
003027,Type de suspension,2,Barre,,,,,Operational
003027,Type de suspension,3,Croix,,,,,Operational
003027,Type de suspension,4,En forme de T,,,,,Operational
003027,Type de suspension,5,En forme de double T,,,,,Operational
003027,Type de suspension,6,Complexe,,,,,Operational
003027,Type de suspension,7-14,En réserve,,,,,Operational
003027,Type de suspension,15,Valeur manquante,,,,,Operational
003028,Technique de mesure de l'équivalent en eau de la neige,0,Relevé nivométrique manuel en plusieurs points,,,,,Operational
003028,Technique de mesure de l'équivalent en eau de la neige,1,Mesure manuelle de l'équivalent en eau de la neige en un seul point,,,,,Operational
003028,Technique de mesure de l'équivalent en eau de la neige,2,Coussin de neige ou échelle de la neige,,,,,Operational
003028,Technique de mesure de l'équivalent en eau de la neige,3,Gamma passif,,,,,Operational
003028,Technique de mesure de l'équivalent en eau de la neige,4,Méthodes GNSS/GPS,,,,,Operational
003028,Technique de mesure de l'équivalent en eau de la neige,5,Atténuation des rayons cosmiques,,,,,Operational
003028,Technique de mesure de l'équivalent en eau de la neige,6,Réflectométrie dans le domaine temporel,,,,,Operational
003028,Technique de mesure de l'équivalent en eau de la neige,7-62,En réserve,,,,,Operational
003028,Technique de mesure de l'équivalent en eau de la neige,63,Valeur manquante,,,,,Operational
