Id,Category,CategoryOfSequences_es,FXY1,Title_es,SubTitle_es,FXY2,ElementName_es,ElementDescription_es,Note_es,noteIDs,Status
bufr4/3/04/001/1/008003,04,Secuencias meteorológicas comunes a las observaciones satelitales,304001,"PresiÃ³n en la cima de la nube, temperatura, viento",,008003,SignificaciÃ³n vertical (observaciones satelitales,,,,Operational
bufr4/3/04/001/2/010004,04,Secuencias meteorológicas comunes a las observaciones satelitales,304001,"PresiÃ³n en la cima de la nube, temperatura, viento",,010004,PresiÃ³n,,,,Operational
bufr4/3/04/001/3/012001,04,Secuencias meteorológicas comunes a las observaciones satelitales,304001,"PresiÃ³n en la cima de la nube, temperatura, viento",,012001,Temperatura/temperatura del aire,,,,Operational
bufr4/3/04/001/4/011001,04,Secuencias meteorológicas comunes a las observaciones satelitales,304001,"PresiÃ³n en la cima de la nube, temperatura, viento",,011001,DirecciÃ³n del viento,,,,Operational
bufr4/3/04/001/5/011002,04,Secuencias meteorológicas comunes a las observaciones satelitales,304001,"PresiÃ³n en la cima de la nube, temperatura, viento",,011002,Velocidad del viento,,,,Operational
bufr4/3/04/002/1/008003,04,Secuencias meteorológicas comunes a las observaciones satelitales,304002,"PresiÃ³n en la cima de la nube, viento",,008003,SignificaciÃ³n vertical (observaciones satelitales,,,,Operational
bufr4/3/04/002/2/010004,04,Secuencias meteorológicas comunes a las observaciones satelitales,304002,"PresiÃ³n en la cima de la nube, viento",,010004,PresiÃ³n,,,,Operational
bufr4/3/04/002/3/011001,04,Secuencias meteorológicas comunes a las observaciones satelitales,304002,"PresiÃ³n en la cima de la nube, viento",,011001,DirecciÃ³n del viento,,,,Operational
bufr4/3/04/002/4/011002,04,Secuencias meteorológicas comunes a las observaciones satelitales,304002,"PresiÃ³n en la cima de la nube, viento",,011002,Velocidad del viento,,,,Operational
bufr4/3/04/003/1/008003,04,Secuencias meteorológicas comunes a las observaciones satelitales,304003,Temperatura en la superficie,,008003,SignificaciÃ³n vertical (observaciones satelitales,,,,Operational
bufr4/3/04/003/2/012001,04,Secuencias meteorológicas comunes a las observaciones satelitales,304003,Temperatura en la superficie,,012001,Temperatura/temperatura del aire,,,,Operational
bufr4/3/04/004/1/008003,04,Secuencias meteorológicas comunes a las observaciones satelitales,304004,"PresiÃ³n en la cima de la nube, nubosidad, temperatura",,008003,SignificaciÃ³n vertical (observaciones satelitales,,,,Operational
