Id,FXY,ElementName_es,CodeFigure,EntryName_es,EntryName_sub1_es,EntryName_sub2_es,Note_es,noteIDs,Status
bufr4/0/20/003,020003,Tiempo presente,,00-49 Sin precipitaciones en la estación en el momento de la observación,,,,,Operational
bufr4/0/20/003,020003,Tiempo presente,,"00-19 Sin precipitación, niebla, niebla helada (excepto para 11 y 12), tempestad de polvo, tempestad de arena, ventisca alta o baja en la estación* en el momento de la observación o, excepto para 09 y 17, durante la hora precedente",,,,,Operational
bufr4/0/20/003,020003,Tiempo presente,,"00-03 Sin presencia de meteoros, excepto fotometeoro",,,,,Operational
bufr4/0/20/003/00,020003,Tiempo presente,00,Ningún desarrollo nuboso fue observado o pudo ser observado,Variación característica del estado del cielo o haciéndose menos espesas en el curso de la hora precedente,,,,Operational
bufr4/0/20/003/01,020003,Tiempo presente,01,Nubes que en general van disipándose,Variación característica del estado del cielo o haciéndose menos espesas en el curso de la hora precedente,,,,Operational
bufr4/0/20/003/02,020003,Tiempo presente,02,Estado del cielo sin cambios en su conjunto,Variación característica del estado del cielo o haciéndose menos espesas en el curso de la hora precedente,,,,Operational
bufr4/0/20/003/03,020003,Tiempo presente,03,Nubes en formación o en desarrollo,Variación característica del estado del cielo o haciéndose menos espesas en el curso de la hora precedente,,,,Operational
bufr4/0/20/003,020003,Tiempo presente,,"04-09 Bruma, polvo, arena o humo",,,,,Operational
bufr4/0/20/003/04,020003,Tiempo presente,04,"Visibilidad reducida por humo, por ejemplo fuego de maleza o incendio de bosques, humo industrial o cenizas volcánicas",,,,,Operational
bufr4/0/20/003/05,020003,Tiempo presente,05,Bruma,,,,,Operational
bufr4/0/20/003/06,020003,Tiempo presente,06,"Polvo en suspensión en el aire, que abarca gran extensión, no levantado por el viento en la estación o en sus alrededores, en el momento de la observación",,,,,Operational
