Id,FXY,ElementName_es,CodeFigure,EntryName_es,EntryName_sub1_es,EntryName_sub2_es,Note_es,noteIDs,Status
bufr4/0/11/030/0,011030,Grado de turbulencia ampliado,0,Nada,En nubes,,,,Operational
bufr4/0/11/030/1,011030,Grado de turbulencia ampliado,1,Ligera,En nubes,,,,Operational
bufr4/0/11/030/2,011030,Grado de turbulencia ampliado,2,Moderada,En nubes,,,,Operational
bufr4/0/11/030/3,011030,Grado de turbulencia ampliado,3,Fuerte,En nubes,,,,Operational
bufr4/0/11/030/4,011030,Grado de turbulencia ampliado,4,Nada,En aire claro,,,,Operational
bufr4/0/11/030/5,011030,Grado de turbulencia ampliado,5,Ligera,En aire claro,,,,Operational
bufr4/0/11/030/6,011030,Grado de turbulencia ampliado,6,Moderada,En aire claro,,,,Operational
bufr4/0/11/030/7,011030,Grado de turbulencia ampliado,7,Fuerte,En aire claro,,,,Operational
bufr4/0/11/030/8,011030,Grado de turbulencia ampliado,8,Nada,Nubes/aire claro no especificado,,,,Operational
bufr4/0/11/030/9,011030,Grado de turbulencia ampliado,9,Ligera,Nubes/aire claro no especificado,,,,Operational
bufr4/0/11/030/10,011030,Grado de turbulencia ampliado,10,Moderada,Nubes/aire claro no especificado,,,,Operational
bufr4/0/11/030/11,011030,Grado de turbulencia ampliado,11,Fuerte,Nubes/aire claro no especificado,,,,Operational
bufr4/0/11/030/12,011030,Grado de turbulencia ampliado,12,"Extrema, en aire claro",,,,,Operational
bufr4/0/11/030/13,011030,Grado de turbulencia ampliado,13,"Extrema, en nubes",,,,,Operational
bufr4/0/11/030/14,011030,Grado de turbulencia ampliado,14,"Extrema, nubes/aire claro no especificado",,,,,Operational
bufr4/0/11/030/15,011030,Grado de turbulencia ampliado,15,"Ligera, moderada aislada",,,,,Operational
bufr4/0/11/030/16,011030,Grado de turbulencia ampliado,16,"Ligera, moderada ocasional",,,,,Operational
bufr4/0/11/030/17,011030,Grado de turbulencia ampliado,17,"Ligera, moderada frecuente",,,,,Operational
bufr4/0/11/030/18,011030,Grado de turbulencia ampliado,18,"Moderada, fuerte aislada",,,,,Operational
bufr4/0/11/030/19,011030,Grado de turbulencia ampliado,19,"Moderada, fuerte ocasional",,,,,Operational
bufr4/0/11/030/20,011030,Grado de turbulencia ampliado,20,"Moderada, fuerte frecuente",,,,,Operational
bufr4/0/11/030/21,011030,Grado de turbulencia ampliado,21,"Severa, extrema aislada",,,,,Operational
bufr4/0/11/030/22,011030,Grado de turbulencia ampliado,22,"Severa, extrema ocasional",,,,,Operational
bufr4/0/11/030/23,011030,Grado de turbulencia ampliado,23,"Severa, extrema frecuente",,,,,Operational
bufr4/0/11/030/24-62,011030,Grado de turbulencia ampliado,24-62,Reservadas,,,,,Operational
bufr4/0/11/030/63,011030,Grado de turbulencia ampliado,63,Valor faltante,,,,,Operational
bufr4/0/11/031/0,011031,Grado de turbulencia,0,Ninguna,En nubes,,,,Operational
bufr4/0/11/031/1,011031,Grado de turbulencia,1,Leve,En nubes,,,,Operational
bufr4/0/11/031/2,011031,Grado de turbulencia,2,Moderada,En nubes,,,,Operational
bufr4/0/11/031/3,011031,Grado de turbulencia,3,Fuerte,En nubes,,,,Operational
bufr4/0/11/031/4,011031,Grado de turbulencia,4,Ninguna,En aire claro,,,,Operational
bufr4/0/11/031/5,011031,Grado de turbulencia,5,Leve,En aire claro,,,,Operational
bufr4/0/11/031/6,011031,Grado de turbulencia,6,Moderada,En aire claro,,,,Operational
bufr4/0/11/031/7,011031,Grado de turbulencia,7,Fuerte,En aire claro,,,,Operational
bufr4/0/11/031/8,011031,Grado de turbulencia,8,Ninguna,Nubes/aire claro no especificado,,,,Operational
bufr4/0/11/031/9,011031,Grado de turbulencia,9,Leve,Nubes/aire claro no especificado,,,,Operational
bufr4/0/11/031/10,011031,Grado de turbulencia,10,Moderada,Nubes/aire claro no especificado,,,,Operational
bufr4/0/11/031/11,011031,Grado de turbulencia,11,Fuerte,Nubes/aire claro no especificado,,,,Operational
bufr4/0/11/031/12,011031,Grado de turbulencia,12,"Extrema, en cielo despejado",,,,,Operational
bufr4/0/11/031/13,011031,Grado de turbulencia,13,"Extrema, en cielo nuboso",,,,,Operational
bufr4/0/11/031/14,011031,Grado de turbulencia,14,"Extrema, en cielo nuboso/despejado - no especificado",,,,,Operational
bufr4/0/11/031/15,011031,Grado de turbulencia,15,Valor faltante,,,,,Operational
bufr4/0/11/037/0,011037,Índice de turbulencia,0,"med < 0,1","máx < 0,1",,,,Operational
bufr4/0/11/037/1,011037,Índice de turbulencia,1,"med < 0,1","0,1 ≤máx < 0,2",,,,Operational
bufr4/0/11/037/2,011037,Índice de turbulencia,2,"0,1 ≤ med < 0,2","0,1 ≤ máx < 0,2",,,,Operational
bufr4/0/11/037/3,011037,Índice de turbulencia,3,"med < 0,1","0,2 ≤ máx < 0,3",,,,Operational
bufr4/0/11/037/4,011037,Índice de turbulencia,4,"0,1 ≤med < 0,2","0,2 ≤máx < 0,3",,,,Operational
bufr4/0/11/037/5,011037,Índice de turbulencia,5,"0,2 ≤ med < 0,3","0,2 ≤máx < 0,3",,,,Operational
bufr4/0/11/037/6,011037,Índice de turbulencia,6,"med < 0,1","0,3 ≤máx < 0,4",,,,Operational
bufr4/0/11/037/7,011037,Índice de turbulencia,7,"0,1 ≤ med < 0,2","0,3 ≤máx < 0,4",,,,Operational
bufr4/0/11/037/8,011037,Índice de turbulencia,8,"0,2 ≤ med < 0,3","0,3 ≤máx < 0,4",,,,Operational
bufr4/0/11/037/9,011037,Índice de turbulencia,9,"0,3 ≤ med < 0,4","0,3 ≤máx < 0,4",,,,Operational
bufr4/0/11/037/10,011037,Índice de turbulencia,10,"med < 0,1","0,4 ≤máx < 0,5",,,,Operational
bufr4/0/11/037/11,011037,Índice de turbulencia,11,"0,1 ≤ med < 0,2","0,4 ≤máx < 0,5",,,,Operational
bufr4/0/11/037/12,011037,Índice de turbulencia,12,"0,2 ≤ med < 0,3","0,4 ≤máx < 0,5",,,,Operational
bufr4/0/11/037/13,011037,Índice de turbulencia,13,"0,3 ≤ med < 0,4","0,4 ≤máx < 0,5",,,,Operational
bufr4/0/11/037/14,011037,Índice de turbulencia,14,"0,4 ≤ med < 0,5","0,4 ≤máx < 0,5",,,,Operational
bufr4/0/11/037/15,011037,Índice de turbulencia,15,"med < 0,1","0,5 ≤máx < 0,8",,,,Operational
bufr4/0/11/037/16,011037,Índice de turbulencia,16,"0,1 ≤ med < 0,2","0,5 ≤máx < 0,8",,,,Operational
bufr4/0/11/037/17,011037,Índice de turbulencia,17,"0,2 ≤ med < 0,3","0,5 ≤máx < 0,8",,,,Operational
bufr4/0/11/037/18,011037,Índice de turbulencia,18,"0,3 ≤ med < 0,4","0,5 ≤máx < 0,8",,,,Operational
bufr4/0/11/037/19,011037,Índice de turbulencia,19,"0,4 ≤ med < 0,5","0,5 ≤máx < 0,8",,,,Operational
bufr4/0/11/037/20,011037,Índice de turbulencia,20,"0,5 ≤ med < 0,8","0,5 ≤máx < 0,8",,,,Operational
