Id,ClassNo,ClassName_es,FXY,ElementName_es,BUFR_Unit_es,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_es,CREX_Scale,CREX_DataWidth_Char,Note_es,noteIDs,Status
bufr4/0/23/001,23,Dispersión y transporte,023001,Artículos aplicables a la notificación rápida de un accidente,Tabla de cifrado,0,0,3,Tabla de cifrado,0,1,,,Operational
bufr4/0/23/002,23,Dispersión y transporte,023002,Actividad o instalación relacionada con el incidente,Tabla de cifrado,0,0,5,Tabla de cifrado,0,2,,,Operational
bufr4/0/23/003,23,Dispersión y transporte,023003,Tipo de emisión de sustancias,Tabla de cifrado,0,0,3,Tabla de cifrado,0,1,,,Operational
bufr4/0/23/004,23,Dispersión y transporte,023004,Contramedidas tomadas cerca de la frontera,Tabla de cifrado,0,0,3,Tabla de cifrado,0,1,,,Operational
bufr4/0/23/005,23,Dispersión y transporte,023005,Causa del incidente,Tabla de cifrado,0,0,2,Tabla de cifrado,0,1,,,Operational
bufr4/0/23/006,23,Dispersión y transporte,023006,Situación luego del incidente,Tabla de cifrado,0,0,3,Tabla de cifrado,0,1,,,Operational
bufr4/0/23/007,23,Dispersión y transporte,023007,Características de la emisión de sustancias,Tabla de cifrado,0,0,3,Tabla de cifrado,0,1,,,Operational
bufr4/0/23/008,23,Dispersión y transporte,023008,Emisión de sustancias: estado actual,Tabla de cifrado,0,0,2,Tabla de cifrado,0,1,,,Operational
bufr4/0/23/009,23,Dispersión y transporte,023009,Emisión de sustancias: estado previsto,Tabla de cifrado,0,0,2,Tabla de cifrado,0,1,,,Operational
bufr4/0/23/016,23,Dispersión y transporte,023016,Riesgo de una importante intoxicación de origen químico que afecte a la salud,Tabla de cifrado,0,0,2,Tabla de cifrado,0,1,,,Operational
bufr4/0/23/017,23,Dispersión y transporte,023017,Caudal de la principal masa de agua receptora,m³ s-1,6,0,20,m³ s-1,6,7,,,Operational
bufr4/0/23/018,23,Dispersión y transporte,023018,Evolución de la emisión de sustancias con el paso del tiempo,Tabla de cifrado,0,0,3,Tabla de cifrado,0,1,,,Operational
bufr4/0/23/019,23,Dispersión y transporte,023019,Altura real de la emisión de sustancias,m,0,-15000,17,m,0,6,,,Operational
bufr4/0/23/021,23,Dispersión y transporte,023021,Altura efectiva de la emisión de sustancias,m,0,-15000,17,m,0,6,,,Operational
bufr4/0/23/022,23,Dispersión y transporte,023022,Distancia del punto de emisión de sustancias al sitio del incidente,m,0,0,24,m,0,8,,,Operational
bufr4/0/23/023,23,Dispersión y transporte,023023,Velocidad del transporte principal en la atmósfera,m s-1,1,0,12,m s-1,1,4,,,Operational
bufr4/0/23/024,23,Dispersión y transporte,023024,Velocidad del transporte principal en el agua,m s-1,2,0,13,m s-1,2,4,,,Operational
bufr4/0/23/025,23,Dispersión y transporte,023025,Velocidad del transporte principal en el agua subterránea,m s-1,2,0,13,m s-1,2,4,,,Operational
bufr4/0/23/027,23,Dispersión y transporte,023027,Dirección del transporte principal en la atmósfera,grado verdadero,0,0,9,grado verdadero,0,3,,,Operational
bufr4/0/23/028,23,Dispersión y transporte,023028,Dirección del transporte principal en el agua,grado verdadero,0,0,9,grado verdadero,0,3,,,Operational
bufr4/0/23/029,23,Dispersión y transporte,023029,Dirección del transporte principal en el agua subterránea,grado verdadero,0,0,9,grado verdadero,0,3,,,Operational
bufr4/0/23/031,23,Dispersión y transporte,023031,Riesgo de que la columna radiactiva encuentre precipitaciones en el país en que ha ocurrido el incidente,Tabla de cifrado,0,0,2,Tabla de cifrado,0,1,,,Operational
bufr4/0/23/032,23,Dispersión y transporte,023032,Posibilidad de que la columna radiactiva sea afectada por un cambio en la dirección y/o en la velocidad del viento,Tabla de cifrado,0,0,2,Tabla de cifrado,0,1,,,Operational
bufr4/0/23/040,23,Dispersión y transporte,023040,Caudal – río,m³ s-1,1,0,22,m³ s-1,1,7,,,Operational
bufr4/0/23/041,23,Dispersión y transporte,023041,Caudal – pozo,m³ s-1,3,0,16,m³ s-1,3,5,,,Operational
