Id,ClassNo,ClassName_es,FXY,ElementName_es,BUFR_Unit_es,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_es,CREX_Scale,CREX_DataWidth_Char,Note_es,noteIDs,Status
bufr4/0/01/001,01,Identificación,001001,Número de bloque de la OMM,Numérica,0,0,7,Numérica,0,2,,,Operational
bufr4/0/01/002,01,Identificación,001002,Número de la estación de la OMM,Numérica,0,0,10,Numérica,0,3,,,Operational
bufr4/0/01/003,01,Identificación,001003,Número de Región de la OMM/zona geográfica,Tabla de cifrado,0,0,3,Tabla de cifrado,0,1,,,Operational
bufr4/0/01/004,01,Identificación,001004,Subzona de la Región de la OMM,Numérica,0,0,3,Numérica,0,1,(véase la nota 9),,Operational
bufr4/0/01/005,01,Identificación,001005,Identificador de boya/plataforma,Numérica,0,0,17,Numérica,0,5,,,Operational
bufr4/0/01/006,01,Identificación,001006,Número de vuelo de aeronave,CCITT IA5,0,0,64,Carácter,0,8,,,Operational
bufr4/0/01/007,01,Identificación,001007,Identificador del satélite,Tabla de cifrado,0,0,10,Tabla de cifrado,0,4,,,Operational
bufr4/0/01/008,01,Identificación,001008,Número de matrícula de aeronave u otra identificación,CCITT IA5,0,0,64,Carácter,0,8,,,Operational
bufr4/0/01/009,01,Identificación,001009,Tipo de avión comercial,CCITT IA5,0,0,64,Carácter,0,8,,,Operational
bufr4/0/01/010,01,Identificación,001010,"Identificador de boya/plataforma estacionaria; por ejemplo, boyas C-MAN",CCITT IA5,0,0,64,Carácter,0,8,,,Operational
bufr4/0/01/011,01,Identificación,001011,Identificación del buque o de la estación terrestre móvil,CCITT IA5,0,0,72,Carácter,0,9,,,Operational
bufr4/0/01/012,01,Identificación,001012,Dirección del movimiento de la plataforma de observación*,grado verdadero,0,0,9,grado verdadero,0,3,,,Operational
bufr4/0/01/013,01,Identificación,001013,Velocidad del movimiento de la plataforma de observación*,m s-1,0,0,10,m s-1,0,3,,,Operational
bufr4/0/01/014,01,Identificación,001014,Velocidad de deriva de la plataforma (alta precisión),m s-1,2,0,10,m s-1,2,4,,,Operational
bufr4/0/01/015,01,Identificación,001015,Nombre de la estación o emplazamiento,CCITT IA5,0,0,160,Carácter,0,20,,,Operational
bufr4/0/01/018,01,Identificación,001018,Nombre abreviado de la estación o emplazamiento,CCITT IA5,0,0,40,Carácter,0,5,,,Operational
bufr4/0/01/019,01,Identificación,001019,Nombre completo de la estación o emplazamiento,CCITT IA5,0,0,256,Carácter,0,32,,,Operational
bufr4/0/01/020,01,Identificación,001020,Subzona de la Región de la OMM,Numérica,0,0,4,Numérica,0,2,,,Operational
bufr4/0/01/021,01,Identificación,001021,Identificador de la característica sinóptica,Numérica,0,0,14,Numérica,0,4,,,Operational
bufr4/0/01/022,01,Identificación,001022,Nombre de la característica,CCITT IA5,0,0,224,Carácter,0,28,(véase la nota 11),72,Operational
bufr4/0/01/023,01,Identificación,001023,Número de secuencia de observación,Numérica,0,0,9,Numérica,0,3,,,Operational
bufr4/0/01/024,01,Identificación,001024,Fuente de la velocidad del viento,Tabla de cifrado,0,0,5,Tabla de cifrado,0,2,,,Operational
bufr4/0/01/025,01,Identificación,001025,Identificador de tormenta,CCITT IA5,0,0,24,Carácter,0,3,(véase la nota 1),,Operational
bufr4/0/01/026,01,Identificación,001026,Nombre OMM de la tormenta+,CCITT IA5,0,0,64,Carácter,0,8,,,Operational
bufr4/0/01/027,01,Identificación,001027,Nombre OMM completo de la tormenta,CCITT IA5,0,0,80,Carácter,0,10,,,Operational
bufr4/0/01/028,01,Identificación,001028,Fuente del espesor óptico de los aerosoles (EOA),Tabla de cifrado,0,0,5,Tabla de cifrado,0,2,,,Operational
bufr4/0/01/029,01,Identificación,001029,Fuente de la ISS*,Tabla de cifrado,0,0,5,Tabla de cifrado,0,2,,,Operational
bufr4/0/01/030,01,Identificación,001030,Identificación del modelo numérico,CCITT IA5,0,0,128,Tabla de cifrado,0,16,(véase la nota 13),,Operational
bufr4/0/01/031,01,Identificación,001031,Identificación del centro de origen/ generación,Tabla de cifrado,0,0,16,Tabla de cifrado,0,5,(véase la nota 10),,Operational
bufr4/0/01/032,01,Identificación,001032,"Aplicación de producción definida por el centro de origen/generación (véase las notas 3, 4 y 5)",Tabla de cifrado,0,0,8,Tabla de cifrado,0,3,,,Operational
bufr4/0/01/033,01,Identificación,001033,Identificación del centro de origen/ generación,Tabla de cifrado común C-1,0,0,8,Tabla de cifrado común C-1,0,3,,,Operational
bufr4/0/01/034,01,Identificación,001034,Identificación del centro secundario de origen/generación,Tabla de cifrado común C-12,0,0,8,Tabla de cifrado común C-12,0,3,,,Operational
bufr4/0/01/035,01,Identificación,001035,Centro de origen/producción,Tabla de cifrado común C-11,0,0,16,Tabla de cifrado común C-11,0,5,,,Operational
bufr4/0/01/036,01,Identificación,001036,Organismo encargado de operar la plataforma de observación,Tabla de cifrado,0,0,20,Tabla de cifrado,0,7,,,Operational
bufr4/0/01/037,01,Identificación,001037,Identificador de la secuencia SIGMET,CCITT IA5,0,0,24,Carácter,0,3,,,Operational
bufr4/0/01/038,01,Identificación,001038,Fuente de la fracción de hielo marino,Tabla de cifrado,0,0,5,Tabla de cifrado,0,2,,,Operational
bufr4/0/01/039,01,Identificación,001039,Identificador de secuencia de predicción gráfica de área (GFA),CCITT IA5,0,0,40,Carácter,0,5,,,Operational
bufr4/0/01/040,01,Identificación,001040,Código de identificación del centro de procesamiento,CCITT IA5,0,0,48,Carácter,0,6,,,Operational
bufr4/0/01/041,01,Identificación,001041,Velocidad absoluta de la plataforma – primer componente,m s-1,5,-1073741824,31,m s-1,5,10,(véase la nota 6),,Operational
bufr4/0/01/042,01,Identificación,001042,Velocidad absoluta de la plataforma– segundo componente,m s-1,5,-1073741824,31,m s-1,5,10,(véase la nota 6),,Operational
bufr4/0/01/043,01,Identificación,001043,Velocidad absoluta de la plataforma – tercer componente,m s-1,5,-1073741824,31,m s-1,5,10,(véase la nota 6),,Operational
bufr4/0/01/044,01,Identificación,001044,Aplicación de producción estándar,Tabla de cifrado,0,0,8,Tabla de cifrado,0,3,,,Operational
bufr4/0/01/050,01,Identificación,001050,Número de identificación del transmisor de la plataforma,Numérica,0,0,17,Numérica,0,6,,,Operational
bufr4/0/01/051,01,Identificación,001051,Número de identificación del transmisor de la plataforma,CCITT IA5,0,0,96,Carácter,0,12,,,Operational
bufr4/0/01/052,01,Identificación,001052,Identificación del transmisor de la plataforma,Tabla de cifrado,0,0,3,Tabla de cifrado,0,1,,,Operational
bufr4/0/01/053,01,Identificación,001053,Número de secuencia del informe de tsunámetro desencadenado por un suceso de tsunami,Numérica,0,0,7,Numérica,0,2,,,Operational
bufr4/0/01/060,01,Identificación,001060,Punto de notificación de la aeronave (identificador Beacon),CCITT IA5,0,0,64,Carácter,0,8,,,Operational
bufr4/0/01/062,01,Identificación,001062,Indicador de ubicación abreviado de la OACI,CCITT IA5,0,0,32,Carácter,0,4,,,Operational
bufr4/0/01/063,01,Identificación,001063,Indicador de ubicación de la OACI,CCITT IA5,0,0,64,Carácter,0,8,,,Operational
bufr4/0/01/064,01,Identificación,001064,Denominador de la pista,CCITT IA5,0,0,32,Carácter,0,4,,,Operational
bufr4/0/01/065,01,Identificación,001065,Identificador de región OACI,CCITT IA5,0,0,256,Carácter,0,32,,,Operational
bufr4/0/01/075,01,Identificación,001075,Identificación de la estación de observación de mareas,CCITT IA5,0,0,40,Carácter,0,5,,,Operational
bufr4/0/01/079,01,Identificación,001079,Identificador único del perfil,CCITT IA5,0,0,64,Carácter,0,8,,,Operational
bufr4/0/01/080,01,Identificación,001080,Número del buque de línea según el SOOP,CCITT IA5,0,0,32,Carácter,0,4,,,Operational
bufr4/0/01/081,01,Identificación,001081,Número de serie de la radiosonda,CCITT IA5,0,0,160,Carácter,0,20,,,Operational
bufr4/0/01/082,01,Identificación,001082,Número de ascenso de la radiosonda,Numérica,0,0,14,Numérica,0,4,(véase la nota 12),,Operational
bufr4/0/01/083,01,Identificación,001083,Número de liberación de la radiosonda,Numérica,0,0,3,Numérica,0,1,(véase la nota 12),,Operational
bufr4/0/01/085,01,Identificación,001085,Modelo del fabricante de la plataforma de observación,CCITT IA5,0,0,160,Carácter,0,20,,,Operational
bufr4/0/01/086,01,Identificación,001086,Número de serie del fabricante de la plataforma de observación,CCITT IA5,0,0,256,Carácter,0,32,,,Operational
bufr4/0/01/087,01,Identificación,001087,Indicador ampliado de la plataforma OMM de observación marina,Numérica,0,0,23,Numérica,0,7,,,Operational
bufr4/0/01/090,01,Identificación,001090,Técnica para la composición de perturbaciones iniciales,Tabla de cifrado,0,0,8,Tabla de cifrado,0,3,,,Operational
bufr4/0/01/091,01,Identificación,001091,Número de miembros del conjunto,Numérica,0,0,10,Numérica,0,4,,,Operational
bufr4/0/01/092,01,Identificación,001092,Tipo de predicción por conjuntos,Tabla de cifrado,0,0,8,Tabla de cifrado,0,3,,,Operational
bufr4/0/01/093,01,Identificación,001093,Número de lote del globo,CCITT IA5,0,0,96,Carácter,0,12,,,Operational
bufr4/0/01/094,01,Identificación,001094,Número de WBAN,Numérica,0,0,17,Numérica,0,5,,,Operational
bufr4/0/01/095,01,Identificación,001095,Identificación del observador,CCITT IA5,0,0,32,Carácter,0,4,,,Operational
bufr4/0/01/096,01,Identificación,001096,Adquisición de estación,CCITT IA5,0,0,160,Carácter,0,20,,,Operational
bufr4/0/01/099,01,Identificación,001099,Definición única del producto,CCITT IA5,0,0,248,Carácter,0,31,,,Operational
bufr4/0/01/101,01,Identificación,001101,Identificador de Estado,Tabla de cifrado,0,0,10,Tabla de cifrado,0,3,,,Operational
bufr4/0/01/102,01,Identificación,001102,Número nacional de estación,Numérica,0,0,30,Numérica,0,9,,,Operational
bufr4/0/01/103,01,Identificación,001103,Número OMI. Registro Lloyd único,Numérica,0,0,24,Numérica,0,7,,,Operational
bufr4/0/01/104,01,Identificación,001104,Identificador de Estado/Estado federal,CCITT IA5,0,0,32,Carácter,0,4,,,Operational
bufr4/0/01/105,01,Identificación,001105,Denominador de la ruta principal,CCITT IA5,0,0,40,Carácter,0,5,,,Operational
