Id,ClassNo,ClassName_es,FXY,ElementName_es,BUFR_Unit_es,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_es,CREX_Scale,CREX_DataWidth_Char,Note_es,noteIDs,Status
bufr4/0/13/001,13,Elementos hidrográfico e hidrológico,013001,Humedad específica,kg kg-1,5,0,14,kg kg-1,5,5,,,Operational
bufr4/0/13/002,13,Elementos hidrográfico e hidrológico,013002,Relación de mezcla,kg kg-1,5,0,14,kg kg-1,5,5,,,Operational
bufr4/0/13/003,13,Elementos hidrográfico e hidrológico,013003,Humedad relativa,%,0,0,7,%,0,3,,,Operational
bufr4/0/13/004,13,Elementos hidrográfico e hidrológico,013004,Presión del vapor,Pa,-1,0,10,Pa,-1,4,,,Operational
bufr4/0/13/005,13,Elementos hidrográfico e hidrológico,013005,Densidad del vapor,kg m-3,3,0,7,kg m-3,3,3,,,Operational
bufr4/0/13/006,13,Elementos hidrográfico e hidrológico,013006,Alturas de mezcla,m,-1,-40,16,m,-1,5,,,Operational
bufr4/0/13/007,13,Elementos hidrográfico e hidrológico,013007,Humedad relativa mínima,%,0,0,7,%,0,3,,,Operational
bufr4/0/13/008,13,Elementos hidrográfico e hidrológico,013008,Humedad relativa máxima,%,0,0,7,%,0,3,,,Operational
bufr4/0/13/009,13,Elementos hidrográfico e hidrológico,013009,Humedad relativa,%,1,-1000,12,%,1,4,(véase la nota 6),,Operational
bufr4/0/13/011,13,Elementos hidrográfico e hidrológico,013011,Precipitación total/equivalente total en agua,kg m-2,1,-1,14,kg m-2,1,5,,,Operational
bufr4/0/13/012,13,Elementos hidrográfico e hidrológico,013012,Espesor de la nieve recién caída,m,2,-2,12,m,2,4,,,Operational
bufr4/0/13/013,13,Elementos hidrográfico e hidrológico,013013,Espesor total de la nieve,m,2,-2,16,m,2,5,,,Operational
bufr4/0/13/014,13,Elementos hidrográfico e hidrológico,013014,Lluvia/equivalente en agua de nieve (valores medios),kg m-2 s-1,4,0,12,kg m-2 s-1,4,4,,,Operational
bufr4/0/13/015,13,Elementos hidrográfico e hidrológico,013015,Nieve (valores medios),m s-1,7,0,12,m s-1,7,4,,,Operational
bufr4/0/13/016,13,Elementos hidrográfico e hidrológico,013016,Agua precipitable,kg m-2,0,0,7,kg m-2,0,3,,,Operational
bufr4/0/13/019,13,Elementos hidrográfico e hidrológico,013019,Precipitación total en el curso de la hora precedente,kg m-2,1,-1,14,kg m-2,1,4,,,Operational
bufr4/0/13/020,13,Elementos hidrográfico e hidrológico,013020,Precipitación total en el curso de las 3 horas precedentes,kg m-2,1,-1,14,kg m-2,1,5,,,Operational
bufr4/0/13/021,13,Elementos hidrográfico e hidrológico,013021,Precipitación total en el curso de las 6 horas precedentes,kg m-2,1,-1,14,kg m-2,1,5,,,Operational
bufr4/0/13/022,13,Elementos hidrográfico e hidrológico,013022,Precipitación total en el curso de las 12 horas precedentes,kg m-2,1,-1,14,kg m-2,1,5,,,Operational
bufr4/0/13/023,13,Elementos hidrográfico e hidrológico,013023,Precipitación total en el curso de las 24 horas precedentes,kg m-2,1,-1,14,kg m-2,1,5,,,Operational
bufr4/0/13/031,13,Elementos hidrográfico e hidrológico,013031,Evapotranspiración,kg m-2,0,0,7,kg m-2,0,3,,,Operational
bufr4/0/13/032,13,Elementos hidrográfico e hidrológico,013032,Evaporación/evapotranspiración,kg m-2,1,0,8,kg m-2,1,3,(véase la nota 5),,Operational
