Id,ClassNo,ClassName_es,FXY,ElementName_es,BUFR_Unit_es,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_es,CREX_Scale,CREX_DataWidth_Char,Note_es,noteIDs,Status
bufr4/0/08/001,08,Calificadores de significación,008001,Significación del sondeo vertical,Tabla de banderines,0,0,7,Tabla de banderines,0,3,,,Operational
bufr4/0/08/002,08,Calificadores de significación,008002,Significación vertical (observaciones de superficie),Tabla de cifrado,0,0,6,Tabla de cifrado,0,2,,,Operational
bufr4/0/08/003,08,Calificadores de significación,008003,Significación vertical (observaciones satelitales),Tabla de cifrado,0,0,6,Tabla de cifrado,0,2,,,Operational
bufr4/0/08/004,08,Calificadores de significación,008004,Fase del vuelo de la aeronave,Tabla de cifrado,0,0,3,Tabla de cifrado,0,1,,,Operational
bufr4/0/08/005,08,Calificadores de significación,008005,Significación del atributo meteorológico,Tabla de cifrado,0,0,4,Tabla de cifrado,0,2,,,Operational
bufr4/0/08/006,08,Calificadores de significación,008006,Significación del sondeo vertical del ozono,Tabla de banderines,0,0,9,Tabla de banderines,0,3,,,Operational
bufr4/0/08/007,08,Calificadores de significación,008007,Significación dimensional,Tabla de cifrado,0,0,4,Tabla de cifrado,0,2,,,Operational
bufr4/0/08/008,08,Calificadores de significación,008008,Significación del sondeo vertical de la radiación,Tabla de banderines,0,0,9,Tabla de banderines,0,3,,,Operational
bufr4/0/08/009,08,Calificadores de significación,008009,Fase detallada de vuelo,Tabla de cifrado,0,0,4,Tabla de cifrado,0,2,,,Operational
bufr4/0/08/010,08,Calificadores de significación,008010,Calificador de superficie (datos de temperatura),Tabla de cifrado,0,0,5,Tabla de cifrado,0,2,,,Operational
bufr4/0/08/011,08,Calificadores de significación,008011,Característica meteorológica,Tabla de cifrado,0,0,6,Tabla de cifrado,0,2,,,Operational
bufr4/0/08/012,08,Calificadores de significación,008012,Calificador tierra/mar,Tabla de cifrado,0,0,2,Tabla de cifrado,0,1,,,Operational
bufr4/0/08/013,08,Calificadores de significación,008013,Calificador día/noche,Tabla de cifrado,0,0,2,Tabla de cifrado,0,1,,,Operational
bufr4/0/08/014,08,Calificadores de significación,008014,Calificador para el alcance visual en pista,Tabla de cifrado,0,0,4,Tabla de cifrado,0,2,,,Operational
bufr4/0/08/015,08,Calificadores de significación,008015,Calificador significativo del sensor,Tabla de cifrado,0,0,3,Tabla de cifrado,0,1,,,Operational
bufr4/0/08/016,08,Calificadores de significación,008016,Calificador de cambio de un pronóstico de tipo tendencia o de un pronóstico de aeródromo,Tabla de cifrado,0,0,3,Tabla de cifrado,0,1,,,Operational
bufr4/0/08/017,08,Calificadores de significación,008017,Calificador de la hora a la cual se espera que se produzca el cambio previsto,Tabla de cifrado,0,0,2,Tabla de cifrado,0,1,,,Operational
bufr4/0/08/018,08,Calificadores de significación,008018,Tipo de superficie tierra/hielo medida por SeaWinds,Tabla de banderines,0,0,17,Tabla de banderines,0,6,,,Operational
bufr4/0/08/019,08,Calificadores de significación,008019,Calificador para el identificador del centro siguiente,Tabla de cifrado,0,0,4,Tabla de cifrado,0,2,,,Operational
bufr4/0/08/020,08,Calificadores de significación,008020,Número total de períodos sin valores (para el cálculo del total o de la media),Numérica,0,0,16,Numérica,0,5,,,Operational
bufr4/0/08/021,08,Calificadores de significación,008021,Significación temporal,Tabla de cifrado,0,0,5,Tabla de cifrado,0,2,,,Operational
bufr4/0/08/022,08,Calificadores de significación,008022,Número total (en relación a la acumulación o promedios),Numérica,0,0,16,Numérica,0,5,,,Operational
bufr4/0/08/023,08,Calificadores de significación,008023,Estadísticas de primer orden,Tabla de cifrado,0,0,6,Tabla de cifrado,0,2,,,Operational
bufr4/0/08/024,08,Calificadores de significación,008024,Estadísticas de diferencia,Tabla de cifrado,0,0,6,Tabla de cifrado,0,2,,,Operational
bufr4/0/08/025,08,Calificadores de significación,008025,Calificador de diferencia de tiempo,Tabla de cifrado,0,0,4,Tabla de cifrado,0,2,(véase la nota 5),,Operational
bufr4/0/08/026,08,Calificadores de significación,008026,Significación matricial,Tabla de cifrado,0,0,6,Tabla de cifrado,0,2,,,Operational
bufr4/0/08/029,08,Calificadores de significación,008029,Tipo de superficie,Tabla de cifrado,0,0,8,Tabla de cifrado,0,3,,,Operational
bufr4/0/08/030,08,Calificadores de significación,008030,"Manual de claves (vol. I.1, sec. C) - Tabla de cifrado de la cual se obtienen los datos",Numérica,0,0,13,Numérica,0,4,,,Operational
bufr4/0/08/031,08,Calificadores de significación,008031,Categoría de datos de la Tabla A de CREX,Numérica,0,0,8,Numérica,0,3,,,Operational
bufr4/0/08/032,08,Calificadores de significación,008032,Estado de funcionamiento,Tabla de cifrado,0,0,4,Tabla de cifrado,0,2,,,Operational
bufr4/0/08/033,08,Calificadores de significación,008033,Método de derivación del porcentaje de confianza,Tabla de cifrado,0,0,7,Tabla de cifrado,0,3,(véase la nota 6),,Operational
bufr4/0/08/034,08,Calificadores de significación,008034,Calificador de medición de la temperatura/salinidad,Tabla de cifrado,0,0,4,Tabla de cifrado,0,2,,,Operational
bufr4/0/08/035,08,Calificadores de significación,008035,Tipo de ejercicio de control,Tabla de cifrado,0,0,3,Tabla de cifrado,0,1,,,Operational
bufr4/0/08/036,08,Calificadores de significación,008036,Tipo de centro o estación que realiza el control,Tabla de cifrado,0,0,3,Tabla de cifrado,0,1,,,Operational
bufr4/0/08/037,08,Calificadores de significación,008037,Significación de la comprobación de la línea de referencia,Tabla de cifrado,0,0,5,Tabla de cifrado,0,2,,,Operational
bufr4/0/08/038,08,Calificadores de significación,008038,Significación de los datos proporcionados por el instrumento,Tabla de cifrado,0,0,8,Tabla de cifrado,0,3,,,Operational
bufr4/0/08/039,08,Calificadores de significación,008039,Significación temporal (predicción aeronáutica),Tabla de cifrado,0,0,6,Tabla de cifrado,0,2,,,Operational
bufr4/0/08/040,08,Calificadores de significación,008040,Significación del nivel de vuelo,Tabla de cifrado,0,0,6,Tabla de cifrado,0,2,,,Operational
bufr4/0/08/041,08,Calificadores de significación,008041,Significación de datos,Tabla de cifrado,0,0,5,Tabla de cifrado,0,2,,,Operational
bufr4/0/08/042,08,Calificadores de significación,008042,Significación del sondeo vertical ampliado,Tabla de banderines,0,0,18,Tabla de banderines,0,6,,,Operational
bufr4/0/08/043,08,Calificadores de significación,008043,Tipo de componente atmosférico químico o físico,Tabla de cifrado,0,0,8,Tabla de cifrado,0,3,,,Operational
bufr4/0/08/044,08,Calificadores de significación,008044,Número de registro del CAS,CCITT IA5,0,0,88,Caracteres,0,11,,,Operational
