Id,FXY,ElementName_es,CodeFigure,EntryName_es,EntryName_sub1_es,EntryName_sub2_es,Note_es,noteIDs,Status
bufr4/0/10/063/0,010063,Característica de la tendencia barométrica,0,"Subiendo, después bajando; la presión atmosférica es la misma o más alta que 3 horas antes",,,,,Operational
bufr4/0/10/063/1,010063,Característica de la tendencia barométrica,1,"Subiendo, después estacionaria; o subiendo y después aumentando más lentamente",,,,,Operational
bufr4/0/10/063/2,010063,Característica de la tendencia barométrica,2,Subiendo (regular o irregularmente),,,,,Operational
bufr4/0/10/063/3,010063,Característica de la tendencia barométrica,3,"Bajando o estacionaria, después subiendo; o subiendo y después subiendo más rápidamente",,,,,Operational
bufr4/0/10/063/4,010063,Característica de la tendencia barométrica,4,Estacionaria; la presión atmosférica es la misma que tres horas antes,,,,,Operational
bufr4/0/10/063/5,010063,Característica de la tendencia barométrica,5,"Bajando, después subiendo; la presión atmosférica es la misma o más baja que tres horas antes",,,,,Operational
bufr4/0/10/063/6,010063,Característica de la tendencia barométrica,6,"Bajando, después estacionaria; o bajando y después bajando más lentamente",,,,,Operational
bufr4/0/10/063/7,010063,Característica de la tendencia barométrica,7,Bajando (regular o irregularmente),,,,,Operational
bufr4/0/10/063/8,010063,Característica de la tendencia barométrica,8,Estacionaria o subiendo y después bajando; o bajando y después bajando más rápidamente,,,,,Operational
bufr4/0/10/063/9-14,010063,Característica de la tendencia barométrica,9-14,Reservadas,,,,,Operational
bufr4/0/10/063/15,010063,Característica de la tendencia barométrica,15,Valor faltante,,,,,Operational
bufr4/0/10/064/0,010064,Nivel de crucero SIGMET,0,Subsónico,,,,,Operational
bufr4/0/10/064/1,010064,Nivel de crucero SIGMET,1,Transónico,,,,,Operational
bufr4/0/10/064/2,010064,Nivel de crucero SIGMET,2,Supersónico,,,,,Operational
bufr4/0/10/064/3-6,010064,Nivel de crucero SIGMET,3-6,Reservadas,,,,,Operational
bufr4/0/10/064/7,010064,Nivel de crucero SIGMET,7,Valor faltante,,,,,Operational
