Id,Category,CategoryOfSequences_es,FXY1,Title_es,SubTitle_es,FXY2,ElementName_es,ElementDescription_es,Note_es,noteIDs,Status
bufr4/3/08/001/1/301033,08,Secuencias de los informes de las observaciones de superficie (mar),308001,(Boya o plataforma — fija),,301033,Boya/plataforma — fija,"Identificación, tipo, fecha/hora, posición (gran exactitud)",,,Operational
bufr4/3/08/001/2/302011,08,Secuencias de los informes de las observaciones de superficie (mar),308001,(Boya o plataforma — fija),,302011,Estación de baja altitud,Informe básico de observación de superficie,,,Operational
bufr4/3/08/001/3/022042,08,Secuencias de los informes de las observaciones de superficie (mar),308001,(Boya o plataforma — fija),,022042,Temperatura del mar/agua,,,,Operational
bufr4/3/08/002/1/301034,08,Secuencias de los informes de las observaciones de superficie (mar),308002,(Boya o plataforma — fija),,301034,Boya/plataforma — fija,"Identificación, tipo, fecha/hora, posición (exactitud aproximada)",,,Operational
bufr4/3/08/002/2/302011,08,Secuencias de los informes de las observaciones de superficie (mar),308002,(Boya o plataforma — fija),,302011,Estación de baja altitud,Informe básico de observación de superficie,,,Operational
bufr4/3/08/002/3/022042,08,Secuencias de los informes de las observaciones de superficie (mar),308002,(Boya o plataforma — fija),,022042,Temperatura del mar/agua,,,,Operational
bufr4/3/08/003/1/301035,08,Secuencias de los informes de las observaciones de superficie (mar),308003,(Boya o plataforma — móvil) (Véase la nota 1),,301035,Boya/plataforma — móvil,"Identificación, movimiento, tipo, fecha/hora, posición (exactitud aproximada)",,,Operational
bufr4/3/08/003/2/302011,08,Secuencias de los informes de las observaciones de superficie (mar),308003,(Boya o plataforma — móvil) (Véase la nota 1),,302011,Estación de baja altitud,Informe básico de observación de superficie,,,Operational
bufr4/3/08/003/3/022042,08,Secuencias de los informes de las observaciones de superficie (mar),308003,(Boya o plataforma — móvil) (Véase la nota 1),,022042,Temperatura del mar/agua,,,,Operational
bufr4/3/08/004/1/301036,08,Secuencias de los informes de las observaciones de superficie (mar),308004,(Buque),,301036,Buque,"Identificación, movimiento, tipo, fecha/hora, posición (exactitud aproximada)",,,Operational
bufr4/3/08/004/2/302011,08,Secuencias de los informes de las observaciones de superficie (mar),308004,(Buque),,302011,Estación de baja altitud,Informe básico de observación de superficie,,,Operational
bufr4/3/08/004/3/022042,08,Secuencias de los informes de las observaciones de superficie (mar),308004,(Buque),,022042,Temperatura del mar/agua,,,,Operational
bufr4/3/08/005/1/308004,08,Secuencias de los informes de las observaciones de superficie (mar),308005,(Buque),,308004,Buque,Informe básico de buque,,,Operational
bufr4/3/08/005/2/302024,08,Secuencias de los informes de las observaciones de superficie (mar),308005,(Buque),,302024,Olas de viento y olas de mar de fondo,,,,Operational
bufr4/3/08/006/1/010004,08,Secuencias de los informes de las observaciones de superficie (mar),308006,(Parámetros facultativos de la Sección 1 de boyas),,010004,Presión,,,,Operational
bufr4/3/08/006/2/010061,08,Secuencias de los informes de las observaciones de superficie (mar),308006,(Parámetros facultativos de la Sección 1 de boyas),,010061,Cambio de la presión en 3 horas,,,,Operational
bufr4/3/08/006/3/010063,08,Secuencias de los informes de las observaciones de superficie (mar),308006,(Parámetros facultativos de la Sección 1 de boyas),,010063,Característica de la tendencia barométrica,,,,Operational
bufr4/3/08/006/4/011001,08,Secuencias de los informes de las observaciones de superficie (mar),308006,(Parámetros facultativos de la Sección 1 de boyas),,011001,Dirección del viento,,,,Operational
bufr4/3/08/006/5/011002,08,Secuencias de los informes de las observaciones de superficie (mar),308006,(Parámetros facultativos de la Sección 1 de boyas),,011002,Velocidad del viento,,,,Operational
bufr4/3/08/006/6/012004,08,Secuencias de los informes de las observaciones de superficie (mar),308006,(Parámetros facultativos de la Sección 1 de boyas),,012004,Temperatura del aire a 2 m,,,,Operational
bufr4/3/08/006/7/013003,08,Secuencias de los informes de las observaciones de superficie (mar),308006,(Parámetros facultativos de la Sección 1 de boyas),,013003,Humedad relativa,,,,Operational
bufr4/3/08/006/8/022042,08,Secuencias de los informes de las observaciones de superficie (mar),308006,(Parámetros facultativos de la Sección 1 de boyas),,022042,Temperatura del mar/agua,,,,Operational
bufr4/3/08/007/1/301055,08,Secuencias de los informes de las observaciones de superficie (mar),308007,(Parámetros facultativos de la Sección 1 de boyas),,301055,"Identificación y tipo de estación fecha/hora, posición (gran exactitud), movimiento",,,,Operational
bufr4/3/08/007/2/302011,08,Secuencias de los informes de las observaciones de superficie (mar),308007,(Parámetros facultativos de la Sección 1 de boyas),,302011,Estación de baja altitud,Informe básico de observación de superficie,,,Operational
bufr4/3/08/007/3/007062,08,Secuencias de los informes de las observaciones de superficie (mar),308007,(Parámetros facultativos de la Sección 1 de boyas),,007062,Profundidad por debajo de la superficie del mar/agua,,,,Operational
bufr4/3/08/007/4/022042,08,Secuencias de los informes de las observaciones de superficie (mar),308007,(Parámetros facultativos de la Sección 1 de boyas),,022042,Temperatura del mar/agua,,,,Operational
bufr4/3/08/009/1/301093,08,Secuencias de los informes de las observaciones de superficie (mar),308009,(Secuencia para la representación de informes sinópticos procedentes de una estación marina apropiados para datos desde buques),,301093,"Identificación del buque, movimiento, fecha/hora, coordenadas horizontal y vertical",,,,Operational
bufr4/3/08/009/2/302001,08,Secuencias de los informes de las observaciones de superficie (mar),308009,(Secuencia para la representación de informes sinópticos procedentes de una estación marina apropiados para datos desde buques),,302001,Presión y cambio de presión en tres horas,,,,Operational
bufr4/3/08/009/3/302054,08,Secuencias de los informes de las observaciones de superficie (mar),308009,(Secuencia para la representación de informes sinópticos procedentes de una estación marina apropiados para datos desde buques),,302054,Datos “instantáneos” desde buques,,,,Operational
bufr4/3/08/009/4/008002,08,Secuencias de los informes de las observaciones de superficie (mar),308009,(Secuencia para la representación de informes sinópticos procedentes de una estación marina apropiados para datos desde buques),,008002,Significación vertical (observaciones en superficie),,,,Operational
bufr4/3/08/009/5/302055,08,Secuencias de los informes de las observaciones de superficie (mar),308009,(Secuencia para la representación de informes sinópticos procedentes de una estación marina apropiados para datos desde buques),,302055,Engelamiento y hielo,,,,Operational
bufr4/3/08/009/6/302057,08,Secuencias de los informes de las observaciones de superficie (mar),308009,(Secuencia para la representación de informes sinópticos procedentes de una estación marina apropiados para datos desde buques),,302057,Datos marinos desde buques,,,,Operational
bufr4/3/08/009/7/302060,08,Secuencias de los informes de las observaciones de superficie (mar),308009,(Secuencia para la representación de informes sinópticos procedentes de una estación marina apropiados para datos desde buques),,302060,Datos “del período” desde buques,,,,Operational
bufr4/3/08/010/1/001011,08,Secuencias de los informes de las observaciones de superficie (mar),308010,(Modelo TRACKOB),,001011,Identificador del buque o de la estación terrestre móvil,,,,Operational
bufr4/3/08/010/2/113000,08,Secuencias de los informes de las observaciones de superficie (mar),308010,(Modelo TRACKOB),,113000,Repetición diferida de 13 descriptores,,,,Operational
bufr4/3/08/010/3/031001,08,Secuencias de los informes de las observaciones de superficie (mar),308010,(Modelo TRACKOB),,031001,Factor de repetición diferida del descriptor,,,,Operational
bufr4/3/08/010/4/301011,08,Secuencias de los informes de las observaciones de superficie (mar),308010,(Modelo TRACKOB),,301011,"Año, mes, día",,,,Operational
bufr4/3/08/010/5/301012,08,Secuencias de los informes de las observaciones de superficie (mar),308010,(Modelo TRACKOB),,301012,"Hora, minuto",,,,Operational
bufr4/3/08/010/6/301021,08,Secuencias de los informes de las observaciones de superficie (mar),308010,(Modelo TRACKOB),,301021,,,,,Operational
bufr4/3/08/010/7/004080,08,Secuencias de los informes de las observaciones de superficie (mar),308010,(Latitud/longitud (gran exactitud),,004080,Período de promediación del valor siguiente,,,,Operational
bufr4/3/08/010/8/022049,08,Secuencias de los informes de las observaciones de superficie (mar),308010,(Latitud/longitud (gran exactitud),,022049,Temperatura en la superficie del mar,,,,Operational
bufr4/3/08/010/9/004080,08,Secuencias de los informes de las observaciones de superficie (mar),308010,(Latitud/longitud (gran exactitud),,004080,Período de promediación del valor siguiente,,,,Operational
bufr4/3/08/010/10/022059,08,Secuencias de los informes de las observaciones de superficie (mar),308010,(Latitud/longitud (gran exactitud),,022059,Salinidad en la superficie del mar,,,,Operational
bufr4/3/08/010/11/004080,08,Secuencias de los informes de las observaciones de superficie (mar),308010,(Latitud/longitud (gran exactitud),,004080,Período de promediación del valor siguiente,,,,Operational
bufr4/3/08/010/12/022005,08,Secuencias de los informes de las observaciones de superficie (mar),308010,(Latitud/longitud (gran exactitud),,022005,Dirección de la corriente en la superficie del mar,,,,Operational
bufr4/3/08/010/13/002042,08,Secuencias de los informes de las observaciones de superficie (mar),308010,(Latitud/longitud (gran exactitud),,002042,Indicador de la velocidad de la corriente en la superficie del mar,,,,Operational
bufr4/3/08/010/14/022032,08,Secuencias de los informes de las observaciones de superficie (mar),308010,(Latitud/longitud (gran exactitud),,022032,Velocidad de la corriente en la superficie del mar,,,,Operational
bufr4/3/08/010/15/002042,08,Secuencias de los informes de las observaciones de superficie (mar),308010,(Latitud/longitud (gran exactitud),,002042,Indicador de la velocidad de la corriente en la superficie del mar,Anular,,,Operational
bufr4/3/08/010/16/004080,08,Secuencias de los informes de las observaciones de superficie (mar),308010,(Latitud/longitud (gran exactitud),,004080,Período de premediación para el valor siguiente,Anular,,,Operational
bufr4/3/08/011/1/001011,08,Secuencias de los informes de las observaciones de superficie (mar),308011,(Valores mensuales de una estación meteorológica oceánica – datos de CLIMAT SHIP),,001011,Identificador del buque o de la estación terrestre móvil,Señal de llamada del buque,,,Operational
bufr4/3/08/011/2/002001,08,Secuencias de los informes de las observaciones de superficie (mar),308011,(Valores mensuales de una estación meteorológica oceánica – datos de CLIMAT SHIP),,002001,Tipo de estación,,,,Operational
bufr4/3/08/011/3/301011,08,Secuencias de los informes de las observaciones de superficie (mar),308011,(Valores mensuales de una estación meteorológica oceánica – datos de CLIMAT SHIP),,301011,"Año, mes, día (véase la nota 2)",,,,Operational
bufr4/3/08/011/4/301012,08,Secuencias de los informes de las observaciones de superficie (mar),308011,(Valores mensuales de una estación meteorológica oceánica – datos de CLIMAT SHIP),,301012,"Hora, minuto (véase la nota 2)",,,,Operational
bufr4/3/08/011/5/301023,08,Secuencias de los informes de las observaciones de superficie (mar),308011,(Valores mensuales de una estación meteorológica oceánica – datos de CLIMAT SHIP),,301023,Latitud/longitud (exactitud aproximada),,,,Operational
bufr4/3/08/011/6/007030,08,Secuencias de los informes de las observaciones de superficie (mar),308011,(Valores mensuales de una estación meteorológica oceánica – datos de CLIMAT SHIP),,007030,Altura del suelo de la estación sobre el nivel medio del mar (véase la nota 3),,,,Operational
bufr4/3/08/011/7/007031,08,Secuencias de los informes de las observaciones de superficie (mar),308011,(Valores mensuales de una estación meteorológica oceánica – datos de CLIMAT SHIP),,007031,Altura del barómetro sobre el nivel medio del mar (véase la nota 3),,,,Operational
bufr4/3/08/011/8/004074,08,Secuencias de los informes de las observaciones de superficie (mar),308011,(Valores mensuales de una estación meteorológica oceánica – datos de CLIMAT SHIP),"Valores mensuales medios de presión,temperatura, presión del vapor y temperatura del mar/agua",004074,Período o desplazamiento de tiempo abreviado (véase la nota 2),#NAME?,,,Operational
bufr4/3/08/011/9/004023,08,Secuencias de los informes de las observaciones de superficie (mar),308011,(Valores mensuales de una estación meteorológica oceánica – datos de CLIMAT SHIP),"Valores mensuales medios de presión,temperatura, presión del vapor y temperatura del mar/agua",004023,Período o desplazamiento de tiempo,#NAME?,,,Operational
bufr4/3/08/011/10/008023,08,Secuencias de los informes de las observaciones de superficie (mar),308011,(Valores mensuales de una estación meteorológica oceánica – datos de CLIMAT SHIP),"Valores mensuales medios de presión,temperatura, presión del vapor y temperatura del mar/agua",008023,Estadísticas de primer orden,= 4 valor medio,,,Operational
bufr4/3/08/011/11/010051,08,Secuencias de los informes de las observaciones de superficie (mar),308011,(Valores mensuales de una estación meteorológica oceánica – datos de CLIMAT SHIP),"Valores mensuales medios de presión,temperatura, presión del vapor y temperatura del mar/agua",010051,Presión reducida a nivel medio del mar,,,,Operational
bufr4/3/08/011/12/007032,08,Secuencias de los informes de las observaciones de superficie (mar),308011,(Valores mensuales de una estación meteorológica oceánica – datos de CLIMAT SHIP),"Valores mensuales medios de presión,temperatura, presión del vapor y temperatura del mar/agua",007032,"Altura del sensor sobre el suelo local (o la cubierta de la plataforma marina) (véase la
nota 3)",Medición de la temperatura,,,Operational
bufr4/3/08/011/13/007033,08,Secuencias de los informes de las observaciones de superficie (mar),308011,(Valores mensuales de una estación meteorológica oceánica – datos de CLIMAT SHIP),"Valores mensuales medios de presión,temperatura, presión del vapor y temperatura del mar/agua",007033,Altura del sensor sobre la superficie del agua (véase la nota 3),Medición de la temperatura,,,Operational
bufr4/3/08/011/14/012101,08,Secuencias de los informes de las observaciones de superficie (mar),308011,(Valores mensuales de una estación meteorológica oceánica – datos de CLIMAT SHIP),"Valores mensuales medios de presión,temperatura, presión del vapor y temperatura del mar/agua",012101,Temperatura del mar/agua,,,,Operational
bufr4/3/08/011/15/013004,08,Secuencias de los informes de las observaciones de superficie (mar),308011,(Valores mensuales de una estación meteorológica oceánica – datos de CLIMAT SHIP),"Valores mensuales medios de presión,temperatura, presión del vapor y temperatura del mar/agua",013004,Presión del vapor,,,,Operational
bufr4/3/08/011/16/007032,08,Secuencias de los informes de las observaciones de superficie (mar),308011,(Valores mensuales de una estación meteorológica oceánica – datos de CLIMAT SHIP),"Valores mensuales medios de presión,temperatura, presión del vapor y temperatura del mar/agua",007032,Altura del sensor sobre el suelo local (o la cubierta de la plataforma marina),Fijar en faltante (anular),,,Operational
bufr4/3/08/011/17/007033,08,Secuencias de los informes de las observaciones de superficie (mar),308011,(Valores mensuales de una estación meteorológica oceánica – datos de CLIMAT SHIP),"Valores mensuales medios de presión,temperatura, presión del vapor y temperatura del mar/agua",007033,Altura del sensor sobre la superficie del agua,Fijar en faltante (anular),,,Operational
bufr4/3/08/011/18/302056,08,Secuencias de los informes de las observaciones de superficie (mar),308011,(Valores mensuales de una estación meteorológica oceánica – datos de CLIMAT SHIP),"Valores mensuales medios de presión,temperatura, presión del vapor y temperatura del mar/agua",302056,Temperatura del mar/agua,"Temperatura en la superficie del mar, método de medición y profundidad bajo la superficie del mar",,,Operational
bufr4/3/08/011/19/008023,08,Secuencias de los informes de las observaciones de superficie (mar),308011,(Valores mensuales de una estación meteorológica oceánica – datos de CLIMAT SHIP),"Valores mensuales medios de presión,temperatura, presión del vapor y temperatura del mar/agua",008023,Estadísticas de primer orden,Valor faltante,,,Operational
bufr4/3/08/011/20/004003,08,Secuencias de los informes de las observaciones de superficie (mar),308011,(Valores mensuales de una estación meteorológica oceánica – datos de CLIMAT SHIP),Precipitación,004003,Día (véase la nota 4),1,,,Operational
bufr4/3/08/011/21/004004,08,Secuencias de los informes de las observaciones de superficie (mar),308011,(Valores mensuales de una estación meteorológica oceánica – datos de CLIMAT SHIP),Precipitación,004004,Hora (véase la nota 4),6,,,Operational
