Id,Category,CategoryOfSequences_es,FXY1,Title_es,SubTitle_es,FXY2,ElementName_es,ElementDescription_es,Note_es,noteIDs,Status
bufr4/3/16/001/1/301011,16, Secuencias de las características sinópticas,316001,,,301011,"Año, mes, día",,,,Operational
bufr4/3/16/001/2/004004,16, Secuencias de las características sinópticas,316001,,,004004,Hora,,,,Operational
bufr4/3/16/001/3/301023,16, Secuencias de las características sinópticas,316001,,,301023,Latitud/longitud (precisión aproximada),,,,Operational
bufr4/3/16/001/4/001021,16, Secuencias de las características sinópticas,316001,,,001021,Identificador de la configuración sinóptica,,,,Operational
bufr4/3/16/001/5/002041,16, Secuencias de las características sinópticas,316001,,,002041,Método de estimación utilizado para el informe de configuración sinóptica,,,,Operational
bufr4/3/16/001/6/019001,16, Secuencias de las características sinópticas,316001,,,019001,Tipo de configuración sinóptica,,,,Operational
bufr4/3/16/001/7/010051,16, Secuencias de las características sinópticas,316001,,,010051,Presión reducida a nivel medio del mar,,,,Operational
bufr4/3/16/001/8/019002,16, Secuencias de las características sinópticas,316001,,,019002,Radio real de la configuración,,,,Operational
bufr4/3/16/001/9/019003,16, Secuencias de las características sinópticas,316001,,,019003,Umbral de velocidad del viento,Generalmente 15 m s–1,,,Operational
bufr4/3/16/001/10/019004,16, Secuencias de las características sinópticas,316001,,,019004,Radio real para las velocidades del viento superiores al umbral,,,,Operational
bufr4/3/16/002/1/008021,16, Secuencias de las características sinópticas,316002,(Encabezamiento),,008021,Significación temporal,Hora de los datos (análisis),,,Operational
bufr4/3/16/002/2/004001,16, Secuencias de las características sinópticas,316002,(Encabezamiento),,004001,Año,,,,Operational
bufr4/3/16/002/3/004002,16, Secuencias de las características sinópticas,316002,(Encabezamiento),,004002,Mes,,,,Operational
bufr4/3/16/002/4/004003,16, Secuencias de las características sinópticas,316002,(Encabezamiento),,004003,Día,,,,Operational
bufr4/3/16/002/5/004004,16, Secuencias de las características sinópticas,316002,(Encabezamiento),,004004,Hora,,,,Operational
bufr4/3/16/002/6/004005,16, Secuencias de las características sinópticas,316002,(Encabezamiento),,004005,Minuto,,,,Operational
bufr4/3/16/002/7/001033,16, Secuencias de las características sinópticas,316002,(Encabezamiento),,001033,Identificación del centro de origen/generación,,,,Operational
bufr4/3/16/002/8/008021,16, Secuencias de las características sinópticas,316002,(Encabezamiento),,008021,Significación temporal,Hora de validez (pronóstico),,,Operational
bufr4/3/16/002/9/004001,16, Secuencias de las características sinópticas,316002,(Encabezamiento),,004001,Año,,,,Operational
bufr4/3/16/002/10/004002,16, Secuencias de las características sinópticas,316002,(Encabezamiento),,004002,Mes,,,,Operational
bufr4/3/16/002/11/004003,16, Secuencias de las características sinópticas,316002,(Encabezamiento),,004003,Día,,,,Operational
bufr4/3/16/002/12/004004,16, Secuencias de las características sinópticas,316002,(Encabezamiento),,004004,Hora,,,,Operational
bufr4/3/16/002/13/004005,16, Secuencias de las características sinópticas,316002,(Encabezamiento),,004005,Minuto,,,,Operational
bufr4/3/16/002/14/007002,16, Secuencias de las características sinópticas,316002,(Encabezamiento),,007002,Altura o altitud,Nivel de vuelo (base de la capa del mapa),,,Operational
bufr4/3/16/002/15/007002,16, Secuencias de las características sinópticas,316002,(Encabezamiento),,007002,Altura o altitud,Nivel de vuelo (cima de la capa del mapa),,,Operational
bufr4/3/16/003/1/110000,16, Secuencias de las características sinópticas,316003,(Corriente de chorro),,110000,Repetición diferida de 10 descriptores,,,,Operational
bufr4/3/16/003/2/031001,16, Secuencias de las características sinópticas,316003,(Corriente de chorro),,031001,Factor de repetición diferida del descriptor,,,,Operational
bufr4/3/16/003/3/008011,16, Secuencias de las características sinópticas,316003,(Corriente de chorro),,008011,Característica meteorológica,Valor de la corriente de chorro,,,Operational
bufr4/3/16/003/4/008007,16, Secuencias de las características sinópticas,316003,(Corriente de chorro),,008007,Significación dimensional,Valor de la línea,,,Operational
bufr4/3/16/003/5/104000,16, Secuencias de las características sinópticas,316003,(Corriente de chorro),,104000,Repetición diferida de 4 descriptores,,,,Operational
bufr4/3/16/003/6/031001,16, Secuencias de las características sinópticas,316003,(Corriente de chorro),,031001,Factor de repetición diferida del descriptor,,,,Operational
bufr4/3/16/003/7/005002,16, Secuencias de las características sinópticas,316003,(Corriente de chorro),,005002,Latitud (exactitud aproximada),,,,Operational
bufr4/3/16/003/8/006002,16, Secuencias de las características sinópticas,316003,(Corriente de chorro),,006002,Longitud (exactitud aproximada),,,,Operational
bufr4/3/16/003/9/010002,16, Secuencias de las características sinópticas,316003,(Corriente de chorro),,010002,Altura,Nivel de vuelo,,,Operational
bufr4/3/16/003/10/011002,16, Secuencias de las características sinópticas,316003,(Corriente de chorro),,011002,Velocidad del viento,,,,Operational
bufr4/3/16/003/11/008007,16, Secuencias de las características sinópticas,316003,(Corriente de chorro),,008007,Significación dimensional,Anular,,,Operational
bufr4/3/16/003/12/008011,16, Secuencias de las características sinópticas,316003,(Corriente de chorro),,008011,Característica meteorológica,Anular | Fin del objeto,,,Operational
bufr4/3/16/004/1/111000,16, Secuencias de las características sinópticas,316004,(Turbulencia),,111000,Repetición diferida de 11 descriptores,,,,Operational
bufr4/3/16/004/2/031001,16, Secuencias de las características sinópticas,316004,(Turbulencia),,031001,Factor de repetición diferida del descriptor,,,,Operational
bufr4/3/16/004/3/008011,16, Secuencias de las características sinópticas,316004,(Turbulencia),,008011,Característica meteorológica,Valor de la turbulencia,,,Operational
bufr4/3/16/004/4/008007,16, Secuencias de las características sinópticas,316004,(Turbulencia),,008007,Significación dimensional,Valor del área,,,Operational
bufr4/3/16/004/5/007002,16, Secuencias de las características sinópticas,316004,(Turbulencia),,007002,Altura o altitud,Nivel de vuelo (base de la capa),,,Operational
bufr4/3/16/004/6/007002,16, Secuencias de las características sinópticas,316004,(Turbulencia),,007002,Altura o altitud,Nivel de vuelo (cima de la capa),,,Operational
bufr4/3/16/004/7/102000,16, Secuencias de las características sinópticas,316004,(Turbulencia),,102000,Repetición diferida de 2 descriptores,,,,Operational
bufr4/3/16/004/8/031001,16, Secuencias de las características sinópticas,316004,(Turbulencia),,031001,Factor de repetición diferida del descriptor,,,,Operational
bufr4/3/16/004/9/005002,16, Secuencias de las características sinópticas,316004,(Turbulencia),,005002,Latitud (exactitud aproximada),,,,Operational
bufr4/3/16/004/10/006002,16, Secuencias de las características sinópticas,316004,(Turbulencia),,006002,Longitud (exactitud aproximada),,,,Operational
bufr4/3/16/004/11/011031,16, Secuencias de las características sinópticas,316004,(Turbulencia),,011031,Grado de turbulencia (véase la nota 1),,,,Operational
bufr4/3/16/004/12/008007,16, Secuencias de las características sinópticas,316004,(Turbulencia),,008007,Significación dimensional,Anular,,,Operational
