ClassNo,ClassName_es,FXY,ElementName_es,BUFR_Unit_es,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_es,CREX_Scale,CREX_DataWidth_Char,Note_es,noteIDs,Status
33,Información sobre la calidad,033002,Información sobre la calidad,Tabla de cifrado,0,0,2,Tabla de cifrado,0,1,,,Operational
33,Información sobre la calidad,033003,Información sobre la calidad,Tabla de cifrado,0,0,3,Tabla de cifrado,0,1,,,Operational
33,Información sobre la calidad,033005,Información sobre la calidad (datos EMA),Tabla de banderines,0,0,30,Tabla de banderines,0,10,,,Operational
33,Información sobre la calidad,033006,Información interna sobre el estado de la medición (EMA),Tabla de cifrado,0,0,3,Tabla de cifrado,0,1,,,Operational
33,Información sobre la calidad,033007,Porcentaje de confianza,%,0,0,7,%,0,3,,,Operational
33,Información sobre la calidad,033015,Indicador de verificación de la calidad de los datos,Tabla de cifrado,0,0,6,Tabla de cifrado,0,2,,,Operational
33,Información sobre la calidad,033020,Indicación del control de la calidad del valor siguiente,Tabla de cifrado,0,0,3,Tabla de cifrado,0,1,,,Operational
33,Información sobre la calidad,033021,Calidad del valor siguiente,Tabla de cifrado,0,0,2,Tabla de cifrado,0,1,,,Operational
33,Información sobre la calidad,033022,Calidad de la transmisión entre el satélite y la boya,Tabla de cifrado,0,0,2,Tabla de cifrado,0,1,,,Operational
33,Información sobre la calidad,033023,Calidad de la ubicación de la boya,Tabla de cifrado,0,0,2,Tabla de cifrado,0,1,,,Operational
33,Información sobre la calidad,033024,Marca de la calidad de la elevación de la estación (para estaciones móviles),Tabla de cifrado,0,0,4,Tabla de cifrado,0,2,,,Operational
33,Información sobre la calidad,033025,Indicador de valores interpolados ACARS,Tabla de cifrado,0,0,3,Tabla de cifrado,0,1,,,Operational
33,Información sobre la calidad,033026,Calidad de la humedad,Tabla de cifrado,0,0,6,Tabla de cifrado,0,2,,,Operational
33,Información sobre la calidad,033027,Clase de la calidad de la ubicación (alcance del radio de 66% de confianza),Tabla de cifrado,0,0,3,Tabla de cifrado,0,1,,,Operational
33,Información sobre la calidad,033028,Calidad general de la instantánea,Tabla de cifrado,0,0,3,Tabla de cifrado,0,1,,,Operational
33,Información sobre la calidad,033030,Banderines de estado de la línea de exploración para ATOVS,Tabla de banderines,0,0,24,Tabla de banderines,0,8,,,Operational
33,Información sobre la calidad,033031,Banderines de calidad de la línea de exploración para ATOVS,Tabla de banderines,0,0,24,Tabla de banderines,0,8,,,Operational
33,Información sobre la calidad,033032,Banderines de calidad del canal para ATOVS,Tabla de banderines,0,0,24,Tabla de banderines,0,8,,,Operational
33,Información sobre la calidad,033033,Banderines de calidad del campo de visión para ATOVS,Tabla de banderines,0,0,24,Tabla de banderines,0,8,,,Operational
33,Información sobre la calidad,033035,Control de calidad manual/automático,Tabla de cifrado,0,0,4,Tabla de cifrado,0,2,,,Operational
33,Información sobre la calidad,033036,Umbral de confianza nominal,%,0,0,7,%,0,3,,,Operational
33,Información sobre la calidad,033037,Error de correlación del viento,Tabla de banderines,0,0,20,Tabla de banderines,0,7,,,Operational
33,Información sobre la calidad,033038,Banderines de calidad para datos del GNSS basados en tierra,Tabla de banderines,0,0,10,Tabla de banderines,0,4,,,Operational
33,Información sobre la calidad,033039,Banderines de calidad para datos de ocultación radio,Tabla de banderines,0,0,16,Tabla de banderines,0,6,,,Operational
33,Información sobre la calidad,033040,Intervalo de confianza,%,0,0,7,%,0,3,,,Operational
33,Información sobre la calidad,033041,Atributo del valor siguiente,Tabla de cifrado,0,0,2,Tabla de cifrado,0,1,,,Operational
33,Información sobre la calidad,033042,Tipo de límite representado por el valor siguiente,Tabla de cifrado,0,0,3,Tabla de cifrado,0,1,,,Operational
33,Información sobre la calidad,033043,Grado de confianza de la temperatura media en superficie,Tabla de banderines,0,0,8,Tabla de banderines,0,3,,,Operational
33,Información sobre la calidad,033044,Información sobre la calidad de los datos de ASAR,Tabla de banderines,0,0,15,Tabla de banderines,0,5,,,Operational
33,Información sobre la calidad,033045,Probabilidad del suceso siguiente (véanse las notas 1 y 3),%,0,0,7,%,0,3,,,Operational
33,Información sobre la calidad,033046,"Probabilidad condicional del suceso siguiente con respecto a un suceso condiciote especificado (véanse las notas 1, 2 y 3)",%,0,0,7,%,0,3,,,Operational
33,Información sobre la calidad,033047,Datos de confianza de las mediciones,Tabla de banderines,0,0,31,Tabla de banderines,0,11,,,Operational
33,Información sobre la calidad,033048,Medida de confianza de inversión SAR,Tabla de cifrado,0,0,2,Tabla de cifrado,0,1,,,Operational
33,Información sobre la calidad,033049,Medida de confianza de recuperación de viento,Tabla de cifrado,0,0,2,Tabla de cifrado,0,1,,,Operational
33,Información sobre la calidad,033050,Banderín de calidad mundial del GTSPP,Tabla de cifrado,0,0,4,Tabla de cifrado,0,2,,,Operational
33,Información sobre la calidad,033052,Calidad de reseguimiento de datos oceánicos en banda S,Tabla de banderines,0,0,21,Tabla de banderines,0,7,,,Operational
33,Información sobre la calidad,033053,Calidad de reseguimiento de datos oceánicos en banda Ku,Tabla de banderines,0,0,21,Tabla de banderines,0,7,,,Operational
33,Información sobre la calidad,033055,Banderín de calidad del vector de viento,Tabla de banderines,0,0,24,Tabla de banderines,0,8,,,Operational
33,Información sobre la calidad,033056,Banderín de calidad de Sigma-0,Tabla de banderines,0,0,24,Tabla de banderines,0,8,,,Operational
33,Información sobre la calidad,033060,GqisFlagQual — IASI individual - banderín de calidad del sistema,Tabla de cifrado,0,0,2,Tabla de cifrado,0,1,,,Operational
33,Información sobre la calidad,033061,GqisQualIndex —indicador del funcionamiento del ruido instrumental (contribuciones de calibración espectral y radiométrica),%,0,0,7,%,0,3,,,Operational
33,Información sobre la calidad,033062,GqisQualIndexLoc indicador del índice de calidad geométrica,%,0,0,7,%,0,3,,,Operational
33,Información sobre la calidad,033063,GqisQualIndexRad indicador del funcionamiento del ruido instrumental (contribuciones de calibración radiométrica),%,0,0,7,%,0,3,,,Operational
33,Información sobre la calidad,033064,GqisQualIndexSpect indicador del funcionamiento del ruido instrumental (contribuciones de la calibración espectral),%,0,0,7,%,0,3,,,Operational
33,Información sobre la calidad,033065,GqisSysTecSondQual - productos del sistema TEC función de calidad (Centro de técnica),Numérica,0,0,24,Numérica,0,8,,,Operational
