Id,FXY,ElementName_es,CodeFigure,EntryName_es,EntryName_sub1_es,EntryName_sub2_es,Note_es,noteIDs,Status
bufr4/0/21/066/1,021066,Datos sobre el grado de confianza del producto del dispersómetro de onda,1,El equipo de proceso no funciona,,,,,Operational
bufr4/0/21/066/2,021066,Datos sobre el grado de confianza del producto del dispersómetro de onda,2,Falla en el equipo,,,,,Operational
bufr4/0/21/066/3,021066,Datos sobre el grado de confianza del producto del dispersómetro de onda,3,La clave de PRF cambió durante la generación de la imagen,,,,,Operational
bufr4/0/21/066/4,021066,Datos sobre el grado de confianza del producto del dispersómetro de onda,4,La ventana de muestreo cambió durante la generación de la imagen,,,,,Operational
bufr4/0/21/066/5,021066,Datos sobre el grado de confianza del producto del dispersómetro de onda,5,La ganancia cambió durante la generación de la imagen,,,,,Operational
bufr4/0/21/066/6,021066,Datos sobre el grado de confianza del producto del dispersómetro de onda,6,La réplica de los impulsos modulados en frecuencia (“chirp”) excede el valor especificado,,,,,Operational
bufr4/0/21/066/7,021066,Datos sobre el grado de confianza del producto del dispersómetro de onda,7,La desviación media y la desviación típica de los datos de entrada en fase y en cuadratura caen fuera de la gama de valores,,,,,Operational
bufr4/0/21/066/8,021066,Datos sobre el grado de confianza del producto del dispersómetro de onda,8,Grado de confianza del punto medio Doppler > valor MMCC,,,,,Operational
bufr4/0/21/066/9,021066,Datos sobre el grado de confianza del producto del dispersómetro de onda,9,Valor absoluto del punto medio Doppler > PRF/2,,,,,Operational
bufr4/0/21/066/10,021066,Datos sobre el grado de confianza del producto del dispersómetro de onda,10,Grado de confianza de la ambigüedad Doppler < valor MMCC,,,,,Operational
bufr4/0/21/066/11,021066,Datos sobre el grado de confianza del producto del dispersómetro de onda,11,La desviación media y la desviación típica de los datos de salida ≤ valor MMCC,,,,,Operational
bufr4/0/21/066/12,021066,Datos sobre el grado de confianza del producto del dispersómetro de onda,Los 12,Valor faltante,,,,,Operational
bufr4/0/21/067/1,021067,Datos sobre el grado de confianza del producto de la medición del viento,1,Ningún cálculo del haz anterior,,,,,Operational
bufr4/0/21/067/2,021067,Datos sobre el grado de confianza del producto de la medición del viento,2,Ningún cálculo del haz medio,,,,,Operational
bufr4/0/21/067/3,021067,Datos sobre el grado de confianza del producto de la medición del viento,3,Ningún cálculo del haz posterior,,,,,Operational
bufr4/0/21/067/4,021067,Datos sobre el grado de confianza del producto de la medición del viento,4,Arqueo detectado del haz anterior,,,,,Operational
bufr4/0/21/067/5,021067,Datos sobre el grado de confianza del producto de la medición del viento,5,Arqueo detectado del haz medio,,,,,Operational
bufr4/0/21/067/6,021067,Datos sobre el grado de confianza del producto de la medición del viento,6,Arqueo detectado del haz posterior,,,,,Operational
bufr4/0/21/067/7,021067,Datos sobre el grado de confianza del producto de la medición del viento,7,Todo contenido de ruido del haz superior o igual al umbral,,,,,Operational
bufr4/0/21/067/8,021067,Datos sobre el grado de confianza del producto de la medición del viento,8,Tierra (toda porción de tierra en la casilla de la proyección del haz),,,,,Operational
bufr4/0/21/067/9,021067,Datos sobre el grado de confianza del producto de la medición del viento,9,Supresor de ambigüedad autónoma no utilizado,,,,,Operational
bufr4/0/21/067/10,021067,Datos sobre el grado de confianza del producto de la medición del viento,10,Antecedentes meteorológicos no utilizados,,,,,Operational
bufr4/0/21/067/11,021067,Datos sobre el grado de confianza del producto de la medición del viento,11,Umbral residual mínimo excedido,,,,,Operational
bufr4/0/21/067/12,021067,Datos sobre el grado de confianza del producto de la medición del viento,12,Detectado error de suma de comprobación de cuadro,,,,,Operational
bufr4/0/21/067/13,021067,Datos sobre el grado de confianza del producto de la medición del viento,Los 13,Valor faltante,,,,,Operational
bufr4/0/21/068/1,021068,Datos sobre el grado de confianza del producto del altímetro del radar,1,Desviación típica de la velocidad del viento fuera del límite de MMCC,,,,,Operational
bufr4/0/21/068/2,021068,Datos sobre el grado de confianza del producto del altímetro del radar,2,Desviación típica de la altura de las olas significativas fuera del límite de MMCC,,,,,Operational
bufr4/0/21/068/3,021068,Datos sobre el grado de confianza del producto del altímetro del radar,3,Desviación típica de la altitud fuera del límite de MMCC,,,,,Operational
bufr4/0/21/068/4,021068,Datos sobre el grado de confianza del producto del altímetro del radar,4,Máximas (valores medios) fuera del límite de MMCC,,,,,Operational
bufr4/0/21/068/5,021068,Datos sobre el grado de confianza del producto del altímetro del radar,5,Detectado error de suma de comprobación de cuadro,,,,,Operational
bufr4/0/21/068/6,021068,Datos sobre el grado de confianza del producto del altímetro del radar,6,Corrección de la constante de tiempo de la curva altura-tiempo no aplicada,,,,,Operational
bufr4/0/21/068/7,021068,Datos sobre el grado de confianza del producto del altímetro del radar,7,Mediciones insuficientes (N < 10),,,,,Operational
bufr4/0/21/068/8,021068,Datos sobre el grado de confianza del producto del altímetro del radar,Los 8,Valor faltante,,,,,Operational
bufr4/0/21/069/1,021069,Datos sobre el grado de confianza del producto de la medición de la temperatura de la superficie del mar (SST),1,"Canal de 12,0 µm presente en los datos de la fuente",,,,,Operational
bufr4/0/21/069/2,021069,Datos sobre el grado de confianza del producto de la medición de la temperatura de la superficie del mar (SST),2,"Canal de 11,0 µm presente en los datos de la fuente",,,,,Operational
