Id,FXY,ElementName_es,CodeFigure,EntryName_es,EntryName_sub1_es,EntryName_sub2_es,Note_es,noteIDs,Status
bufr4/0/30/031/0,030031,Tipo de imagen,0,PPI,,,,,Operational
bufr4/0/30/031/1,030031,Tipo de imagen,1,Compuesta,,,,,Operational
bufr4/0/30/031/2,030031,Tipo de imagen,2,CAPPI,,,,,Operational
bufr4/0/30/031/3,030031,Tipo de imagen,3,Sección vertical,,,,,Operational
bufr4/0/30/031/4,030031,Tipo de imagen,4,Datos alfanuméricos,,,,,Operational
bufr4/0/30/031/5,030031,Tipo de imagen,5,Mapa de ecos parásitos,,,,,Operational
bufr4/0/30/031/6,030031,Tipo de imagen,6,Mapa,,,,,Operational
bufr4/0/30/031/7,030031,Tipo de imagen,7,Imagen de prueba,,,,,Operational
bufr4/0/30/031/8,030031,Tipo de imagen,8,Comentarios,,,,,Operational
bufr4/0/30/031/9,030031,Tipo de imagen,9,Carta de ocultación del suelo,,,,,Operational
bufr4/0/30/031/10,030031,Tipo de imagen,10,Carta de la altura del haz de radar,,,,,Operational
bufr4/0/30/031/11-13,030031,Tipo de imagen,11-13,Reservadas,,,,,Operational
bufr4/0/30/031/14,030031,Tipo de imagen,14,Otros datos,,,,,Operational
bufr4/0/30/031/15,030031,Tipo de imagen,15,Valor faltante,,,,,Operational
bufr4/0/30/032/1,030032,Combinación con otros datos,1,Mapa,,,,,Operational
bufr4/0/30/032/2,030032,Combinación con otros datos,2,Datos satelitales en infrarrojo,,,,,Operational
bufr4/0/30/032/3,030032,Combinación con otros datos,3,Datos satelitales en el espectro visible,,,,,Operational
bufr4/0/30/032/4,030032,Combinación con otros datos,4,Datos satelitales en las bandas de la absorción del vapor de agua,,,,,Operational
bufr4/0/30/032/5,030032,Combinación con otros datos,5,Datos satelitales multiespectrales,,,,,Operational
bufr4/0/30/032/6,030032,Combinación con otros datos,6,Observaciones sinópticas,,,,,Operational
bufr4/0/30/032/7,030032,Combinación con otros datos,7,Parámetros previstos,,,,,Operational
bufr4/0/30/032/8,030032,Combinación con otros datos,8,Datos sobre descargas eléctricas,,,,,Operational
bufr4/0/30/032/9-14,030032,Combinación con otros datos,9-14,Reservadas,,,,,Operational
bufr4/0/30/032/15,030032,Combinación con otros datos,15,Otros datos,,,,,Operational
bufr4/0/30/032/16,030032,Combinación con otros datos,Los 16,Valor faltante,,,,,Operational
