Category,CategoryOfSequences_es,FXY1,Title_es,SubTitle_es,FXY2,ElementName_es,ElementDescription_es,Note_es,noteIDs,Status
12,Secuencias de los informes de las observaciones de nivel único (datos satelitales),312001,,,301043,"Identificador del satélite, método de cálculo del viento, fecha/hora, localización",,,,Operational
12,Secuencias de los informes de las observaciones de nivel único (datos satelitales),312001,,,304001,"Presión en la cima de las nubes, temperatura, viento",,,,Operational
12,Secuencias de los informes de las observaciones de nivel único (datos satelitales),312002,,,301043,"Identificador del satélite, método de cálculo del viento, fecha/hora, localización",,,,Operational
12,Secuencias de los informes de las observaciones de nivel único (datos satelitales),312002,,,304002,"Presión en la cima de las nubes, viento",,,,Operational
12,Secuencias de los informes de las observaciones de nivel único (datos satelitales),312003,,,301042,"Identificador del satélite, instrumento, técnica de procesamiento de datos, fecha/hora, localización",,,,Operational
12,Secuencias de los informes de las observaciones de nivel único (datos satelitales),312003,,,304003,Temperatura de la superficie,,,,Operational
12,Secuencias de los informes de las observaciones de nivel único (datos satelitales),312004,,,301042,"Identificador del satélite, instrumento, técnica de procesamiento de datos, fecha/hora, localización",,,,Operational
12,Secuencias de los informes de las observaciones de nivel único (datos satelitales),312004,,,304004,"Presión en la cima de las nubes, capa de nubes, temperatura",,,,Operational
12,Secuencias de los informes de las observaciones de nivel único (datos satelitales),312005,,,301042,"Identificador del satélite, instrumento, técnica de procesamiento de datos, fecha/hora, localización",,,,Operational
12,Secuencias de los informes de las observaciones de nivel único (datos satelitales),312005,,,020014,Altura de la cima de las nubes,,,,Operational
12,Secuencias de los informes de las observaciones de nivel único (datos satelitales),312006,,,301044,"Identificador del satélite, método de cálculo de la humedad, fecha/hora, localización",,,,Operational
12,Secuencias de los informes de las observaciones de nivel único (datos satelitales),312006,,,304005,Humedad relativa media de la capa,,,,Operational
12,Secuencias de los informes de las observaciones de nivel único (datos satelitales),312007,,,301042,"Identificador del satélite, instrumento, técnica de procesamiento de datos, fecha/hora, localización",,,,Operational
12,Secuencias de los informes de las observaciones de nivel único (datos satelitales),312007,,,304006,Radiación,,,,Operational
12,Secuencias de los informes de las observaciones de nivel único (datos satelitales),312010,"(Información orbital, parte I)",,001007,Identificador del satélite,,,,Operational
12,Secuencias de los informes de las observaciones de nivel único (datos satelitales),312010,"(Información orbital, parte I)",,005040,Número de órbita,,,,Operational
12,Secuencias de los informes de las observaciones de nivel único (datos satelitales),312010,"(Información orbital, parte I)",,002021,Datos de instrumentos satelitales utilizados en el procesamiento,,,,Operational
12,Secuencias de los informes de las observaciones de nivel único (datos satelitales),312010,"(Información orbital, parte I)",,005041,Número de línea de exploración,,,,Operational
12,Secuencias de los informes de las observaciones de nivel único (datos satelitales),312010,"(Información orbital, parte I)",,004001,Año,,,,Operational
12,Secuencias de los informes de las observaciones de nivel único (datos satelitales),312010,"(Información orbital, parte I)",,004043,Día del año,,,,Operational
12,Secuencias de los informes de las observaciones de nivel único (datos satelitales),312011,"(Información orbital, parte II)",,202131,Cambio de escala,,,,Operational
12,Secuencias de los informes de las observaciones de nivel único (datos satelitales),312011,"(Información orbital, parte II)",,201149,Cambio de anchura de datos,,,,Operational
12,Secuencias de los informes de las observaciones de nivel único (datos satelitales),312011,"(Información orbital, parte II)",,004006,Segundo,,,,Operational
12,Secuencias de los informes de las observaciones de nivel único (datos satelitales),312011,"(Información orbital, parte II)",,201000,Cambio de anchura de datos,,,,Operational
12,Secuencias de los informes de las observaciones de nivel único (datos satelitales),312011,"(Información orbital, parte II)",,202126,Cambio de escala,,,,Operational
12,Secuencias de los informes de las observaciones de nivel único (datos satelitales),312011,"(Información orbital, parte II)",,010002,Altura,,,,Operational
12,Secuencias de los informes de las observaciones de nivel único (datos satelitales),312011,"(Información orbital, parte II)",,202000,Cambio de escala,,,,Operational
12,Secuencias de los informes de las observaciones de nivel único (datos satelitales),312011,"(Información orbital, parte II)",,005043,Número de campo de visión,,,,Operational
