Id,ClassNo,ClassName_es,FXY,ElementName_es,BUFR_Unit_es,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_es,CREX_Scale,CREX_DataWidth_Char,Note_es,noteIDs,Status
bufr4/0/21/001,21,Datos de radar,021001,Reflectividad horizontal,dB,0,-64,7,dB,0,3,,,Operational
bufr4/0/21/002,21,Datos de radar,021002,Reflectividad vertical,dB,0,-64,7,dB,0,3,,,Operational
bufr4/0/21/003,21,Datos de radar,021003,Reflectividad diferencial,dB,1,-5,7,dB,1,3,,,Operational
bufr4/0/21/004,21,Datos de radar,021004,Reflectividad diferencial,dB,2,-800,11,dB,2,4,,,Operational
bufr4/0/21/005,21,Datos de radar,021005,Relación de despolarización lineal,dB,0,-65,6,dB,0,2,,,Operational
bufr4/0/21/006,21,Datos de radar,021006,Relación de despolarización circular,dB,0,-65,6,dB,0,2,,,Operational
bufr4/0/21/011,21,Datos de radar,021011,Velocidad media Doppler en la dirección X,m s-1,0,-128,8,m s-1,0,3,,,Operational
bufr4/0/21/012,21,Datos de radar,021012,Velocidad media Doppler en la dirección Y,m s-1,0,-128,8,m s-1,0,3,,,Operational
bufr4/0/21/013,21,Datos de radar,021013,Velocidad media Doppler en la dirección Z,m s-1,0,-128,8,m s-1,0,3,,,Operational
bufr4/0/21/014,21,Datos de radar,021014,Velocidad media Doppler (radial),m s-1,1,-4096,13,m s-1,1,4,,,Operational
bufr4/0/21/017,21,Datos de radar,021017,Ancho espectral de la velocidad Doppler,m s-1,1,0,8,m s-1,1,3,,,Operational
bufr4/0/21/018,21,Datos de radar,021018,Velocidad de NYQUIST ampliada,m s-1,1,0,10,m s-1,1,4,,,Operational
bufr4/0/21/019,21,Datos de radar,021019,Velocidad de NYQUIST alta,m s-1,1,0,10,m s-1,1,3,,,Operational
bufr4/0/21/021,21,Datos de radar,021021,Altura máxima de los ecos,m,-3,0,4,m,-3,2,,,Operational
bufr4/0/21/022,21,Datos de radar,021022,Desplazamiento de la cuadrícula de alcance,m,1,0,14,m,1,5,,,Operational
bufr4/0/21/023,21,Datos de radar,021023,Tamaño de la cuadrícula de alcance,m,0,0,14,m,0,5,,,Operational
bufr4/0/21/024,21,Datos de radar,021024,Desplazamiento azimutal,°,1,0,12,°,1,4,,,Operational
bufr4/0/21/025,21,Datos de radar,021025,Resolución azimutal,°,1,0,8,°,1,3,,,Operational
bufr4/0/21/028,21,Datos de radar,021028,Fase diferencial,°,1,0,12,°,1,4,,,Operational
bufr4/0/21/029,21,Datos de radar,021029,Coeficiente de correlación de la polarización cruzada,Numérica,2,-100,8,Numérica,2,3,,,Operational
bufr4/0/21/030,21,Datos de radar,021030,Relación señal-ruido,dB,0,-32,8,dB,0,3,,,Operational
bufr4/0/21/031,21,Datos de radar,021031,Contenido de agua líquida integrado verticalmente,kg m-2,0,0,7,kg m-2,0,3,,,Operational
bufr4/0/21/036,21,Datos de radar,021036,Intensidad de las precipitaciones medidas por radar,m s-1,7,0,12,m s-1,7,4,,,Operational
