Id,﻿Category,CategoryOfSequences_es,FXY1,Title_es,SubTitle_es,FXY2,ElementName_es,ElementDescription_es,Note_es,noteIDs,Status
bufr4/3/21/001/1/002101,21,Secuencias de los informes de las observaciones de radar,321001,<NA>,,002101,Tipo de antena,,,,Operational
bufr4/3/21/001/2/002114,21,Secuencias de los informes de las observaciones de radar,321001,<NA>,,002114,Superficie equivalente de la antena,,,,Operational
bufr4/3/21/001/3/002105,21,Secuencias de los informes de las observaciones de radar,321001,<NA>,,002105,Ganancia máxima de la antena,,,,Operational
bufr4/3/21/001/4/002106,21,Secuencias de los informes de las observaciones de radar,321001,<NA>,,002106,Anchura del haz a 3 dB,,,,Operational
bufr4/3/21/001/5/002107,21,Secuencias de los informes de las observaciones de radar,321001,<NA>,,002107,Supresión de los lóbulos laterales,,,,Operational
bufr4/3/21/001/6/002121,21,Secuencias de los informes de las observaciones de radar,321001,<NA>,,002121,Frecuencia media,,,,Operational
bufr4/3/21/003/1/021051,21,Secuencias de los informes de las observaciones de radar,321003,(Perfilador del viento — datos relativos al momento),,021051,Potencia de la señal superior a 1 mW,,,,Operational
bufr4/3/21/003/2/021014,21,Secuencias de los informes de las observaciones de radar,321003,(Perfilador del viento — datos relativos al momento),,021014,Velocidad media Doppler (radial),,,,Operational
bufr4/3/21/003/3/021017,21,Secuencias de los informes de las observaciones de radar,321003,(Perfilador del viento — datos relativos al momento),,021017,Ancho espectral de la velocidad Doppler,,,,Operational
bufr4/3/21/003/4/021030,21,Secuencias de los informes de las observaciones de radar,321003,(Perfilador del viento — datos relativos al momento),,021030,Relación señal-ruido,,,,Operational
bufr4/3/21/004/1/301031,21,Secuencias de los informes de las observaciones de radar,321004,(Perfilador del viento — datos relativos al momento de sondeo),,301031,"Identificación y tipo de estación, fecha/hora, localización (gran precisión), altura de la estación",,,,Operational
bufr4/3/21/004/2/002003,21,Secuencias de los informes de las observaciones de radar,321004,(Perfilador del viento — datos relativos al momento de sondeo),,002003,Tipo de instrumentos de medición utilizados,,,,Operational
bufr4/3/21/004/3/101000,21,Secuencias de los informes de las observaciones de radar,321004,(Perfilador del viento — datos relativos al momento de sondeo),,101000,Repetición diferida de 1 descriptor,,,,Operational
bufr4/3/21/004/4/031001,21,Secuencias de los informes de las observaciones de radar,321004,(Perfilador del viento — datos relativos al momento de sondeo),,031001,Factor de repetición diferida del descriptor,,,,Operational
bufr4/3/21/004/5/321003,21,Secuencias de los informes de las observaciones de radar,321004,(Perfilador del viento — datos relativos al momento de sondeo),,321003,Perfilador de viento — datos relativos al momento,,,,Operational
bufr4/3/21/005/1/025004,21,Secuencias de los informes de las observaciones de radar,321005,(Características de los emisores-receptores),,025004,Proceso de datos sobre ecos,,,,Operational
bufr4/3/21/005/2/002121,21,Secuencias de los informes de las observaciones de radar,321005,(Características de los emisores-receptores),,002121,Frecuencia media,,,,Operational
bufr4/3/21/005/3/002122,21,Secuencias de los informes de las observaciones de radar,321005,(Características de los emisores-receptores),,002122,Alcance de la agilidad de la frecuencia,,,,Operational
bufr4/3/21/005/4/002123,21,Secuencias de los informes de las observaciones de radar,321005,(Características de los emisores-receptores),,002123,Potencia de cresta,,,,Operational
bufr4/3/21/005/5/002124,21,Secuencias de los informes de las observaciones de radar,321005,(Características de los emisores-receptores),,002124,Potencia media,,,,Operational
bufr4/3/21/005/6/002125,21,Secuencias de los informes de las observaciones de radar,321005,(Características de los emisores-receptores),,002125,Frecuencia de repetición de los impulsos,,,,Operational
bufr4/3/21/005/7/002126,21,Secuencias de los informes de las observaciones de radar,321005,(Características de los emisores-receptores),,002126,Anchura de impulso,,,,Operational
bufr4/3/21/005/8/002127,21,Secuencias de los informes de las observaciones de radar,321005,(Características de los emisores-receptores),,002127,Frecuencia intermedia del receptor,,,,Operational
bufr4/3/21/005/9/002128,21,Secuencias de los informes de las observaciones de radar,321005,(Características de los emisores-receptores),,002128,Anchura de banda de las frecuencias intermedias,,,,Operational
bufr4/3/21/005/10/002129,21,Secuencias de los informes de las observaciones de radar,321005,(Características de los emisores-receptores),,002129,Señal mínima detectable,,,,Operational
bufr4/3/21/005/11/002130,21,Secuencias de los informes de las observaciones de radar,321005,(Características de los emisores-receptores),,002130,Alcance dinámico,,,,Operational
bufr4/3/21/005/12/002131,21,Secuencias de los informes de las observaciones de radar,321005,(Características de los emisores-receptores),,002131,Control de sensibilidad en función del tiempo (STC),,,,Operational
bufr4/3/21/006/1/025001,21,Secuencias de los informes de las observaciones de radar,321006,(Características de integración),,025001,Distancia de la puerta de integración,,,,Operational
bufr4/3/21/006/2/025002,21,Secuencias de los informes de las observaciones de radar,321006,(Características de integración),,025002,Número medio de puertas,,,,Operational
bufr4/3/21/006/3/025003,21,Secuencias de los informes de las observaciones de radar,321006,(Características de integración),,025003,Número de impulsos integrales,,,,Operational
bufr4/3/21/006/4/025005,21,Secuencias de los informes de las observaciones de radar,321006,(Características de integración),,025005,Integración de los ecos,,,,Operational
bufr4/3/21/007/1/025009,21,Secuencias de los informes de las observaciones de radar,321007,(Correcciones),,025009,Método de calibración,,,,Operational
bufr4/3/21/007/2/025010,21,Secuencias de los informes de las observaciones de radar,321007,(Correcciones),,025010,Tratamiento de los ecos parásitos,,,,Operational
bufr4/3/21/007/3/025011,21,Secuencias de los informes de las observaciones de radar,321007,(Correcciones),,025011,Corrección de los ecos de suelo (filtrado),,,,Operational
bufr4/3/21/007/4/025012,21,Secuencias de los informes de las observaciones de radar,321007,(Correcciones),,025012,Corrección de la atenuación del alcance,,,,Operational
bufr4/3/21/007/5/025013,21,Secuencias de los informes de las observaciones de radar,321007,(Correcciones),,025013,Corrección de la banda brillante,,,,Operational
bufr4/3/21/007/6/025015,21,Secuencias de los informes de las observaciones de radar,321007,(Correcciones),,025015,Corrección de la atenuación por el radomo,,,,Operational
bufr4/3/21/007/7/025016,21,Secuencias de los informes de las observaciones de radar,321007,(Correcciones),,025016,Corrección de la atenuación en aire claro,,,,Operational
bufr4/3/21/007/8/025017,21,Secuencias de los informes de las observaciones de radar,321007,(Correcciones),,025017,Corrección de la atenuación por las precipitaciones,,,,Operational
bufr4/3/21/008/1/025006,21,Secuencias de los informes de las observaciones de radar,321008,(Conversión de Z a R),,025006,Conversión Z a R,,,,Operational
bufr4/3/21/008/2/025007,21,Secuencias de los informes de las observaciones de radar,321008,(Conversión de Z a R),,025007,Factor de conversión Z a R,,,,Operational
bufr4/3/21/008/3/025008,21,Secuencias de los informes de las observaciones de radar,321008,(Conversión de Z a R),,025008,Exponente de conversión Z a R,,,,Operational
bufr4/3/21/009/1/025018,21,Secuencias de los informes de las observaciones de radar,321009,(Enlace de A a Z),,025018,Ley que enlaza A a Z para el factor de atenuación,,,,Operational
bufr4/3/21/009/2/025019,21,Secuencias de los informes de las observaciones de radar,321009,(Enlace de A a Z),,025019,Ley que enlaza A a Z para el exponente de atenuación,,,,Operational
bufr4/3/21/010/1/002101,21,Secuencias de los informes de las observaciones de radar,321010,(Características de la antena),,002101,Tipo de antena,,,,Operational
bufr4/3/21/010/2/007002,21,Secuencias de los informes de las observaciones de radar,321010,(Características de la antena),,007002,Altura o altitud,Altitud de la base de la torre,,,Operational
bufr4/3/21/010/3/002102,21,Secuencias de los informes de las observaciones de radar,321010,(Características de la antena),,002102,Altura de la antena sobre la base de la torre,,,,Operational
bufr4/3/21/010/4/002103,21,Secuencias de los informes de las observaciones de radar,321010,(Características de la antena),,002103,Radomo,,,,Operational
bufr4/3/21/010/5/002104,21,Secuencias de los informes de las observaciones de radar,321010,(Características de la antena),,002104,Polarización de la antena,,,,Operational
bufr4/3/21/010/6/002105,21,Secuencias de los informes de las observaciones de radar,321010,(Características de la antena),,002105,Ganancia máxima de la antena,,,,Operational
bufr4/3/21/010/7/002106,21,Secuencias de los informes de las observaciones de radar,321010,(Características de la antena),,002106,Anchura del haz a 3 dB,,,,Operational
bufr4/3/21/010/8/002107,21,Secuencias de los informes de las observaciones de radar,321010,(Características de la antena),,002107,Supresión de los lóbulos laterales,,,,Operational
bufr4/3/21/010/9/002108,21,Secuencias de los informes de las observaciones de radar,321010,(Características de la antena),,002108,Discriminación de la polarización cruzada (en el eje),,,,Operational
bufr4/3/21/010/10/002109,21,Secuencias de los informes de las observaciones de radar,321010,(Características de la antena),,002109,Velocidad angular de la antena (en azimut),,,,Operational
bufr4/3/21/010/11/002110,21,Secuencias de los informes de las observaciones de radar,321010,(Características de la antena),,002110,Velocidad angular de la antena (en elevación),,,,Operational
bufr4/3/21/010/12/002132,21,Secuencias de los informes de las observaciones de radar,321010,(Características de la antena),,002132,Precisión de puntería en azimut,,,,Operational
bufr4/3/21/010/13/002133,21,Secuencias de los informes de las observaciones de radar,321010,(Características de la antena),,002133,Precisión de puntería en elevación,,,,Operational
bufr4/3/21/011/1/030031,21,Secuencias de los informes de las observaciones de radar,321011,(Características generales),,030031,Tipo de imagen,,,,Operational
bufr4/3/21/011/2/030032,21,Secuencias de los informes de las observaciones de radar,321011,(Características generales),,030032,Combinación con otros datos,,,,Operational
bufr4/3/21/011/3/029002,21,Secuencias de los informes de las observaciones de radar,321011,(Características generales),,029002,Tipo de retícula de coordenadas,,,,Operational
bufr4/3/21/012/1/101000,21,Secuencias de los informes de las observaciones de radar,321012,(Elevación de la antena),,101000,Repetición diferida de 1 descriptor,,,,Operational
bufr4/3/21/012/2/031001,21,Secuencias de los informes de las observaciones de radar,321012,(Elevación de la antena),,031001,Factor de repetición diferida del descriptor,,,,Operational
bufr4/3/21/012/3/002135,21,Secuencias de los informes de las observaciones de radar,321012,(Elevación de la antena),,002135,Elevación de la antena,,,,Operational
