Id,FXY,ElementName_es,CodeFigure,EntryName_es,EntryName_sub1_es,EntryName_sub2_es,Note_es,noteIDs,Status
bufr4/0/26/010/1,026010,Horas incluidas,1,0100 incluida,,,,,Operational
bufr4/0/26/010/2,026010,Horas incluidas,2,0200 incluida,,,,,Operational
bufr4/0/26/010/3,026010,Horas incluidas,3,0300 incluida,,,,,Operational
bufr4/0/26/010/4,026010,Horas incluidas,4,0400 incluida,,,,,Operational
bufr4/0/26/010/5,026010,Horas incluidas,5,0500 incluida,,,,,Operational
bufr4/0/26/010/6,026010,Horas incluidas,6,0600 incluida,,,,,Operational
bufr4/0/26/010/7,026010,Horas incluidas,7,0700 incluida,,,,,Operational
bufr4/0/26/010/8,026010,Horas incluidas,8,0800 incluida,,,,,Operational
bufr4/0/26/010/9,026010,Horas incluidas,9,0900 incluida,,,,,Operational
bufr4/0/26/010/10,026010,Horas incluidas,10,1000 incluida,,,,,Operational
bufr4/0/26/010/11,026010,Horas incluidas,11,1100 incluida,,,,,Operational
bufr4/0/26/010/12,026010,Horas incluidas,12,1200 incluida,,,,,Operational
bufr4/0/26/010/13,026010,Horas incluidas,13,1300 incluida,,,,,Operational
bufr4/0/26/010/14,026010,Horas incluidas,14,1400 incluida,,,,,Operational
bufr4/0/26/010/15,026010,Horas incluidas,15,1500 incluida,,,,,Operational
bufr4/0/26/010/16,026010,Horas incluidas,16,1600 incluida,,,,,Operational
bufr4/0/26/010/17,026010,Horas incluidas,17,1700 incluida,,,,,Operational
bufr4/0/26/010/18,026010,Horas incluidas,18,1800 incluida,,,,,Operational
bufr4/0/26/010/19,026010,Horas incluidas,19,1900 incluida,,,,,Operational
bufr4/0/26/010/20,026010,Horas incluidas,20,2000 incluida,,,,,Operational
bufr4/0/26/010/21,026010,Horas incluidas,21,2100 incluida,,,,,Operational
bufr4/0/26/010/22,026010,Horas incluidas,22,2200 incluida,,,,,Operational
bufr4/0/26/010/23,026010,Horas incluidas,23,2300 incluida,,,,,Operational
bufr4/0/26/010/24,026010,Horas incluidas,24,2400 incluida,,,,,Operational
bufr4/0/26/010/25,026010,Horas incluidas,25,Combinación de horas desconocida,,,,,Operational
bufr4/0/26/010/26,026010,Horas incluidas,Los 26,Valor faltante,,,,,Operational
