Id,Category,CategoryOfSequences_es,FXY1,Title_es,SubTitle_es,FXY2,ElementName_es,ElementDescription_es,Note_es,noteIDs,Status
bufr4/3/09/001/1/301037,09,Secuencias de los sondeos verticales (datos convencionales),309001,(Perfil vertical del viento),,301037,Estación terrestre de sondeos verticales,"Identificación, etc. (estación terrestre, posición con gran exactitud)",,,Operational
bufr4/3/09/001/2/101000,09,Secuencias de los sondeos verticales (datos convencionales),309001,(Perfil vertical del viento),,101000,Repetición diferida de 1 descriptor,,,,Operational
bufr4/3/09/001/3/031001,09,Secuencias de los sondeos verticales (datos convencionales),309001,(Perfil vertical del viento),,031001,Factor de repetición diferida del descriptor,,,,Operational
bufr4/3/09/001/4/303011,09,Secuencias de los sondeos verticales (datos convencionales),309001,(Perfil vertical del viento),,303011,Viento en altura,,,,Operational
bufr4/3/09/002/1/301038,09,Secuencias de los sondeos verticales (datos convencionales),309002,(Perfil vertical del viento),,301038,Estación terrestre de sondeos verticales,"Identificación, etc. (estación terrestre, posición con exactitud aproximada)",,,Operational
bufr4/3/09/002/2/101000,09,Secuencias de los sondeos verticales (datos convencionales),309002,(Perfil vertical del viento),,101000,Repetición diferida de 1 descriptor,,,,Operational
bufr4/3/09/002/3/031001,09,Secuencias de los sondeos verticales (datos convencionales),309002,(Perfil vertical del viento),,031001,Factor de repetición diferida del descriptor,,,,Operational
bufr4/3/09/002/4/303011,09,Secuencias de los sondeos verticales (datos convencionales),309002,(Perfil vertical del viento),,303011,Viento en altura,,,,Operational
bufr4/3/09/003/1/301037,09,Secuencias de los sondeos verticales (datos convencionales),309003,(Perfil vertical del viento),,301037,Estación terrestre de sondeos verticales,"Identificación, etc. (estación terrestre, posición con gran exactitud)",,,Operational
bufr4/3/09/003/2/101000,09,Secuencias de los sondeos verticales (datos convencionales),309003,(Perfil vertical del viento),,101000,Repetición diferida de 1 descriptor,,,,Operational
bufr4/3/09/003/3/031001,09,Secuencias de los sondeos verticales (datos convencionales),309003,(Perfil vertical del viento),,031001,Factor de repetición diferida del descriptor,,,,Operational
bufr4/3/09/003/4/303012,09,Secuencias de los sondeos verticales (datos convencionales),309003,(Perfil vertical del viento),,303012,Viento al nivel de la presión,,,,Operational
bufr4/3/09/004/1/301038,09,Secuencias de los sondeos verticales (datos convencionales),309004,(Perfil vertical del viento),,301038,Estación terrestre de sondeos verticales,"Identificación, etc. (estación terrestre, posición con exactitud aproximada)",,,Operational
bufr4/3/09/004/2/101000,09,Secuencias de los sondeos verticales (datos convencionales),309004,(Perfil vertical del viento),,101000,Repetición diferida de 1 descriptor,,,,Operational
bufr4/3/09/004/3/031001,09,Secuencias de los sondeos verticales (datos convencionales),309004,(Perfil vertical del viento),,031001,Factor de repetición diferida del descriptor,,,,Operational
bufr4/3/09/004/4/303012,09,Secuencias de los sondeos verticales (datos convencionales),309004,(Perfil vertical del viento),,303012,Viento al nivel de la presión,,,,Operational
bufr4/3/09/005/1/301037,09,Secuencias de los sondeos verticales (datos convencionales),309005,(Sondeo vertical con humedad relativa),,301037,Estación terrestre de sondeos verticales,"Identificación, etc. (estación terrestre, posición con gran exactitud)",,,Operational
bufr4/3/09/005/2/302004,09,Secuencias de los sondeos verticales (datos convencionales),309005,(Sondeo vertical con humedad relativa),,302004,Información general sobre nubes,Cubierta de nubes significativa,,,Operational
bufr4/3/09/005/3/101000,09,Secuencias de los sondeos verticales (datos convencionales),309005,(Sondeo vertical con humedad relativa),,101000,Repetición diferida de 1 descriptor,,,,Operational
bufr4/3/09/005/4/031001,09,Secuencias de los sondeos verticales (datos convencionales),309005,(Sondeo vertical con humedad relativa),,031001,Factor de repetición diferida del descriptor,,,,Operational
bufr4/3/09/005/5/303013,09,Secuencias de los sondeos verticales (datos convencionales),309005,(Sondeo vertical con humedad relativa),,303013,"Geopotencial, temperatura, humedad, viento a nivel de la presión",,,,Operational
bufr4/3/09/006/1/301038,09,Secuencias de los sondeos verticales (datos convencionales),309006,(Sondeo vertical con humedad relativa),,301038,Estación terrestre de sondeos verticales,"Identificación, etc. (estación terrestre, posición con exactitud aproximada)",,,Operational
bufr4/3/09/006/2/302004,09,Secuencias de los sondeos verticales (datos convencionales),309006,(Sondeo vertical con humedad relativa),,302004,Información general sobre nubes,Cubierta de nubes significativa,,,Operational
bufr4/3/09/006/3/101000,09,Secuencias de los sondeos verticales (datos convencionales),309006,(Sondeo vertical con humedad relativa),,101000,Repetición diferida de 1 descriptor,,,,Operational
bufr4/3/09/006/4/031001,09,Secuencias de los sondeos verticales (datos convencionales),309006,(Sondeo vertical con humedad relativa),,031001,Factor de repetición diferida del descriptor,,,,Operational
bufr4/3/09/006/5/303013,09,Secuencias de los sondeos verticales (datos convencionales),309006,(Sondeo vertical con humedad relativa),,303013,"Geopotencial, temperatura, humedad, viento a nivel de la presión",,,,Operational
bufr4/3/09/007/1/301037,09,Secuencias de los sondeos verticales (datos convencionales),309007,(Sondeo vertical con datos de punto de rocío),,301037,Estación terrestre de sondeos verticales,"Identificación, etc. (estación terrestre, posición con gran exactitud)",,,Operational
bufr4/3/09/007/2/302004,09,Secuencias de los sondeos verticales (datos convencionales),309007,(Sondeo vertical con datos de punto de rocío),,302004,Información general sobre nubes,Cubierta de nubes significativa,,,Operational
bufr4/3/09/007/3/101000,09,Secuencias de los sondeos verticales (datos convencionales),309007,(Sondeo vertical con datos de punto de rocío),,101000,Repetición diferida de 1 descriptor,,,,Operational
bufr4/3/09/007/4/031001,09,Secuencias de los sondeos verticales (datos convencionales),309007,(Sondeo vertical con datos de punto de rocío),,031001,Factor de repetición diferida del descriptor,,,,Operational
bufr4/3/09/007/5/303014,09,Secuencias de los sondeos verticales (datos convencionales),309007,(Sondeo vertical con datos de punto de rocío),,303014,"Geopotencial, temperatura, temperatura del punto de rocío, viento a nivel de la presión",,,,Operational
bufr4/3/09/008/1/301038,09,Secuencias de los sondeos verticales (datos convencionales),309008,(Sondeo vertical con datos de punto de rocío),,301038,Estación terrestre de sondeos verticales,"Identificación, etc. (estación terrestre, posición con precisión aproximada)",,,Operational
bufr4/3/09/008/2/302004,09,Secuencias de los sondeos verticales (datos convencionales),309008,(Sondeo vertical con datos de punto de rocío),,302004,Información general sobre nubes,Cubierta de nubes significativa,,,Operational
bufr4/3/09/008/3/101000,09,Secuencias de los sondeos verticales (datos convencionales),309008,(Sondeo vertical con datos de punto de rocío),,101000,Repetición diferida de 1 descriptor,,,,Operational
