Id,FXY,ElementName_es,CodeFigure,EntryName_es,EntryName_sub1_es,EntryName_sub2_es,Note_es,noteIDs,Status
bufr4/0/13/038/0,013038,Indicador superadiabático,0,No superadiabático,,,,,Operational
bufr4/0/13/038/1,013038,Indicador superadiabático,1,Superadiabático,,,,,Operational
bufr4/0/13/038/2,013038,Indicador superadiabático,2,Reservada,,,,,Operational
bufr4/0/13/038/3,013038,Indicador superadiabático,3,Valor faltante,,,,,Operational
bufr4/0/13/039/0,013039,Tipo de terreno (hielo/nieve),0,Hielo marino,,,,,Operational
bufr4/0/13/039/1,013039,Tipo de terreno (hielo/nieve),1,Nieve en tierra,,,,,Operational
bufr4/0/13/039/2-6,013039,Tipo de terreno (hielo/nieve),2-6,Reservadas,,,,,Operational
bufr4/0/13/039/7,013039,Tipo de terreno (hielo/nieve),7,Valor faltante,,,,,Operational
bufr4/0/13/040/0,013040,Banderín de superficie,0,Tierra,,,,,Operational
bufr4/0/13/040/1,013040,Banderín de superficie,1,Reservada,,,,,Operational
bufr4/0/13/040/2,013040,Banderín de superficie,2,Cerca de la costa,,,,,Operational
bufr4/0/13/040/3,013040,Banderín de superficie,3,Hielo,,,,,Operational
bufr4/0/13/040/4,013040,Banderín de superficie,4,Posibilidad de hielo,,,,,Operational
bufr4/0/13/040/5,013040,Banderín de superficie,5,Océano,,,,,Operational
bufr4/0/13/040/6,013040,Banderín de superficie,6,Costa,,,,,Operational
bufr4/0/13/040/7,013040,Banderín de superficie,7,Aguas interiores*,,,,,Operational
bufr4/0/13/040/8,013040,Banderín de superficie,8,Cubierta de nieve,,,,,Operational
bufr4/0/13/040/9,013040,Banderín de superficie,9,Hielo marino,,,,,Operational
bufr4/0/13/040/10,013040,Banderín de superficie,10,Agua estancada,,,,,Operational
bufr4/0/13/040/11,013040,Banderín de superficie,11,Nieve,,,,,Operational
bufr4/0/13/040/12-14,013040,Banderín de superficie,12-14,Reservadas,,,,,Operational
bufr4/0/13/040/15,013040,Banderín de superficie,15,Valor faltante,,,,,Operational
bufr4/0/13/041/1,013041,Categoría de estabilidad de Pasquill-Gifford,1,A,,,,,Operational
bufr4/0/13/041/2,013041,Categoría de estabilidad de Pasquill-Gifford,2,A-B,,,,,Operational
bufr4/0/13/041/3,013041,Categoría de estabilidad de Pasquill-Gifford,3,B,,,,,Operational
bufr4/0/13/041/4,013041,Categoría de estabilidad de Pasquill-Gifford,4,B-C,,,,,Operational
bufr4/0/13/041/5,013041,Categoría de estabilidad de Pasquill-Gifford,5,C,,,,,Operational
bufr4/0/13/041/6,013041,Categoría de estabilidad de Pasquill-Gifford,6,D,,,,,Operational
bufr4/0/13/041/7,013041,Categoría de estabilidad de Pasquill-Gifford,7,E,,,,,Operational
bufr4/0/13/041/8,013041,Categoría de estabilidad de Pasquill-Gifford,8,F,,,,,Operational
bufr4/0/13/041/9,013041,Categoría de estabilidad de Pasquill-Gifford,9,G,,,,,Operational
bufr4/0/13/041/10-14,013041,Categoría de estabilidad de Pasquill-Gifford,10-14,Reservadas,,,,,Operational
bufr4/0/13/041/15,013041,Categoría de estabilidad de Pasquill-Gifford,15,Valor faltante,,,,,Operational
bufr4/0/13/051/0,013051,"Grupo de frecuencia, precipitaciones",0,Inferior a cualquier valor registrado durante el período de 30 años,,,,,Operational
bufr4/0/13/051/1,013051,"Grupo de frecuencia, precipitaciones",1,En el primer quintil,,,,,Operational
bufr4/0/13/051/2,013051,"Grupo de frecuencia, precipitaciones",2,En el segundo quintil,,,,,Operational
bufr4/0/13/051/3,013051,"Grupo de frecuencia, precipitaciones",3,En el tercer quintil,,,,,Operational
bufr4/0/13/051/4,013051,"Grupo de frecuencia, precipitaciones",4,En el cuarto quintil,,,,,Operational
bufr4/0/13/051/5,013051,"Grupo de frecuencia, precipitaciones",5,En el quinto quintil,,,,,Operational
bufr4/0/13/051/6,013051,"Grupo de frecuencia, precipitaciones",6,Superior a cualquier valor registrado durante el período de 30 años,,,,,Operational
bufr4/0/13/051/7-14,013051,"Grupo de frecuencia, precipitaciones",7-14,Reservadas,,,,,Operational
bufr4/0/13/051/15,013051,"Grupo de frecuencia, precipitaciones",15,Valor faltante,,,,,Operational
bufr4/0/13/056/0,013056,Naturaleza e intensidad de la precipitación,0,No hay precipitación,,,,,Operational
bufr4/0/13/056/1,013056,Naturaleza e intensidad de la precipitación,1,Escasa e intermitente,,,,,Operational
bufr4/0/13/056/2,013056,Naturaleza e intensidad de la precipitación,2,Moderada e intermitente,,,,,Operational
bufr4/0/13/056/3,013056,Naturaleza e intensidad de la precipitación,3,Abundante e intermitente,,,,,Operational
bufr4/0/13/056/4,013056,Naturaleza e intensidad de la precipitación,4,Muy abundante e intermitente,,,,,Operational
bufr4/0/13/056/5,013056,Naturaleza e intensidad de la precipitación,5,Escasa y continua,,,,,Operational
bufr4/0/13/056/6,013056,Naturaleza e intensidad de la precipitación,6,Moderada y continua,,,,,Operational
bufr4/0/13/056/7,013056,Naturaleza e intensidad de la precipitación,7,Abundante y continua,,,,,Operational
bufr4/0/13/056/8,013056,Naturaleza e intensidad de la precipitación,8,Muy abundante y continua,,,,,Operational
bufr4/0/13/056/9,013056,Naturaleza e intensidad de la precipitación,9,Variable alternadamente escasa y abundante,,,,,Operational
bufr4/0/13/056/10-14,013056,Naturaleza e intensidad de la precipitación,10-14,Reservadas,,,,,Operational
bufr4/0/13/056/15,013056,Naturaleza e intensidad de la precipitación,15,Valor faltante,,,,,Operational
bufr4/0/13/057/0,013057,Hora de comienzo o fin de la precipitación,0,No hay precipitación,,,,,Operational
bufr4/0/13/057/1,013057,Hora de comienzo o fin de la precipitación,1,Hace menos de una hora,,,,,Operational
bufr4/0/13/057/2,013057,Hora de comienzo o fin de la precipitación,2,Hace 1 a 2 horas,,,,,Operational
bufr4/0/13/057/3,013057,Hora de comienzo o fin de la precipitación,3,Hace 2 a 3 horas,,,,,Operational
bufr4/0/13/057/4,013057,Hora de comienzo o fin de la precipitación,4,Hace 3 a 4 horas,,,,,Operational
bufr4/0/13/057/5,013057,Hora de comienzo o fin de la precipitación,5,Hace 4 a 5 horas,,,,,Operational
bufr4/0/13/057/6,013057,Hora de comienzo o fin de la precipitación,6,Hace 5 a 6 horas,,,,,Operational
bufr4/0/13/057/7,013057,Hora de comienzo o fin de la precipitación,7,Hace 6 a 8 horas,,,,,Operational
bufr4/0/13/057/8,013057,Hora de comienzo o fin de la precipitación,8,Hace 8 a 10 horas,,,,,Operational
bufr4/0/13/057/9,013057,Hora de comienzo o fin de la precipitación,9,Hace más de 10 horas,,,,,Operational
bufr4/0/13/057/10-14,013057,Hora de comienzo o fin de la precipitación,10-14,Reservadas,,,,,Operational
bufr4/0/13/057/15,013057,Hora de comienzo o fin de la precipitación,15,Valor faltante,,,,,Operational
