Id,﻿Category,CategoryOfSequences_es,FXY1,Title_es,SubTitle_es,FXY2,ElementName_es,ElementDescription_es,Note_es,noteIDs,Status
bufr4/3/40/001/1/001007,40,Secuencias adicionales de los informes satelitales,340001,(Datos de nivel 1c de IASI),,001007,Identificador del satélite,,,,Operational
bufr4/3/40/001/2/001031,40,Secuencias adicionales de los informes satelitales,340001,(Datos de nivel 1c de IASI),,001031,Identificación del centro de origen/generación,,,,Operational
bufr4/3/40/001/3/002019,40,Secuencias adicionales de los informes satelitales,340001,(Datos de nivel 1c de IASI),,002019,Instrumentos de satélite,,,,Operational
bufr4/3/40/001/4/002020,40,Secuencias adicionales de los informes satelitales,340001,(Datos de nivel 1c de IASI),,002020,Clasificación de los satélites,,,,Operational
bufr4/3/40/001/5/004001,40,Secuencias adicionales de los informes satelitales,340001,(Datos de nivel 1c de IASI),,004001,Año,,,,Operational
bufr4/3/40/001/6/004002,40,Secuencias adicionales de los informes satelitales,340001,(Datos de nivel 1c de IASI),,004002,Mes,,,,Operational
bufr4/3/40/001/7/004003,40,Secuencias adicionales de los informes satelitales,340001,(Datos de nivel 1c de IASI),,004003,Día,,,,Operational
bufr4/3/40/001/8/004004,40,Secuencias adicionales de los informes satelitales,340001,(Datos de nivel 1c de IASI),,004004,Hora,,,,Operational
bufr4/3/40/001/9/004005,40,Secuencias adicionales de los informes satelitales,340001,(Datos de nivel 1c de IASI),,004005,Minuto,,,,Operational
bufr4/3/40/001/10/202131,40,Secuencias adicionales de los informes satelitales,340001,(Datos de nivel 1c de IASI),,202131,Cambio de escala,Añadir 3 a la escala,,,Operational
bufr4/3/40/001/11/201138,40,Secuencias adicionales de los informes satelitales,340001,(Datos de nivel 1c de IASI),,201138,Cambio de anchura de datos,Añadir 10 a la anchura,,,Operational
bufr4/3/40/001/12/004006,40,Secuencias adicionales de los informes satelitales,340001,(Datos de nivel 1c de IASI),,004006,Segundo,,,,Operational
bufr4/3/40/001/13/201000,40,Secuencias adicionales de los informes satelitales,340001,(Datos de nivel 1c de IASI),,201000,Cambio de anchura de datos,Anular,,,Operational
bufr4/3/40/001/14/202000,40,Secuencias adicionales de los informes satelitales,340001,(Datos de nivel 1c de IASI),,202000,Cambio de escala,Anular,,,Operational
bufr4/3/40/001/15/005001,40,Secuencias adicionales de los informes satelitales,340001,(Datos de nivel 1c de IASI),,005001,Latitud (alta precisión),,,,Operational
bufr4/3/40/001/16/006001,40,Secuencias adicionales de los informes satelitales,340001,(Datos de nivel 1c de IASI),,006001,Longitud (alta precisión),,,,Operational
bufr4/3/40/001/17/007024,40,Secuencias adicionales de los informes satelitales,340001,(Datos de nivel 1c de IASI),,007024,Ángulo cenital del satélite,,,,Operational
bufr4/3/40/001/18/005021,40,Secuencias adicionales de los informes satelitales,340001,(Datos de nivel 1c de IASI),,005021,Rumbo o azimut,,,,Operational
bufr4/3/40/001/19/007025,40,Secuencias adicionales de los informes satelitales,340001,(Datos de nivel 1c de IASI),,007025,Ángulo cenital del sol,,,,Operational
bufr4/3/40/001/20/005022,40,Secuencias adicionales de los informes satelitales,340001,(Datos de nivel 1c de IASI),,005022,Azimut solar,,,,Operational
bufr4/3/40/001/21/005043,40,Secuencias adicionales de los informes satelitales,340001,(Datos de nivel 1c de IASI),,005043,Número del campo de visión,,,,Operational
bufr4/3/40/001/22/005040,40,Secuencias adicionales de los informes satelitales,340001,(Datos de nivel 1c de IASI),,005040,Número orbital,,,,Operational
bufr4/3/40/001/23/201133,40,Secuencias adicionales de los informes satelitales,340001,(Datos de nivel 1c de IASI),,201133,Cambio de anchura de datos,Añadir 5 a la anchura,,,Operational
bufr4/3/40/001/24/005041,40,Secuencias adicionales de los informes satelitales,340001,(Datos de nivel 1c de IASI),,005041,Número de la línea de exploración,,,,Operational
bufr4/3/40/001/25/201000,40,Secuencias adicionales de los informes satelitales,340001,(Datos de nivel 1c de IASI),,201000,Cambio de anchura de datos,Anular,,,Operational
bufr4/3/40/001/26/201132,40,Secuencias adicionales de los informes satelitales,340001,(Datos de nivel 1c de IASI),,201132,Cambio de anchura de datos,Añadir 4 a la anchura,,,Operational
bufr4/3/40/001/27/025070,40,Secuencias adicionales de los informes satelitales,340001,(Datos de nivel 1c de IASI),,025070,Número de tramas principales,,,,Operational
