Category,CategoryOfSequences_fr,FXY1,Title_fr,SubTitle_fr,FXY2,ElementName_fr,ElementDescription_fr,Note_fr,noteIDs,Status
00,Catégorie 00 — Séquence correspondant aux entrées des tables du code BUFR,300002,,,000002,"Table A: description de la catégorie de données, ligne 1",,,,Operational
00,Catégorie 00 — Séquence correspondant aux entrées des tables du code BUFR,300002,,,000003,"Table A: description de la catégorie de données, ligne 2",,,,Operational
00,Catégorie 00 — Séquence correspondant aux entrées des tables du code BUFR,300003,"(Descripteurs F, X, Y à ajouter ou à définir)",,000010,Descripteur F à ajouter ou à définir,,,,Operational
00,Catégorie 00 — Séquence correspondant aux entrées des tables du code BUFR,300003,"(Descripteurs F, X, Y à ajouter ou à définir)",,000011,Descripteur X à ajouter ou à définir,,,,Operational
00,Catégorie 00 — Séquence correspondant aux entrées des tables du code BUFR,300003,"(Descripteurs F, X, Y à ajouter ou à définir)",,000012,Descripteur Y à ajouter ou à définir,,,,Operational
00,Catégorie 00 — Séquence correspondant aux entrées des tables du code BUFR,300004,,,300003,"Descripteurs F, X, Y à ajouter ou à définir",,,,Operational
00,Catégorie 00 — Séquence correspondant aux entrées des tables du code BUFR,300004,,,000013,"Nom de l'élément, ligne 1",,,,Operational
00,Catégorie 00 — Séquence correspondant aux entrées des tables du code BUFR,300004,,,000014,"Nom de l'élément, ligne 2",,,,Operational
00,Catégorie 00 — Séquence correspondant aux entrées des tables du code BUFR,300004,,,000015,Nom des unités,,,,Operational
00,Catégorie 00 — Séquence correspondant aux entrées des tables du code BUFR,300004,,,000016,Signe du facteur d'échelle,,,,Operational
00,Catégorie 00 — Séquence correspondant aux entrées des tables du code BUFR,300004,,,000017,Facteur d'échelle,,,,Operational
00,Catégorie 00 — Séquence correspondant aux entrées des tables du code BUFR,300004,,,000018,Signe de la référence des unités,,,,Operational
00,Catégorie 00 — Séquence correspondant aux entrées des tables du code BUFR,300004,,,000019,Valeur de la référence des unités,,,,Operational
00,Catégorie 00 — Séquence correspondant aux entrées des tables du code BUFR,300004,,,000020,Champ de données de l'élément,,,,Operational
00,Catégorie 00 — Séquence correspondant aux entrées des tables du code BUFR,300010,,,300003,"Descripteurs F, X, Y à ajouter ou à définir",,,,Operational
00,Catégorie 00 — Séquence correspondant aux entrées des tables du code BUFR,300010,,,101000,Répétition différée de 1 descripteur,,,,Operational
00,Catégorie 00 — Séquence correspondant aux entrées des tables du code BUFR,300010,,,031001,Facteur de répétition différée du descripteur,,,,Operational
00,Catégorie 00 — Séquence correspondant aux entrées des tables du code BUFR,300010,,,000030,Séquence définissant le descripteur,,,,Operational
00,Catégorie 00 — Séquence correspondant aux entrées des tables du code BUFR,300015,"(Définition, table de code)",,000030,Séquence définissant le descripteur,,,,Operational
00,Catégorie 00 — Séquence correspondant aux entrées des tables du code BUFR,300015,"(Définition, table de code)",,102000,Répétition différée de 2 descripteurs,,,,Operational
00,Catégorie 00 — Séquence correspondant aux entrées des tables du code BUFR,300015,"(Définition, table de code)",,031002,Facteur élargi de répétition différée du descripteur,,,,Operational
00,Catégorie 00 — Séquence correspondant aux entrées des tables du code BUFR,300015,"(Définition, table de code)",,000024,Chiffre de code,,,,Operational
00,Catégorie 00 — Séquence correspondant aux entrées des tables du code BUFR,300015,"(Définition, table de code)",,000025,Signification du chiffre de code,,,,Operational
00,Catégorie 00 — Séquence correspondant aux entrées des tables du code BUFR,300016,"(Définition, table d’indicateurs)",,000030,Séquence définissant le descripteur,,,,Operational
00,Catégorie 00 — Séquence correspondant aux entrées des tables du code BUFR,300016,"(Définition, table d’indicateurs)",,102000,Répétition différée de 2 descripteurs,,,,Operational
00,Catégorie 00 — Séquence correspondant aux entrées des tables du code BUFR,300016,"(Définition, table d’indicateurs)",,031001,Facteur de répétition différée du descripteur,,,,Operational
00,Catégorie 00 — Séquence correspondant aux entrées des tables du code BUFR,300016,"(Définition, table d’indicateurs)",,000026,Numéro de bit,,,,Operational
00,Catégorie 00 — Séquence correspondant aux entrées des tables du code BUFR,300016,"(Définition, table d’indicateurs)",,000027,Signification du numéro de bit,,,,Operational
