Category,CategoryOfSequences_fr,FXY1,Title_fr,SubTitle_fr,FXY2,ElementName_fr,ElementDescription_fr,Note_fr,noteIDs,Status
15,Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,315001,(Messages types de données de mesures par sonde immergée sans champs facultatifs),,001011,Indicateur d'identification du navire ou d'une station terrestre mobile,Indicatif d'appel du navire,,,Operational
15,Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,315001,(Messages types de données de mesures par sonde immergée sans champs facultatifs),,301011,"Année, mois, jour",,,,Operational
15,Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,315001,(Messages types de données de mesures par sonde immergée sans champs facultatifs),,301012,"Heure, minute",,,,Operational
15,Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,315001,(Messages types de données de mesures par sonde immergée sans champs facultatifs),,301023,Latitude/longitude (faible précision),,,,Operational
15,Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,315001,(Messages types de données de mesures par sonde immergée sans champs facultatifs),,306001,"Profondeur, température",,,,Operational
15,Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,315002,(Messages types de données de mesures par sonde immergée sans champs facultatifs),,001011,Indicateur d'identification du navire ou d'une station terrestre mobile,Indicatif d'appel du navire,,,Operational
15,Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,315002,(Messages types de données de mesures par sonde immergée sans champs facultatifs),,301011,"Année, mois, jour",,,,Operational
15,Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,315002,(Messages types de données de mesures par sonde immergée sans champs facultatifs),,301012,"Heure, minute",,,,Operational
15,Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,315002,(Messages types de données de mesures par sonde immergée sans champs facultatifs),,301023,Latitude/longitude (faible précision),,,,Operational
15,Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,315002,(Messages types de données de mesures par sonde immergée sans champs facultatifs),,306004,"Profondeur, température, salinité",,,,Operational
15,Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,315003,(Profils de la température et de la salinité établis par des flotteurs profileurs),,001087,Extension de l'indicatif OMM de la plate-forme d'observation maritime,,,,Operational
15,Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,315003,(Profils de la température et de la salinité établis par des flotteurs profileurs),,001085,Modèle de la plate-forme d'observation – appellation donnée par le fabricant,,,,Operational
15,Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,315003,(Profils de la température et de la salinité établis par des flotteurs profileurs),,001086,"Numéro de série de la plate-forme d'observation, fourni par le fabricant",,,,Operational
15,Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,315003,(Profils de la température et de la salinité établis par des flotteurs profileurs),,002036,Type de bouée,,,,Operational
15,Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,315003,(Profils de la température et de la salinité établis par des flotteurs profileurs),,002148,Système de collecte de données et/ou de positionnement,,,,Operational
15,Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,315003,(Profils de la température et de la salinité établis par des flotteurs profileurs),,002149,Type de bouée de collecte de données,,,,Operational
15,Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,315003,(Profils de la température et de la salinité établis par des flotteurs profileurs),,022055,Numéro de cycle du flotteur,,,,Operational
15,Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,315003,(Profils de la température et de la salinité établis par des flotteurs profileurs),,022056,Direction du profil,,,,Operational
15,Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,315003,(Profils de la température et de la salinité établis par des flotteurs profileurs),,022067,Type d'instrument pour la mesure du profil de la température/salinité de l'eau,,,,Operational
15,Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,315003,(Profils de la température et de la salinité établis par des flotteurs profileurs),,301011,"Année, mois, jour",,,,Operational
15,Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,315003,(Profils de la température et de la salinité établis par des flotteurs profileurs),,301012,"Heure, minute",,,,Operational
15,Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,315003,(Profils de la température et de la salinité établis par des flotteurs profileurs),,301021,Latitude/longitude (précision élevée),,,,Operational
15,Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,315003,(Profils de la température et de la salinité établis par des flotteurs profileurs),,008080,Identificateur de l'indicateur de qualité pour le GTSPP,,,,Operational
15,Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,315003,(Profils de la température et de la salinité établis par des flotteurs profileurs),,033050,Indicateur de qualité global pour le GTSPP,,,,Operational
15,Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,315003,(Profils de la température et de la salinité établis par des flotteurs profileurs),,109000,Répétition différée de 9 descripteurs,,,,Operational
15,Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,315003,(Profils de la température et de la salinité établis par des flotteurs profileurs),,031002,Facteur élargi de répétition différée du descripteur,,,,Operational
15,Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,315003,(Profils de la température et de la salinité établis par des flotteurs profileurs),,007065,Pression hydrostatique,,,,Operational
15,Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,315003,(Profils de la température et de la salinité établis par des flotteurs profileurs),,008080,Identificateur de l'indicateur de qualité pour le GTSPP,,,,Operational
15,Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,315003,(Profils de la température et de la salinité établis par des flotteurs profileurs),,033050,Indicateur de qualité global pour le GTSPP,,,,Operational
15,Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,315003,(Profils de la température et de la salinité établis par des flotteurs profileurs),,022045,Température de la mer/de l'eau,,,,Operational
15,Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,315003,(Profils de la température et de la salinité établis par des flotteurs profileurs),,008080,Identificateur de l'indicateur de qualité pour le GTSPP,,,,Operational
15,Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,315003,(Profils de la température et de la salinité établis par des flotteurs profileurs),,033050,Indicateur de qualité global pour le GTSPP,,,,Operational
15,Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,315003,(Profils de la température et de la salinité établis par des flotteurs profileurs),,022064,Salinité,,,,Operational
15,Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,315003,(Profils de la température et de la salinité établis par des flotteurs profileurs),,008080,Identificateur de l'indicateur de qualité pour le GTSPP,,,,Operational
15,Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,315003,(Profils de la température et de la salinité établis par des flotteurs profileurs),,033050,Indicateur de qualité global pour le GTSPP,,,,Operational
15,Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,315004,(Séquence de données pour le profil de température établi à l'aide de XBT),,001079,Identificateur de profil unique,Chaîne hexadécimale,,,Operational
15,Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,315004,(Séquence de données pour le profil de température établi à l'aide de XBT),,001011,Indicateur d'identification du navire ou d'une station terrestre mobile,Indicatif d'appel du navire,,,Operational
15,Catégorie 15 — Séquences correspondant à des messages d'observation océanographique,315004,(Séquence de données pour le profil de température établi à l'aide de XBT),,001103,Numéro OMI ou numéro unique du Lloyd's Register,= 0 à 9999999,,,Operational
