Category,CategoryOfSequences_fr,FXY1,Title_fr,SubTitle_fr,FXY2,ElementName_fr,ElementDescription_fr,Note_fr,noteIDs,Status
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311001,(Comptes rendus d'aéronef),,301051,"Numéro de vol, système de navigation, date/heure, position, phase de vol",ASDAR,,,Operational
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311001,(Comptes rendus d'aéronef),,007002,Hauteur ou altitude,,,,Operational
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311001,(Comptes rendus d'aéronef),,012001,Température/température de l'air,,,,Operational
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311001,(Comptes rendus d'aéronef),,011001,Direction du vent,,,,Operational
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311001,(Comptes rendus d'aéronef),,011002,Vitesse du vent,,,,Operational
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311001,(Comptes rendus d'aéronef),,011031,Degré de turbulence,,,,Operational
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311001,(Comptes rendus d'aéronef),,011032,Hauteur de la base de la turbulence,,,,Operational
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311001,(Comptes rendus d'aéronef),,011033,Hauteur du sommet de la turbulence,,,,Operational
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311001,(Comptes rendus d'aéronef),,020041,Givrage d'aéronef,,,,Operational
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311002,(Messages ACARS),,301065,Identification du message ACARS,,,,Operational
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311002,(Messages ACARS),,301066,Position concernant les messages ACARS,,,,Operational
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311002,(Messages ACARS),,311003,Variables ACARS standard transmises,,,,Operational
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311002,(Messages ACARS),,311004,Variables ACARS supplémentaires transmises,,,,Operational
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311003,(Variables ACARS standard transmises),,010070,Altitude de l'aéronef indiquée,,,,Operational
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311003,(Variables ACARS standard transmises),,011001,Direction du vent,,,,Operational
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311003,(Variables ACARS standard transmises),,011002,Vitesse du vent,,,,Operational
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311003,(Variables ACARS standard transmises),,012001,Température/température de l'air,,,,Operational
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311003,(Variables ACARS standard transmises),,013002,Rapport de mélange,,,,Operational
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311004,(Variables ACARS supplémentaires transmises),,101000,Répétition différée de 1 descripteur,,,,Operational
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311004,(Variables ACARS supplémentaires transmises),,031000,Facteur de répétition légèrement différée du descripteur,,,,Operational
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311004,(Variables ACARS supplémentaires transmises),,011034,Vitesse des rafales verticales,,,,Operational
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311004,(Variables ACARS supplémentaires transmises),,101000,Répétition différée de 1 descripteur,,,,Operational
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311004,(Variables ACARS supplémentaires transmises),,031000,Facteur de répétition légèrement différée du descripteur,,,,Operational
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311004,(Variables ACARS supplémentaires transmises),,011035,Accélération des rafales verticales,,,,Operational
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311004,(Variables ACARS supplémentaires transmises),,101000,Répétition différée de 1 descripteur,,,,Operational
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311004,(Variables ACARS supplémentaires transmises),,031000,Facteur de répétition légèrement différée du descripteur,,,,Operational
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311004,(Variables ACARS supplémentaires transmises),,011075,Intensité moyenne de la turbulence (taux de dissipation des tourbillons),,,,Operational
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311004,(Variables ACARS supplémentaires transmises),,101000,Répétition différée de 1 descripteur,,,,Operational
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311004,(Variables ACARS supplémentaires transmises),,031000,Facteur de répétition légèrement différée du descripteur,,,,Operational
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311004,(Variables ACARS supplémentaires transmises),,011076,Intensité maximale de la turbulence (taux de dissipation des tourbillons),,,,Operational
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311004,(Variables ACARS supplémentaires transmises),,101000,Répétition différée de 1 descripteur,,,,Operational
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311004,(Variables ACARS supplémentaires transmises),,031000,Facteur de répétition légèrement différée du descripteur,,,,Operational
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311004,(Variables ACARS supplémentaires transmises),,033025,Indicateur de valeurs ACARS interpolées,,,,Operational
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311004,(Variables ACARS supplémentaires transmises),,101000,Répétition différée de 1 descripteur,,,,Operational
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311004,(Variables ACARS supplémentaires transmises),,031000,Facteur de répétition légèrement différée du descripteur,,,,Operational
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311004,(Variables ACARS supplémentaires transmises),,033026,Qualité de la mesure de l'humidité,,,,Operational
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311005,(Messages AMDAR standard),,001008,Numéro d'immatriculation de l'aéronef ou autre identification,,,,Operational
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311005,(Messages AMDAR standard),,001023,Numéro de la séquence d'observations,,,,Operational
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311005,(Messages AMDAR standard),,301021,Latitude/longitude (précision élevée),,,,Operational
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311005,(Messages AMDAR standard),,301011,"Année, mois, jour",,,,Operational
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311005,(Messages AMDAR standard),,301013,"Heure, minute, seconde",,,,Operational
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311005,(Messages AMDAR standard),,007010,Niveau de vol,,,,Operational
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),311005,(Messages AMDAR standard),,008009,Phase de vol détaillée de l'aéronef,,,,Operational
