Category,CategoryOfSequences_fr,FXY1,Title_fr,SubTitle_fr,FXY2,ElementName_fr,ElementDescription_fr,Note_fr,noteIDs,Status
08,Catégorie 08 — Séquences correspondant à des messages d'observation en surface (mer),308001,(Bouée/plate-forme — fixe),,301033,Bouée/plate-forme — fixe,"Identification, type, date/heure, position (précision élevée)",,,Operational
08,Catégorie 08 — Séquences correspondant à des messages d'observation en surface (mer),308001,(Bouée/plate-forme — fixe),,302011,Station à basse altitude,Message d'obser- vation en surface de base,,,Operational
08,Catégorie 08 — Séquences correspondant à des messages d'observation en surface (mer),308001,(Bouée/plate-forme — fixe),,022042,Température de la mer/de l'eau,,,,Operational
08,Catégorie 08 — Séquences correspondant à des messages d'observation en surface (mer),308002,(Bouée/plate-forme — fixe),,301034,Bouée/plate-forme — fixe,"Identification, type, date/heure, position (faible précision)",,,Operational
08,Catégorie 08 — Séquences correspondant à des messages d'observation en surface (mer),308002,(Bouée/plate-forme — fixe),,302011,Station à basse altitude,Message d'obser- vation en surface de base,,,Operational
08,Catégorie 08 — Séquences correspondant à des messages d'observation en surface (mer),308002,(Bouée/plate-forme — fixe),,022042,Température de la mer/de l'eau,,,,Operational
08,Catégorie 08 — Séquences correspondant à des messages d'observation en surface (mer),308003,(Bouée/plate-forme — mobile),,301035,Bouée/plate-forme — mobile,"Identification, déplacement, type, date/heure, position (faible précision)",(voir note 1),,Operational
08,Catégorie 08 — Séquences correspondant à des messages d'observation en surface (mer),308003,(Bouée/plate-forme — mobile),,302011,Station à basse altitude,Message d'obser- vation en surface de base,,,Operational
08,Catégorie 08 — Séquences correspondant à des messages d'observation en surface (mer),308003,(Bouée/plate-forme — mobile),,022042,Température de la mer/de l'eau,,,,Operational
08,Catégorie 08 — Séquences correspondant à des messages d'observation en surface (mer),308004,(Navire),,301036,Navire,"Identification, déplacement, type, date/heure, position (faible précision)",,,Operational
08,Catégorie 08 — Séquences correspondant à des messages d'observation en surface (mer),308004,(Navire),,302011,Station à basse altitude,Message d'obser- vation en surface de base,,,Operational
08,Catégorie 08 — Séquences correspondant à des messages d'observation en surface (mer),308004,(Navire),,022042,Température de la mer/de l'eau,,,,Operational
08,Catégorie 08 — Séquences correspondant à des messages d'observation en surface (mer),308005,,,308004,Navire,Message d'obser- vation de base de navire,,,Operational
08,Catégorie 08 — Séquences correspondant à des messages d'observation en surface (mer),308005,,,302024,Vagues de la mer du vent et de la houle,,,,Operational
08,Catégorie 08 — Séquences correspondant à des messages d'observation en surface (mer),308006,(Paramètres facultatifs pour la Section 1 des messages de bouées),,010004,Pression,,,,Operational
08,Catégorie 08 — Séquences correspondant à des messages d'observation en surface (mer),308006,(Paramètres facultatifs pour la Section 1 des messages de bouées),,010061,Changement de pression en 3 heures,,,,Operational
08,Catégorie 08 — Séquences correspondant à des messages d'observation en surface (mer),308006,(Paramètres facultatifs pour la Section 1 des messages de bouées),,010063,Caractéristique de la tendance barométrique,,,,Operational
08,Catégorie 08 — Séquences correspondant à des messages d'observation en surface (mer),308006,(Paramètres facultatifs pour la Section 1 des messages de bouées),,011001,Direction du vent,,,,Operational
08,Catégorie 08 — Séquences correspondant à des messages d'observation en surface (mer),308006,(Paramètres facultatifs pour la Section 1 des messages de bouées),,011002,Vitesse du vent,,,,Operational
08,Catégorie 08 — Séquences correspondant à des messages d'observation en surface (mer),308006,(Paramètres facultatifs pour la Section 1 des messages de bouées),,012004,Température de l'air à 2 m,,,,Operational
08,Catégorie 08 — Séquences correspondant à des messages d'observation en surface (mer),308006,(Paramètres facultatifs pour la Section 1 des messages de bouées),,013003,Humidité relative,,,,Operational
08,Catégorie 08 — Séquences correspondant à des messages d'observation en surface (mer),308006,(Paramètres facultatifs pour la Section 1 des messages de bouées),,022042,Température de la mer/de l'eau,,,,Operational
08,Catégorie 08 — Séquences correspondant à des messages d'observation en surface (mer),308007,,,301055,"Identification et type de station, date/heure, position (précision élevée), déplacement",Message d'obser- vation en surface de base,,,Operational
08,Catégorie 08 — Séquences correspondant à des messages d'observation en surface (mer),308007,,,302011,Station à basse altitude,,,,Operational
08,Catégorie 08 — Séquences correspondant à des messages d'observation en surface (mer),308007,,,007062,Profondeur sous la surface de la mer/ de l'eau,,,,Operational
08,Catégorie 08 — Séquences correspondant à des messages d'observation en surface (mer),308007,,,022042,Température de la mer/de l'eau,,,,Operational
08,Catégorie 08 — Séquences correspondant à des messages d'observation en surface (mer),308009,(Séquence pour la représentation des données SHIP des messages synoptiques provenant d'une station en mer),,301093,"Identification du navire, déplacement, date/ heure, coordonnées horizontales et verticales",,,,Operational
08,Catégorie 08 — Séquences correspondant à des messages d'observation en surface (mer),308009,(Séquence pour la représentation des données SHIP des messages synoptiques provenant d'une station en mer),,302001,Pression et variation de pression en 3 heures,,,,Operational
