Category,CategoryOfSequences_fr,FXY1,Title_fr,SubTitle_fr,FXY2,ElementName_fr,ElementDescription_fr,Note_fr,noteIDs,Status
05,Catégorie 05 — Séquences météorologiques ou hydrologiques communes aux observations hydrologiques,305001,(Mesure unique SADC-HYCOS),,011001,Direction du vent,,,,Operational
05,Catégorie 05 — Séquences météorologiques ou hydrologiques communes aux observations hydrologiques,305001,(Mesure unique SADC-HYCOS),,011002,Vitesse du vent,,,,Operational
05,Catégorie 05 — Séquences météorologiques ou hydrologiques communes aux observations hydrologiques,305001,(Mesure unique SADC-HYCOS),,013060,Précipitations totales cumulées,,,,Operational
05,Catégorie 05 — Séquences météorologiques ou hydrologiques communes aux observations hydrologiques,305001,(Mesure unique SADC-HYCOS),,013071,Niveau d'eau en amont,,,,Operational
05,Catégorie 05 — Séquences météorologiques ou hydrologiques communes aux observations hydrologiques,305002,(Mesure de l'environnement SADC-HYCOS),,301012,"Heure, minute",,,,Operational
05,Catégorie 05 — Séquences météorologiques ou hydrologiques communes aux observations hydrologiques,305002,(Mesure de l'environnement SADC-HYCOS),,012001,Température/température de l'air,,,,Operational
05,Catégorie 05 — Séquences météorologiques ou hydrologiques communes aux observations hydrologiques,305002,(Mesure de l'environnement SADC-HYCOS),,013003,Humidité relative,,,,Operational
05,Catégorie 05 — Séquences météorologiques ou hydrologiques communes aux observations hydrologiques,305002,(Mesure de l'environnement SADC-HYCOS),,014051,"Rayonnement solaire direct, intégré au cours de la dernière heure",,,,Operational
05,Catégorie 05 — Séquences météorologiques ou hydrologiques communes aux observations hydrologiques,305002,(Mesure de l'environnement SADC-HYCOS),,013060,Précipitations totales cumulées,,,,Operational
05,Catégorie 05 — Séquences météorologiques ou hydrologiques communes aux observations hydrologiques,305002,(Mesure de l'environnement SADC-HYCOS),,013072,Niveau d'eau en aval,,,,Operational
05,Catégorie 05 — Séquences météorologiques ou hydrologiques communes aux observations hydrologiques,305002,(Mesure de l'environnement SADC-HYCOS),,013080,pH de l'eau,,,,Operational
05,Catégorie 05 — Séquences météorologiques ou hydrologiques communes aux observations hydrologiques,305002,(Mesure de l'environnement SADC-HYCOS),,013081,Conductivité de l'eau,,,,Operational
05,Catégorie 05 — Séquences météorologiques ou hydrologiques communes aux observations hydrologiques,305002,(Mesure de l'environnement SADC-HYCOS),,013082,Température de l'eau,,,,Operational
05,Catégorie 05 — Séquences météorologiques ou hydrologiques communes aux observations hydrologiques,305002,(Mesure de l'environnement SADC-HYCOS),,013083,Oxygène dissous,,,,Operational
05,Catégorie 05 — Séquences météorologiques ou hydrologiques communes aux observations hydrologiques,305002,(Mesure de l'environnement SADC-HYCOS),,013084,Turbidité,,,,Operational
05,Catégorie 05 — Séquences météorologiques ou hydrologiques communes aux observations hydrologiques,305003,(Définition de la série de mesures SADC-HYCOS),,301012,"Heure, minute",Première mesure unique moins l'incrément,,,Operational
05,Catégorie 05 — Séquences météorologiques ou hydrologiques communes aux observations hydrologiques,305003,(Définition de la série de mesures SADC-HYCOS),,004065,Incrément de courte durée,Intervalle de temps entre les mesures,,,Operational
05,Catégorie 05 — Séquences météorologiques ou hydrologiques communes aux observations hydrologiques,305003,(Définition de la série de mesures SADC-HYCOS),,101000,Répétition différée de 1 descripteur,,,,Operational
05,Catégorie 05 — Séquences météorologiques ou hydrologiques communes aux observations hydrologiques,305003,(Définition de la série de mesures SADC-HYCOS),,031001,Facteur de répétition différée du descripteur,,,,Operational
05,Catégorie 05 — Séquences météorologiques ou hydrologiques communes aux observations hydrologiques,305003,(Définition de la série de mesures SADC-HYCOS),,305001,Mesure unique SADC-HYCOS,,,,Operational
05,Catégorie 05 — Séquences météorologiques ou hydrologiques communes aux observations hydrologiques,305004,(Message d'observation SADC-HYCOS),,301030,Identification – avec position,,,,Operational
05,Catégorie 05 — Séquences météorologiques ou hydrologiques communes aux observations hydrologiques,305004,(Message d'observation SADC-HYCOS),,305002,Mesure de l'environnement SADC-HYCOS,,,,Operational
05,Catégorie 05 — Séquences météorologiques ou hydrologiques communes aux observations hydrologiques,305004,(Message d'observation SADC-HYCOS),,305003,Définition de la série de mesures SADC-HYCOS,,,,Operational
05,Catégorie 05 — Séquences météorologiques ou hydrologiques communes aux observations hydrologiques,305006,(Mesure MEDHYCOS),,013072,Niveau d'eau en aval,,,,Operational
05,Catégorie 05 — Séquences météorologiques ou hydrologiques communes aux observations hydrologiques,305006,(Mesure MEDHYCOS),,013082,Température de l'eau,,,,Operational
05,Catégorie 05 — Séquences météorologiques ou hydrologiques communes aux observations hydrologiques,305006,(Mesure MEDHYCOS),,013019,Quantité totale de précipitations au cours de l'heure précédente,,,,Operational
05,Catégorie 05 — Séquences météorologiques ou hydrologiques communes aux observations hydrologiques,305006,(Mesure MEDHYCOS),,012001,Température/température de l'air,,,,Operational
05,Catégorie 05 — Séquences météorologiques ou hydrologiques communes aux observations hydrologiques,305006,(Mesure MEDHYCOS),,013073,Niveau d'eau maximal,,,,Operational
05,Catégorie 05 — Séquences météorologiques ou hydrologiques communes aux observations hydrologiques,305006,(Mesure MEDHYCOS),,013060,Précipitations totales cumulées,,,,Operational
05,Catégorie 05 — Séquences météorologiques ou hydrologiques communes aux observations hydrologiques,305007,(Message d'observation MEDHYCOS),,301029,Identification,,,,Operational
05,Catégorie 05 — Séquences météorologiques ou hydrologiques communes aux observations hydrologiques,305007,(Message d'observation MEDHYCOS),,301012,"Heure, minute",Moment de la première mesure,,,Operational
05,Catégorie 05 — Séquences météorologiques ou hydrologiques communes aux observations hydrologiques,305007,(Message d'observation MEDHYCOS),,004065,Incrément de courte durée,Intervalle de temps entre les mesures,,,Operational
05,Catégorie 05 — Séquences météorologiques ou hydrologiques communes aux observations hydrologiques,305007,(Message d'observation MEDHYCOS),,101000,Répétition différée de 1 descripteur,,,,Operational
05,Catégorie 05 — Séquences météorologiques ou hydrologiques communes aux observations hydrologiques,305007,(Message d'observation MEDHYCOS),,031001,Facteur de répétition différée du descripteur,,,,Operational
05,Catégorie 05 — Séquences météorologiques ou hydrologiques communes aux observations hydrologiques,305007,(Message d'observation MEDHYCOS),,305006,Mesure MEDHYCOS,Mesure unique,,,Operational
05,Catégorie 05 — Séquences météorologiques ou hydrologiques communes aux observations hydrologiques,305008,(Mesure AOCHYCOS-Tchad),,305006,Mesure MEDHYCOS,Identique à la mesure de type MEDHYCOS,,,Operational
05,Catégorie 05 — Séquences météorologiques ou hydrologiques communes aux observations hydrologiques,305008,(Mesure AOCHYCOS-Tchad),,012030,Température du sol,À une profondeur de 50 cm,,,Operational
