Id,ClassNo,ClassName_fr,FXY,ElementName_fr,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_fr,noteIDs,Status
bufr4/0/23/001,23,Dispersion et transport,023001,Notification précoce d'accident - article applicable,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/23/002,23,Dispersion et transport,023002,Activité ou installation impliquée dans l'incident,Code table,0,0,5,Code table,0,2,,,Operational
bufr4/0/23/003,23,Dispersion et transport,023003,Type de publication,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/23/004,23,Dispersion et transport,023004,Mesures de contre-mesure prises près de la frontière,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/23/005,23,Dispersion et transport,023005,Cause de l'incident,Code table,0,0,2,Code table,0,1,,,Operational
bufr4/0/23/006,23,Dispersion et transport,023006,Situation de l'incident,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/23/007,23,Dispersion et transport,023007,Caractéristiques de la publication,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/23/008,23,Dispersion et transport,023008,État de la version actuelle,Code table,0,0,2,Code table,0,1,,,Operational
bufr4/0/23/009,23,Dispersion et transport,023009,État de la version prévue,Code table,0,0,2,Code table,0,1,,,Operational
bufr4/0/23/016,23,Dispersion et transport,023016,Possibilité d'effet toxique chimique significatif sur la santé,Code table,0,0,2,Code table,0,1,,,Operational
bufr4/0/23/017,23,Dispersion et transport,023017,Débit d'écoulement du récepteur principal,m3/s,6,0,20,m3/s,6,7,,,Operational
bufr4/0/23/018,23,Dispersion et transport,023018,Comportement de publication au fil du temps,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/23/019,23,Dispersion et transport,023019,Hauteur de libération réelle,m,0,-15000,17,m,0,6,,,Operational
bufr4/0/23/021,23,Dispersion et transport,023021,Hauteur de libération réelle,m,0,-15000,17,m,0,6,,,Operational
bufr4/0/23/022,23,Dispersion et transport,023022,Distance du point de libération ou du site de l'incident,m,0,0,24,m,0,8,,,Operational
bufr4/0/23/023,23,Dispersion et transport,023023,Vitesse principale de transport dans l'atmosphère,m/s,1,0,12,m/s,1,4,,,Operational
bufr4/0/23/024,23,Dispersion et transport,023024,Vitesse principale de transport dans l'eau,m/s,2,0,13,m/s,2,4,,,Operational
bufr4/0/23/025,23,Dispersion et transport,023025,Vitesse principale de transport dans l'eau,m/s,2,0,13,m/s,2,4,,,Operational
bufr4/0/23/027,23,Dispersion et transport,023027,Direction principale de transport dans l'atmosphère,degree true,0,0,9,degree true,0,3,,,Operational
bufr4/0/23/028,23,Dispersion et transport,023028,Direction principale de transport dans l'eau,degree true,0,0,9,degree true,0,3,,,Operational
bufr4/0/23/029,23,Dispersion et transport,023029,Direction principale de transport dans l'eau,degree true,0,0,9,degree true,0,3,,,Operational
bufr4/0/23/031,23,Dispersion et transport,023031,Possibilité que le panache rencontre des précipitations dans l'État où l'incident s'est produit,Code table,0,0,2,Code table,0,1,,,Operational
bufr4/0/23/032,23,Dispersion et transport,023032,Plume rencontrera un changement de direction et/ou de vitesse du vent drapeau,Code table,0,0,2,Code table,0,1,,,Operational
bufr4/0/23/040,23,Dispersion et transport,023040,Débit d'écoulement - rivière,m3/s,1,0,22,m3/s,1,7,,,Operational
bufr4/0/23/041,23,Dispersion et transport,023041,Débit d'écoulement - puits,m3/s,3,0,16,m3/s,3,5,,,Operational
