Id,ClassNo,ClassName_fr,FXY,ElementName_fr,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_fr,noteIDs,Status
bufr4/0/07/001,07,Emplacement non coordonné (vertical),007001,Hauteur de la station,m,0,-400,15,m,0,5,(voir la Note 3),116,Operational
bufr4/0/07/002,07,Emplacement non coordonné (vertical),007002,Hauteur ou altitude,m,-1,-40,16,m,-1,5,,,Operational
bufr4/0/07/003,07,Emplacement non coordonné (vertical),007003,Géopotentiel,m2 s-2,-1,-400,17,m2 s-2,-1,6,,,Operational
bufr4/0/07/004,07,Emplacement non coordonné (vertical),007004,Pression,Pa,-1,0,14,Pa,-1,5,,,Operational
bufr4/0/07/005,07,Emplacement non coordonné (vertical),007005,Incrément de hauteur,m,0,-400,12,m,0,4,,,Operational
bufr4/0/07/006,07,Emplacement non coordonné (vertical),007006,Hauteur de la station,m,0,0,15,m,0,5,,,Operational
bufr4/0/07/007,07,Emplacement non coordonné (vertical),007007,Hauteur,m,0,-1000,17,m,0,6,,,Operational
bufr4/0/07/008,07,Emplacement non coordonné (vertical),007008,Géopotentiel,m2 s-2,0,-10000,20,m2 s-2,0,7,,,Operational
bufr4/0/07/009,07,Emplacement non coordonné (vertical),007009,Hauteur géopotentielle,gpm,0,-1000,17,gpm,0,5,,,Operational
bufr4/0/07/010,07,Emplacement non coordonné (vertical),007010,Signification du niveau de vol,m,0,-1024,16,ft,-1,5,,,Operational
bufr4/0/07/012,07,Emplacement non coordonné (vertical),007012,Altitude du point de grille,m,2,-50000,20,m,2,7,,,Operational
bufr4/0/07/021,07,Emplacement non coordonné (vertical),007021,Élévation,deg,2,-9000,15,deg,2,5,(voir la Note 3),68,Operational
bufr4/0/07/022,07,Emplacement non coordonné (vertical),007022,Élévation solaire,deg,2,-9000,15,deg,2,5,,,Operational
bufr4/0/07/024,07,Emplacement non coordonné (vertical),007024,Angle zénithal du satellite,deg,2,-9000,15,deg,2,5,,,Operational
bufr4/0/07/025,07,Emplacement non coordonné (vertical),007025,Zénith solaire,deg,2,-9000,15,deg,2,5,,,Operational
bufr4/0/07/026,07,Emplacement non coordonné (vertical),007026,Angle zénithal du satellite,deg,4,-900000,21,deg,4,7,,,Operational
bufr4/0/07/030,07,Emplacement non coordonné (vertical),007030,Hauteur du sol de la station au-dessus du niveau moyen de la mer,m,1,-4000,17,m,1,5,(voir la Note 3),87,Operational
bufr4/0/07/031,07,Emplacement non coordonné (vertical),007031,Hauteur du baromètre au-dessus du niveau moyen de la mer,m,1,-4000,17,m,1,5,(voir la Note 3),84,Operational
bufr4/0/07/032,07,Emplacement non coordonné (vertical),007032,Ajusté à ou par rapport à la hauteur représentative du capteur au-dessus du sol local (ou du pont de la plateforme marine),m,2,0,16,m,2,5,(voir la Note 3),85,Operational
bufr4/0/07/033,07,Emplacement non coordonné (vertical),007033,Hauteur du capteur au-dessus de la surface de l'eau,m,1,0,12,m,1,4,(voir la Note 3),86,Operational
bufr4/0/07/034,07,Emplacement non coordonné (vertical),007034,Distance verticale du capteur,m,2,-65000,17,,,,(voir la Note 3),193,Operational
bufr4/0/07/035,07,Emplacement non coordonné (vertical),007035,Taille maximale de la dimension z,Numeric,0,0,12,Numeric,0,4,,,Operational
bufr4/0/07/036,07,Emplacement non coordonné (vertical),007036,Indice de niveau de z,Numeric,0,0,12,Numeric,0,4,,,Operational
bufr4/0/07/040,07,Emplacement non coordonné (vertical),007040,Paramètre d'impact,m,1,62000000,22,m,1,8,(voir la Note 3),74,Operational
bufr4/0/07/061,07,Emplacement non coordonné (vertical),007061,Profondeur sous la surface de la mer/de l'eau,m,2,0,14,m,2,5,,,Operational
bufr4/0/07/062,07,Emplacement non coordonné (vertical),007062,Profondeur sous la surface de la mer/de l'eau,m,1,0,17,m,1,6,,,Operational
bufr4/0/07/063,07,Emplacement non coordonné (vertical),007063,Profondeur sous la surface de la mer/de l'eau,m,2,0,20,m,2,7,,,Operational
bufr4/0/07/064,07,Emplacement non coordonné (vertical),007064,Hauteur du capteur par rapport à la station,m,0,0,4,m,0,2,(voir la Note 3),117,Operational
bufr4/0/07/065,07,Emplacement non coordonné (vertical),007065,Pression d'eau à un niveau,Pa,-3,0,17,Pa,-3,6,,,Operational
bufr4/0/07/070,07,Emplacement non coordonné (vertical),007070,Profondeur de drogue,m,0,0,10,m,0,4,,,Operational
bufr4/0/07/071,07,Emplacement non coordonné (vertical),007071,Hauteur (haute résolution),m,3,-10000000,26,m,3,8,,,Operational
bufr4/0/07/072,07,Emplacement non coordonné (vertical),007072,Angle de balayage,deg,2,-9000,15,deg,2,6,,,Operational
bufr4/0/07/073,07,Emplacement non coordonné (vertical),007073,Lune dans la vue de l'espace,deg,2,0,15,deg,2,5,,,Operational
bufr4/0/07/074,07,Emplacement non coordonné (vertical),007074,Angle d'élévation solaire dans le cadre de référence de l'instrument,deg,2,-9000,15,deg,2,5,,,Operational
bufr4/0/07/075,07,Emplacement non coordonné (vertical),007075,Angle de diffusion,deg,0,0,8,deg,0,3,,,Operational
bufr4/0/07/076,07,Emplacement non coordonné (vertical),007076,Angle d'azimut,deg,0,0,8,deg,0,3,,,Operational
bufr4/0/07/077,07,Emplacement non coordonné (vertical),007077,Hauteur du capteur par rapport à la station,m,0,-400,12,,,,,,Operational
