Category,CategoryOfSequences_fr,FXY1,Title_fr,SubTitle_fr,FXY2,ElementName_fr,ElementDescription_fr,Note_fr,Status
03,Séquences météorologiques communes aux données de sondages verticaux,D03001,,,B07003,Géopotentiel,,,Operational
03,Séquences météorologiques communes aux données de sondages verticaux,D03001,,,B11001,Direction du vent,,,Operational
03,Séquences météorologiques communes aux données de sondages verticaux,D03001,,,B11002,Vitesse du vent,,,Operational
03,Séquences météorologiques communes aux données de sondages verticaux,D03002,Vent au niveau de pression,,B07004,Pression,,,Operational
03,Séquences météorologiques communes aux données de sondages verticaux,D03002,Vent au niveau de pression,,B11001,Direction du vent,,,Operational
03,Séquences météorologiques communes aux données de sondages verticaux,D03002,Vent au niveau de pression,,B11002,Vitesse du vent,,,Operational
03,Séquences météorologiques communes aux données de sondages verticaux,D03003,,,B07004,Pression,,,Operational
03,Séquences météorologiques communes aux données de sondages verticaux,D03003,,,B10003,Géopotentiel,,,Operational
03,Séquences météorologiques communes aux données de sondages verticaux,D03003,,,B12001,Température/température de l'air,,,Operational
03,Séquences météorologiques communes aux données de sondages verticaux,D03003,,,B12003,Température du point de rosée,,,Operational
03,Séquences météorologiques communes aux données de sondages verticaux,D03004,,,B07004,Pression,,,Operational
03,Séquences météorologiques communes aux données de sondages verticaux,D03004,,,B10003,Géopotentiel,,,Operational
03,Séquences météorologiques communes aux données de sondages verticaux,D03004,,,B12001,Température/température de l'air,,,Operational
03,Séquences météorologiques communes aux données de sondages verticaux,D03004,,,B12003,Température du point de rosée,,,Operational
03,Séquences météorologiques communes aux données de sondages verticaux,D03004,,,B11001,Direction du vent,,,Operational
03,Séquences météorologiques communes aux données de sondages verticaux,D03004,,,B11002,Vitesse du vent,,,Operational
03,Séquences météorologiques communes aux données de sondages verticaux,D03011,Vent à hauteur,,B07003,Géopotentiel,,,Operational
03,Séquences météorologiques communes aux données de sondages verticaux,D03011,Vent à hauteur,,B08001,Signification de sondage vertical,,,Operational
03,Séquences météorologiques communes aux données de sondages verticaux,D03011,Vent à hauteur,,B11001,Direction du vent,,,Operational
03,Séquences météorologiques communes aux données de sondages verticaux,D03011,Vent à hauteur,,B11002,Vitesse du vent,,,Operational
03,Séquences météorologiques communes aux données de sondages verticaux,D03012,Vent au niveau de pression,,B07004,Pression,,,Operational
