Id,Category,CategoryOfSequences_fr,FXY1,Title_fr,SubTitle_fr,FXY2,ElementName_fr,ElementDescription_fr,Note_fr,noteIDs,Status
bufr4/3/07/001/1/301031,07,Séquences de rapports de surface (mer),307001,Station à basse altitude,,301031,"Identification et type de station, date/heure, emplacement (haute précision), mouvement",,,,Operational
bufr4/3/07/001/2/302011,07,Séquences de rapports de surface (mer),307001,Station à basse altitude,,302011,Station à basse altitude,Rapport de surface de base,,,Operational
bufr4/3/07/002/1/301032,07,Séquences de rapports de surface (mer),307002,Station à basse altitude,,301032,"Identification et type de station, date/heure, emplacement (haute précision), mouvement",,,,Operational
bufr4/3/07/002/2/302011,07,Séquences de rapports de surface (mer),307002,Station à basse altitude,,302011,Station à basse altitude,Rapport de surface de base,,,Operational
bufr4/3/07/003/1/307001,07,Séquences de rapports de surface (mer),307003,Station à basse altitude,,307001,Station à basse altitude,Localisation (haute précision) et rapport de base,,,Operational
bufr4/3/07/003/2/101000,07,Séquences de rapports de surface (mer),307003,Station à basse altitude,,101000,Réplication différée de 6 descripteurs,,,,Operational
bufr4/3/07/003/3/031001,07,Séquences de rapports de surface (mer),307003,Station à basse altitude,,031001,Facteur de réplication différée des descripteurs,,,,Operational
bufr4/3/07/003/4/302005,07,Séquences de rapports de surface (mer),307003,Station à basse altitude,,302005,Couche de nuage,,,,Operational
bufr4/3/07/004/1/307002,07,Séquences de rapports de surface (mer),307004,Station à basse altitude,,307002,Station à basse altitude,Localisation (haute précision) et rapport de base,,,Operational
bufr4/3/07/004/2/101000,07,Séquences de rapports de surface (mer),307004,Station à basse altitude,,101000,Réplication différée de 6 descripteurs,,,,Operational
bufr4/3/07/004/3/031001,07,Séquences de rapports de surface (mer),307004,Station à basse altitude,,031001,Facteur de réplication différée des descripteurs,,,,Operational
bufr4/3/07/004/4/302005,07,Séquences de rapports de surface (mer),307004,Station à basse altitude,,302005,Couche de nuage,,,,Operational
bufr4/3/07/005/1/307001,07,Séquences de rapports de surface (mer),307005,Station à basse altitude,,307001,Station à basse altitude,Localisation (haute précision) et rapport de base,,,Operational
bufr4/3/07/005/2/101004,07,Séquences de rapports de surface (mer),307005,Station à basse altitude,,101004,Répliquer 5 descripteurs 2 fois,,,,Operational
bufr4/3/07/005/3/302005,07,Séquences de rapports de surface (mer),307005,Station à basse altitude,,302005,Couche de nuage,Couches,,,Operational
bufr4/3/07/006/1/307002,07,Séquences de rapports de surface (mer),307006,Station à basse altitude,,307002,Station à basse altitude,Localisation (haute précision) et rapport de base,,,Operational
bufr4/3/07/006/2/101004,07,Séquences de rapports de surface (mer),307006,Station à basse altitude,,101004,Répliquer 5 descripteurs 2 fois,,,,Operational
bufr4/3/07/006/3/302005,07,Séquences de rapports de surface (mer),307006,Station à basse altitude,,302005,Couche de nuage,Couches,,,Operational
bufr4/3/07/007/1/301031,07,Séquences de rapports de surface (mer),307007,Station à basse altitude,,301031,"Identification et type de station, date/heure, emplacement (haute précision), mouvement",,,,Operational
bufr4/3/07/007/2/302012,07,Séquences de rapports de surface (mer),307007,Station à basse altitude,,302012,Station à basse altitude,Rapport de surface de base,,,Operational
