Id,ClassNo,ClassName_fr,FXY,ElementName_fr,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_fr,noteIDs,Status
bufr4/0/06/001,06,Emplacement (horizontal - 1),006001,Latitude (haute précision),deg,5,-18000000,26,deg,5,8,,,Operational
bufr4/0/06/002,06,Emplacement (horizontal - 1),006002,Longitude alternative (précision approximative),deg,2,-18000,16,deg,2,5,,,Operational
bufr4/0/06/011,06,Emplacement (horizontal - 1),006011,Incrément de longitude (haute précision),deg,5,-18000000,26,deg,5,8,,,Operational
bufr4/0/06/012,06,Emplacement (horizontal - 1),006012,Incrément de longitude (haute précision),deg,2,-18000,16,deg,2,5,,,Operational
bufr4/0/06/015,06,Emplacement (horizontal - 1),006015,Déplacement de longitude (haute précision),deg,5,-18000000,26,deg,5,8,,,Operational
bufr4/0/06/016,06,Emplacement (horizontal - 1),006016,Déplacement de longitude (haute précision),deg,2,-18000,16,deg,2,5,,,Operational
bufr4/0/06/021,06,Emplacement (horizontal - 1),006021,Distance,m,-1,0,13,m,-1,4,,,Operational
bufr4/0/06/029,06,Emplacement (horizontal - 1),006029,Nombre d'onde,/m,1,0,22,/m,1,7,,,Operational
bufr4/0/06/030,06,Emplacement (horizontal - 1),006030,Nombre d'onde (spectral),rad/m,5,0,13,rad/m,5,4,,,Operational
bufr4/0/06/031,06,Emplacement (horizontal - 1),006031,Numéro de colonne,Numeric,0,0,12,Numeric,0,4,,,Operational
bufr4/0/06/032,06,Emplacement (horizontal - 1),006032,Décalage Y,m,2,-1073741824,31,m,2,11,(voir la Note 3),183,Operational
bufr4/0/06/033,06,Emplacement (horizontal - 1),006033,Taille de pixel sur l’horizontale - 1,m,-1,0,16,m,-1,5,,,Operational
bufr4/0/06/034,06,Emplacement (horizontal - 1),006034,Numéro de cellule transversale,Numeric,0,0,7,Numeric,0,3,,,Operational
bufr4/0/06/035,06,Emplacement (horizontal - 1),006035,Taille maximale de la dimension y,Numeric,0,0,12,Numeric,0,4,,,Operational
bufr4/0/06/040,06,Emplacement (horizontal - 1),006040,Rayon de confiance,m,0,0,13,m,0,4,,,Operational
bufr4/0/06/041,06,Emplacement (horizontal - 1),006041,Numéro d'échantillon de balayage terrestre,Numeric,0,0,11,Numeric,0,4,,,Operational
bufr4/0/06/042,06,Emplacement (horizontal - 1),006042,Numéro d'échantillon de balayage spatial/lunaire,Numeric,0,0,6,Numeric,0,2,,,Operational
bufr4/0/06/043,06,Emplacement (horizontal - 1),006043,Latitude du point sous-satellite,deg,4,-1800000,22,deg,4,8,,,Operational
