Id,ClassNo,ClassName_fr,FXY,ElementName_fr,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_fr,noteIDs,Status
bufr4/0/30/001,30,Image,030001,(Ligne non encodée par longueur d'exécution pour la valeur de pixel (4 bits)),Numeric,0,0,4,Numeric,0,2,,,Operational
bufr4/0/30/002,30,Image,030002,Valeur de pixel (8 bits),Numeric,0,0,8,Numeric,0,3,,,Operational
bufr4/0/30/004,30,Image,030004,Valeur de pixel (8 bits),Numeric,0,0,16,Numeric,0,5,,,Operational
bufr4/0/30/010,30,Image,030010,Nombre de points de grille,Numeric,0,0,13,Numeric,0,4,,,Operational
bufr4/0/30/021,30,Image,030021,Nombre de pixels par ligne,Numeric,0,0,12,Numeric,0,4,,,Operational
bufr4/0/30/022,30,Image,030022,Nombre de pixels par ligne,Numeric,0,0,12,Numeric,0,4,,,Operational
bufr4/0/30/031,30,Image,030031,Type d'image,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/30/032,30,Image,030032,Combinaison avec d'autres données,Flag table,0,0,16,Flag table,0,6,,,Operational
bufr4/0/30/033,30,Image,030033,Nombre de compartiments le long du radial,Numeric,0,0,12,Numeric,0,4,,,Operational
bufr4/0/30/034,30,Image,030034,Nombre de regards d'azimut,Numeric,0,0,12,Numeric,0,4,,,Operational
