Id,Category,CategoryOfSequences_fr,FXY1,Title_fr,SubTitle_fr,FXY2,ElementName_fr,ElementDescription_fr,Note_fr,noteIDs,Status
bufr4/3/02/001/1/010004,02,Séquences météorologiques communes aux données de sondages verticaux,302001,Changement de pression sur 3 heures,,010004,Pression,Sous le niveau de la station,,,Operational
bufr4/3/02/001/2/010051,02,Séquences météorologiques communes aux données de sondages verticaux,302001,Changement de pression sur 3 heures,,010051,Pression réduite au niveau moyen de la mer,,,,Operational
bufr4/3/02/001/3/010061,02,Séquences météorologiques communes aux données de sondages verticaux,302001,Changement de pression sur 3 heures,,010061,Changement de pression sur 3 heures,,,,Operational
bufr4/3/02/001/4/010063,02,Séquences météorologiques communes aux données de sondages verticaux,302001,Changement de pression sur 3 heures,,010063,Caractéristique de la tendance de pression,,,,Operational
bufr4/3/02/002/1/010004,02,Séquences météorologiques communes aux données de sondages verticaux,302002,Station à basse altitude,,010004,Pression,Sous le niveau de la station,,,Operational
bufr4/3/02/002/2/007004,02,Séquences météorologiques communes aux données de sondages verticaux,302002,Station à basse altitude,,007004,Pression,Niveau de pression standard,,,Operational
bufr4/3/02/002/3/010003,02,Séquences météorologiques communes aux données de sondages verticaux,302002,Station à basse altitude,,010003,Géopotentiel,Niveau de pression standard,,,Operational
bufr4/3/02/002/4/010061,02,Séquences météorologiques communes aux données de sondages verticaux,302002,Station à basse altitude,,010061,Changement de pression sur 3 heures,,,,Operational
bufr4/3/02/002/5/010063,02,Séquences météorologiques communes aux données de sondages verticaux,302002,Station à basse altitude,,010063,Caractéristique de la tendance de pression,,,,Operational
bufr4/3/02/003/1/011011,02,Séquences météorologiques communes aux données de sondages verticaux,302003,"(Vent, température, humidité, visibilité, météo)",,011011,Modéliser la direction du vent à 10 m,,,,Operational
bufr4/3/02/003/2/011012,02,Séquences météorologiques communes aux données de sondages verticaux,302003,"(Vent, température, humidité, visibilité, météo)",,011012,Vitesse du vent,,,,Operational
bufr4/3/02/003/3/012004,02,Séquences météorologiques communes aux données de sondages verticaux,302003,"(Vent, température, humidité, visibilité, météo)",,012004,Température de l'air à 2 m,,,,Operational
bufr4/3/02/003/4/012006,02,Séquences météorologiques communes aux données de sondages verticaux,302003,"(Vent, température, humidité, visibilité, météo)",,012006,Température du point de rosée,,,,Operational
bufr4/3/02/003/5/013003,02,Séquences météorologiques communes aux données de sondages verticaux,302003,"(Vent, température, humidité, visibilité, météo)",,013003,Humidité relative,,,,Operational
bufr4/3/02/003/6/020001,02,Séquences météorologiques communes aux données de sondages verticaux,302003,"(Vent, température, humidité, visibilité, météo)",,020001,(Visibilité horizontale),,,,Operational
bufr4/3/02/003/7/020003,02,Séquences météorologiques communes aux données de sondages verticaux,302003,"(Vent, température, humidité, visibilité, météo)",,020003,Temps présent,,,,Operational
bufr4/3/02/003/8/020004,02,Séquences météorologiques communes aux données de sondages verticaux,302003,"(Vent, température, humidité, visibilité, météo)",,020004,Temps passé (1),,,,Operational
bufr4/3/02/003/9/020005,02,Séquences météorologiques communes aux données de sondages verticaux,302003,"(Vent, température, humidité, visibilité, météo)",,020005,Temps passé (1),,,,Operational
bufr4/3/02/004/1/020010,02,Séquences météorologiques communes aux données de sondages verticaux,302004,Informations générales sur le cloud,,020010,Couverture nuageuse (totale),,,,Operational
bufr4/3/02/004/2/008002,02,Séquences météorologiques communes aux données de sondages verticaux,302004,Informations générales sur le cloud,,008002,Signification verticale (observations satellitaires),,,,Operational
bufr4/3/02/004/3/020011,02,Séquences météorologiques communes aux données de sondages verticaux,302004,Informations générales sur le cloud,,020011,Quantité de nuages,,,,Operational
bufr4/3/02/004/4/020013,02,Séquences météorologiques communes aux données de sondages verticaux,302004,Informations générales sur le cloud,,020013,Hauteur du sommet du nuage,,,,Operational
bufr4/3/02/004/5/020012,02,Séquences météorologiques communes aux données de sondages verticaux,302004,Informations générales sur le cloud,,020012,Type de nuage,,,,Operational
bufr4/3/02/004/6/020012,02,Séquences météorologiques communes aux données de sondages verticaux,302004,Informations générales sur le cloud,,020012,Type de nuage,,,,Operational
bufr4/3/02/004/7/020012,02,Séquences météorologiques communes aux données de sondages verticaux,302004,Informations générales sur le cloud,,020012,Type de nuage,,,,Operational
bufr4/3/02/005/1/008002,02,Séquences météorologiques communes aux données de sondages verticaux,302005,Couche de nuage,,008002,Signification verticale (observations satellitaires),,,,Operational
bufr4/3/02/005/2/020011,02,Séquences météorologiques communes aux données de sondages verticaux,302005,Couche de nuage,,020011,Quantité de nuages,,,,Operational
