Category,CategoryOfSequences_fr,FXY1,Title_fr,SubTitle_fr,FXY2,ElementName_fr,ElementDescription_fr,Note_fr,Status
06,Séquences de rapports océanographiques,D06001,"Profondeur, température",,B02032,Indicateur pour la numérisation,,,Operational
06,Séquences de rapports océanographiques,D06001,"Profondeur, température",,R02000,Réplication différée de 6 descripteurs,,,Operational
06,Séquences de rapports océanographiques,D06001,"Profondeur, température",,B07062,Profondeur sous la surface de la mer/de l'eau,,,Operational
06,Séquences de rapports océanographiques,D06001,"Profondeur, température",,B22042,Température de la surface de la mer,,,Operational
06,Séquences de rapports océanographiques,D06002,(Actuel),,B02031,Durée et temps de la mesure actuelle,,,Operational
06,Séquences de rapports océanographiques,D06002,(Actuel),,B22004,Direction du courant,,,Operational
06,Séquences de rapports océanographiques,D06002,(Actuel),,B22031,Vitesse du courant,,,Operational
06,Séquences de rapports océanographiques,D06003,(Vent de surface et température),,B02002,Type d'instrumentation pour la mesure du vent,,,Operational
06,Séquences de rapports océanographiques,D06003,(Vent de surface et température),,B11011,Modéliser la direction du vent à 10 m,,,Operational
06,Séquences de rapports océanographiques,D06003,(Vent de surface et température),,B11012,Vitesse du vent,,,Operational
06,Séquences de rapports océanographiques,D06003,(Vent de surface et température),,B12004,Température de l'air à 2 m,,,Operational
06,Séquences de rapports océanographiques,D06004,"Profondeur, température, salinité",,B02032,Indicateur pour la numérisation,,,Operational
06,Séquences de rapports océanographiques,D06004,"Profondeur, température, salinité",,B02033,Méthode de mesure de salinité/profondeur,,,Operational
06,Séquences de rapports océanographiques,D06004,"Profondeur, température, salinité",,R03000,Réplication différée de 6 descripteurs,,,Operational
06,Séquences de rapports océanographiques,D06004,"Profondeur, température, salinité",,B07062,Profondeur sous la surface de la mer/de l'eau,,,Operational
06,Séquences de rapports océanographiques,D06004,"Profondeur, température, salinité",,B22043,Température de la surface de la mer,,,Operational
06,Séquences de rapports océanographiques,D06004,"Profondeur, température, salinité",,B22062,Salinité à un niveau,,,Operational
06,Séquences de rapports océanographiques,D06005,,,B02031,Durée et temps de la mesure actuelle,,,Operational
06,Séquences de rapports océanographiques,D06005,,,R03000,Réplication différée de 6 descripteurs,,,Operational
06,Séquences de rapports océanographiques,D06005,,,B07062,Profondeur sous la surface de la mer/de l'eau,,,Operational
06,Séquences de rapports océanographiques,D06005,,,B22004,Direction du courant,,,Operational
06,Séquences de rapports océanographiques,D06005,,,B22031,Vitesse du courant,,,Operational
06,Séquences de rapports océanographiques,D06006,(Paramètres de sondage sous-marin (facultatif)),,D06003,(Vent de surface et température),,,Operational
06,Séquences de rapports océanographiques,D06006,(Paramètres de sondage sous-marin (facultatif)),,D06002,(Actuel),,,Operational
06,Séquences de rapports océanographiques,D06006,(Paramètres de sondage sous-marin (facultatif)),,B22063,Profondeur totale de l'eau,,,Operational
06,Séquences de rapports océanographiques,D06007,(Paramètres de bloc de rechange de bouée),,B01012,Vitesse de mouvement de la plateforme d'observation mobile,,,Operational
06,Séquences de rapports océanographiques,D06007,(Paramètres de bloc de rechange de bouée),,B01014,Vitesse de dérive de la plateforme (haute précision),,,Operational
06,Séquences de rapports océanographiques,D06007,(Paramètres de bloc de rechange de bouée),,D06008,Paramètres d'instrumentation de bouée,,,Operational
06,Séquences de rapports océanographiques,D06007,(Paramètres de bloc de rechange de bouée),,B04024,Période de temps ou déplacement,,,Operational
06,Séquences de rapports océanographiques,D06007,(Paramètres de bloc de rechange de bouée),,B27003,Longitude alternative (précision approximative),,,Operational
06,Séquences de rapports océanographiques,D06007,(Paramètres de bloc de rechange de bouée),,B28003,Longitude alternative (précision approximative),,,Operational
06,Séquences de rapports océanographiques,D06008,Paramètres d'instrumentation de bouée,,B02034,Type de drogue,,,Operational
06,Séquences de rapports océanographiques,D06008,Paramètres d'instrumentation de bouée,,B02035,Longueur de câble,,,Operational
06,Séquences de rapports océanographiques,D06008,Paramètres d'instrumentation de bouée,,B02036,Type de bouée,,,Operational
06,Séquences de rapports océanographiques,D06011,"(Séquence pour la représentation de l'identification de la station de marée, méthode de transmission, heure de transmission du message et heure de référence pour les rapports dans une série chronologique)",,D01021,Latitude (haute précision),,,Operational
06,Séquences de rapports océanographiques,D06011,"(Séquence pour la représentation de l'identification de la station de marée, méthode de transmission, heure de transmission du message et heure de référence pour les rapports dans une série chronologique)",,B01075,Identification de la station de marée,ID alphanumérique (5 caractères),,Operational
06,Séquences de rapports océanographiques,D06011,"(Séquence pour la représentation de l'identification de la station de marée, méthode de transmission, heure de transmission du message et heure de référence pour les rapports dans une série chronologique)",,B02147,Méthode de transmission au centre de collecte,,,Operational
06,Séquences de rapports océanographiques,D06011,"(Séquence pour la représentation de l'identification de la station de marée, méthode de transmission, heure de transmission du message et heure de référence pour les rapports dans une série chronologique)",,D01011,"Année, mois, jour",,,Operational
06,Séquences de rapports océanographiques,D06011,"(Séquence pour la représentation de l'identification de la station de marée, méthode de transmission, heure de transmission du message et heure de référence pour les rapports dans une série chronologique)",,D01013,"Heure, minute, seconde",,,Operational
06,Séquences de rapports océanographiques,D06012,"(Séquence pour la représentation du type de capteur, qualificateur significatif pour capteur et état de fonctionnement)",,B02007,Type de capteur pour instrument de mesure du niveau d'eau,,,Operational
06,Séquences de rapports océanographiques,D06012,"(Séquence pour la représentation du type de capteur, qualificateur significatif pour capteur et état de fonctionnement)",,B08015,Qualificateur significatif pour capteur,,,Operational
06,Séquences de rapports océanographiques,D06012,"(Séquence pour la représentation du type de capteur, qualificateur significatif pour capteur et état de fonctionnement)",,B08032,Statut de l'opération,,,Operational
06,Séquences de rapports océanographiques,D06012,"(Séquence pour la représentation du type de capteur, qualificateur significatif pour capteur et état de fonctionnement)",,D06029,Séquence pour la représentation des informations d'échantillonnage du tsunamètre concernant les hauteurs de colonne d'eau dans le rapport de série chronologique,,,Operational
06,Séquences de rapports océanographiques,D06013,(Séquence pour la représentation du niveau d'eau et du résiduel dans la série chronologique),,D06012,"(Séquence pour la représentation du type de capteur, qualificateur significatif pour capteur et état de fonctionnement)",,,Operational
06,Séquences de rapports océanographiques,D06013,(Séquence pour la représentation du niveau d'eau et du résiduel dans la série chronologique),,D01011,"Année, mois, jour",Date de référence pour la série chronologique,,Operational
06,Séquences de rapports océanographiques,D06013,(Séquence pour la représentation du niveau d'eau et du résiduel dans la série chronologique),,D01013,"Heure, minute, seconde",Date de référence pour la série chronologique,,Operational
06,Séquences de rapports océanographiques,D06013,(Séquence pour la représentation du niveau d'eau et du résiduel dans la série chronologique),,B22120,Vérification automatisée du niveau d'eau de la station de marée,,,Operational
06,Séquences de rapports océanographiques,D06013,(Séquence pour la représentation du niveau d'eau et du résiduel dans la série chronologique),,B22121,Vérification automatisée du niveau d'eau de la station de marée,,,Operational
06,Séquences de rapports océanographiques,D06013,(Séquence pour la représentation du niveau d'eau et du résiduel dans la série chronologique),,B04015,Incrément horaire,Ajouté pour réinitialiser l'heure de référence,,Operational
06,Séquences de rapports océanographiques,D06013,(Séquence pour la représentation du niveau d'eau et du résiduel dans la série chronologique),,B04065,Court intervalle de temps,Ajouté à chaque valeur de données dans la série chronologique,,Operational
06,Séquences de rapports océanographiques,D06013,(Séquence pour la représentation du niveau d'eau et du résiduel dans la série chronologique),,R02000,Réplication différée de 6 descripteurs,,,Operational
06,Séquences de rapports océanographiques,D06013,(Séquence pour la représentation du niveau d'eau et du résiduel dans la série chronologique),,B22038,Élévation de marée par rapport au zéro hydrographique local,,,Operational
06,Séquences de rapports océanographiques,D06013,(Séquence pour la représentation du niveau d'eau et du résiduel dans la série chronologique),,B22040,Élévation résiduelle de marée météorologique (surcote ou décalage),,,Operational
06,Séquences de rapports océanographiques,D06014,(Séquence pour la représentation du niveau d'eau et du résiduel dans la série chronologique),,D06012,"(Séquence pour la représentation du type de capteur, qualificateur significatif pour capteur et état de fonctionnement)",,,Operational
06,Séquences de rapports océanographiques,D06014,(Séquence pour la représentation du niveau d'eau et du résiduel dans la série chronologique),,D01011,"Année, mois, jour",Date de référence pour la série chronologique,,Operational
06,Séquences de rapports océanographiques,D06014,(Séquence pour la représentation du niveau d'eau et du résiduel dans la série chronologique),,D01013,"Heure, minute, seconde",Date de référence pour la série chronologique,,Operational
06,Séquences de rapports océanographiques,D06014,(Séquence pour la représentation du niveau d'eau et du résiduel dans la série chronologique),,B22120,Vérification automatisée du niveau d'eau de la station de marée,,,Operational
06,Séquences de rapports océanographiques,D06014,(Séquence pour la représentation du niveau d'eau et du résiduel dans la série chronologique),,B22121,Vérification automatisée du niveau d'eau de la station de marée,,,Operational
06,Séquences de rapports océanographiques,D06014,(Séquence pour la représentation du niveau d'eau et du résiduel dans la série chronologique),,B04015,Incrément horaire,Ajouté pour réinitialiser l'heure de référence,,Operational
06,Séquences de rapports océanographiques,D06014,(Séquence pour la représentation du niveau d'eau et du résiduel dans la série chronologique),,B04065,Court intervalle de temps,Ajouté à chaque valeur de données dans la série chronologique,,Operational
06,Séquences de rapports océanographiques,D06014,(Séquence pour la représentation du niveau d'eau et du résiduel dans la série chronologique),,R01000,Réplication différée de 6 descripteurs,,,Operational
06,Séquences de rapports océanographiques,D06014,(Séquence pour la représentation du niveau d'eau et du résiduel dans la série chronologique),,B22038,Élévation de marée par rapport au zéro hydrographique local,,,Operational
06,Séquences de rapports océanographiques,D06016,Séquence pour la représentation des observations météorologiques auxiliaires,,D01011,"Année, mois, jour",Date de référence pour la série chronologique,,Operational
06,Séquences de rapports océanographiques,D06016,Séquence pour la représentation des observations météorologiques auxiliaires,,D01013,"Heure, minute, seconde",Date de référence pour la série chronologique,,Operational
06,Séquences de rapports océanographiques,D06016,Séquence pour la représentation des observations météorologiques auxiliaires,,B10004,Pression,Sous le niveau de la station,,Operational
06,Séquences de rapports océanographiques,D06016,Séquence pour la représentation des observations météorologiques auxiliaires,,B10051,Pression réduite au niveau moyen de la mer,,,Operational
06,Séquences de rapports océanographiques,D06016,Séquence pour la représentation des observations météorologiques auxiliaires,,D02032,Données de température et d'humidité,,,Operational
06,Séquences de rapports océanographiques,D06016,Séquence pour la représentation des observations météorologiques auxiliaires,,B07032,Ajusté à ou par rapport à la hauteur représentative du capteur au-dessus du sol local (ou du pont de la plateforme marine),,,Operational
06,Séquences de rapports océanographiques,D06016,Séquence pour la représentation des observations météorologiques auxiliaires,,B02002,Type d'instrumentation pour la mesure du vent,,,Operational
