Id,FXY,ElementName_fr,CodeFigure,EntryName_fr,EntryName_sub1_fr,EntryName_sub2_fr,Note_fr,noteIDs,Status
bufr4/0/25/004/0,025004,Traitement d'écho,0,Incohérent,,,,,Operational
bufr4/0/25/004/1,025004,Traitement d'écho,1,Cohérent (Doppler),,,,,Operational
bufr4/0/25/004/2,025004,Traitement d'écho,2,Réservé,,,,,Operational
bufr4/0/25/004/3,025004,Traitement d'écho,3,Valeur manquante,,,,,Operational
bufr4/0/25/005/0,025005,Intégration d'écho,0,"Logarithme - 2,5 dB",,,,,Operational
bufr4/0/25/005/1,025005,Intégration d'écho,1,Linéaire,,,,,Operational
bufr4/0/25/005/2,025005,Intégration d'écho,2,Spécial,,,,,Operational
bufr4/0/25/005/3,025005,Intégration d'écho,3,Valeur manquante,,,,,Operational
bufr4/0/25/006/0,025006,Conversion de Z en R,0,Conversion de Z en R,,,,,Operational
bufr4/0/25/006/1,025006,Conversion de Z en R,1,"(ZH, ZDR) à (NO, DO) à R",,,,,Operational
bufr4/0/25/006/2,025006,Conversion de Z en R,2,"(Z (F1), Z (F2)) à atténuation à R",,,,,Operational
bufr4/0/25/006/3-5,025006,Conversion de Z en R,3-5,Réservé,,,,,Operational
bufr4/0/25/006/6,025006,Conversion de Z en R,6,Autre,,,,,Operational
bufr4/0/25/006/7,025006,Conversion de Z en R,7,Valeur manquante,,,,,Operational
bufr4/0/25/009/1,025009,Méthode d'étalonnage,1,Aucun,,,,,Deprecated
bufr4/0/25/009/2,025009,Méthode d'étalonnage,2,Cible ou signal d'étalonnage,,,,,Deprecated
bufr4/0/25/009/3,025009,Méthode d'étalonnage,3,Contre les pluviomètres,,,,,Deprecated
bufr4/0/25/009/4,025009,Méthode d'étalonnage,4,Contre d'autres instruments (disdromètre - atténuation),,,,,Deprecated
bufr4/0/25/009/All-4,025009,Méthode d'étalonnage,All 4,Valeur manquante,,,,,Deprecated
bufr4/0/25/010/0,025010,Traitement du désordre,0,Aucun,,,,,Operational
bufr4/0/25/010/1,025010,Traitement du désordre,1,Carte,,,,,Operational
bufr4/0/25/010/2,025010,Traitement du désordre,2,Insertion de données d'altitude supérieure et de carte,,,,,Operational
bufr4/0/25/010/3,025010,Traitement du désordre,3,Analyse du signal logarithmique fluctuant (détection de fouillis),,,,,Operational
bufr4/0/25/010/4,025010,Traitement du désordre,4,Extraction de la partie fluctuante du signal linéaire (suppression de fouillis),,,,,Operational
bufr4/0/25/010/5,025010,Traitement du désordre,5,Suppression du fouillis - Doppler,,,,,Operational
bufr4/0/25/010/6,025010,Traitement du désordre,6,Analyse multiparamétrique,,,,,Operational
bufr4/0/25/010/7-14,025010,Traitement du désordre,7-14,Réservé,,,,,Operational
bufr4/0/25/010/15,025010,Traitement du désordre,15,Valeur manquante,,,,,Operational
bufr4/0/25/011/0,025011,Correction d'occultation au sol (filtrage),0,Aucun,,,,,Operational
bufr4/0/25/011/1,025011,Correction d'occultation au sol (filtrage),1,Carte des facteurs de correction,,,,,Operational
bufr4/0/25/011/2,025011,Correction d'occultation au sol (filtrage),2,Interpolation (azimut ou élévation),,,,,Operational
bufr4/0/25/011/3,025011,Correction d'occultation au sol (filtrage),3,Valeur manquante,,,,,Operational
bufr4/0/25/012/0,025012,Correction d'atténuation de portée,0,Matériel,,,,,Operational
bufr4/0/25/012/1,025012,Correction d'atténuation de portée,1,Logiciel,,,,,Operational
bufr4/0/25/012/2,025012,Correction d'atténuation de portée,2,Matériel,,,,,Operational
bufr4/0/25/012/3,025012,Correction d'atténuation de portée,3,Valeur manquante,,,,,Operational
bufr4/0/25/013/1,025013,Correction de la bande brillante,1,Correction de la bande brillante,,,,,Operational
bufr4/0/25/013/All-2,025013,Correction de la bande brillante,All 2,Valeur manquante,,,,,Operational
bufr4/0/25/015/1,025015,Correction de l'atténuation du radôme,1,Correction de l'atténuation du radôme,,,,,Operational
bufr4/0/25/015/All-2,025015,Correction de l'atténuation du radôme,All 2,Valeur manquante,,,,,Operational
bufr4/0/25/017/1,025017,Correction d'atténuation des précipitations,1,Correction d'atténuation des précipitations,,,,,Operational
bufr4/0/25/017/All-2,025017,Correction d'atténuation des précipitations,All 2,Valeur manquante,,,,,Operational
bufr4/0/25/020/0,025020,Estimation de la vitesse moyenne,0,TFR (transformée de Fourier rapide),,,,,Operational
bufr4/0/25/020/1,025020,Estimation de la vitesse moyenne,1,PPP (traitement par paires d'impulsions),,,,,Operational
bufr4/0/25/020/2,025020,Estimation de la vitesse moyenne,2,Changement de phase vectoriel (VPC),,,,,Operational
bufr4/0/25/020/3,025020,Estimation de la vitesse moyenne,3,Valeur manquante,,,,,Operational
bufr4/0/25/021/1,025021,Amélioration du calcul du vent,1,Moyenne simple,,,,,Operational
bufr4/0/25/021/2,025021,Amélioration du calcul du vent,2,Moyenne consensuelle,,,,,Operational
bufr4/0/25/021/3,025021,Amélioration du calcul du vent,3,Vérification médiane,,,,,Operational
bufr4/0/25/021/4,025021,Amélioration du calcul du vent,4,Vérification de cohérence verticale,,,,,Operational
bufr4/0/25/021/5,025021,Amélioration du calcul du vent,5,Autre,,,,,Operational
bufr4/0/25/021/6-7,025021,Amélioration du calcul du vent,6-7,Réservé,,,,,Operational
bufr4/0/25/021/All-8,025021,Amélioration du calcul du vent,All 8,Valeur manquante,,,,,Operational
bufr4/0/25/022/1,025022,Drapeau de rejet GHRSST,1,Non traité,,,,,Operational
bufr4/0/25/022/2,025022,Drapeau de rejet GHRSST,2,Terre suspectée,,,,,Operational
bufr4/0/25/022/3,025022,Drapeau de rejet GHRSST,3,Vitesse du vent trop élevée,,,,,Operational
bufr4/0/25/022/4,025022,Drapeau de rejet GHRSST,4,Glace détectée,,,,,Operational
bufr4/0/25/022/5,025022,Drapeau de rejet GHRSST,5,Pluie détectée (uniquement par récupérations micro-ondes),,,,,Operational
bufr4/0/25/022/6,025022,Drapeau de rejet GHRSST,6,Nuageux détecté (retrouvailles infrarouges uniquement),,,,,Operational
bufr4/0/25/022/7,025022,Drapeau de rejet GHRSST,7,Valeur cosmétique,,,,,Operational
bufr4/0/25/022/8,025022,Drapeau de rejet GHRSST,8,SST hors plage,,,,,Operational
bufr4/0/25/022/All-9,025022,Drapeau de rejet GHRSST,All 9,Valeur manquante,,,,,Operational
bufr4/0/25/023/1,025023,Drapeau de confiance GHRSST,1,La valeur de confiance par défaut a été utilisée,,,,,Operational
bufr4/0/25/023/2,025023,Drapeau de confiance GHRSST,2,Biais par défaut et écart type ont été utilisés,,,,,Operational
