Id,ClassNo,ClassName_fr,FXY,ElementName_fr,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_fr,noteIDs,Status
bufr4/0/05/001,05,Emplacement (horizontal - 1),005001,Latitude (haute précision),deg,5,-9000000,25,deg,5,7,,,Operational
bufr4/0/05/002,05,Emplacement (horizontal - 1),005002,Latitude (haute précision),deg,2,-9000,15,deg,2,4,,,Operational
bufr4/0/05/011,05,Emplacement (horizontal - 1),005011,Latitude (haute précision),deg,5,-9000000,25,deg,5,7,,,Operational
bufr4/0/05/012,05,Emplacement (horizontal - 1),005012,Longitude alternative (précision approximative),deg,2,-9000,15,deg,2,4,,,Operational
bufr4/0/05/015,05,Emplacement (horizontal - 1),005015,Déplacement de longitude (haute précision),deg,5,-9000000,25,deg,5,7,,,Operational
bufr4/0/05/016,05,Emplacement (horizontal - 1),005016,Déplacement de longitude (haute précision),deg,2,-9000,15,deg,2,4,,,Operational
bufr4/0/05/021,05,Emplacement (horizontal - 1),005021,Relèvement ou angle d'azimut,degree true,2,0,16,degree true,2,5,,,Operational
bufr4/0/05/022,05,Emplacement (horizontal - 1),005022,Azimut solaire,degree true,2,0,16,degree true,2,5,,,Operational
bufr4/0/05/023,05,Emplacement (horizontal - 1),005023,Différence d'azimut entre le soleil et le satellite,deg,1,-1800,12,deg,1,4,,,Operational
bufr4/0/05/030,05,Emplacement (horizontal - 1),005030,Direction (spectral),deg,0,0,12,deg,0,4,,,Operational
bufr4/0/05/031,05,Emplacement (horizontal - 1),005031,Numéro de rangée,Numeric,0,0,12,Numeric,0,4,,,Operational
bufr4/0/05/032,05,Emplacement (horizontal - 1),005032,Décalage Y,m,2,-1073741824,31,m,2,11,(voir la Note 3),184,Operational
bufr4/0/05/033,05,Emplacement (horizontal - 1),005033,Taille de pixel sur l’horizontale - 1,m,-1,0,16,m,-1,5,,,Operational
bufr4/0/05/034,05,Emplacement (horizontal - 1),005034,Numéro de rangée le long de la trajectoire,Numeric,0,0,11,Numeric,0,4,,,Operational
bufr4/0/05/035,05,Emplacement (horizontal - 1),005035,Taille maximale de la dimension x,Numeric,0,0,12,Numeric,0,4,,,Operational
bufr4/0/05/036,05,Emplacement (horizontal - 1),005036,Numéro de ligne de navire selon SOOP,Numeric,0,0,7,Numeric,0,2,,,Operational
bufr4/0/05/040,05,Emplacement (horizontal - 1),005040,Numéro d'orbite,Numeric,0,0,24,Numeric,0,8,,,Operational
bufr4/0/05/041,05,Emplacement (horizontal - 1),005041,Numéro de ligne de balayage,Numeric,0,0,8,Numeric,0,3,,,Operational
bufr4/0/05/042,05,Emplacement (horizontal - 1),005042,Numéro de canal,Numeric,0,0,6,Numeric,0,2,,,Operational
bufr4/0/05/043,05,Emplacement (horizontal - 1),005043,Numéro de champ de vision,Numeric,0,0,8,Numeric,0,3,,,Operational
bufr4/0/05/044,05,Emplacement (horizontal - 1),005044,Numéro de cycle satellite,Numeric,0,0,11,Numeric,0,4,,,Operational
bufr4/0/05/045,05,Emplacement (horizontal - 1),005045,Numéro du champ de regard,Numeric,0,0,8,Numeric,0,3,,,Operational
