Category,CategoryOfSequences_fr,FXY1,Title_fr,SubTitle_fr,FXY2,ElementName_fr,ElementDescription_fr,Note_fr,Status
08,Séquences de rapports de surface (mer),D08001,(Bouée/plateforme - fixe),,D01033,(Bouée/plateforme - fixe),"Identification, type, date/heure, position (haute précision)",,Operational
08,Séquences de rapports de surface (mer),D08001,(Bouée/plateforme - fixe),,D02011,Station à basse altitude,Rapport de surface de base,,Operational
08,Séquences de rapports de surface (mer),D08001,(Bouée/plateforme - fixe),,B22042,Température de l'eau,,,Operational
08,Séquences de rapports de surface (mer),D08002,(Bouée/plateforme - fixe),,D01034,(Bouée/plateforme - fixe),"Identification, type, date/heure, position (haute précision)",,Operational
08,Séquences de rapports de surface (mer),D08002,(Bouée/plateforme - fixe),,D02011,Station à basse altitude,Rapport de surface de base,,Operational
08,Séquences de rapports de surface (mer),D08002,(Bouée/plateforme - fixe),,B22042,Température de l'eau,,,Operational
08,Séquences de rapports de surface (mer),D08003,(Bouée/plateforme - mobile) (voir Note 1),,D01035,(Bouée/plateforme - mobile) (voir Note 1),"Identification, type, date/heure, position (haute précision)",,Operational
08,Séquences de rapports de surface (mer),D08003,(Bouée/plateforme - mobile) (voir Note 1),,D02011,Station à basse altitude,Rapport de surface de base,,Operational
08,Séquences de rapports de surface (mer),D08003,(Bouée/plateforme - mobile) (voir Note 1),,B22042,Température de l'eau,,,Operational
08,Séquences de rapports de surface (mer),D08004,(Navire),,D01036,Navire,"Identification, type, date/heure, position (haute précision)",,Operational
08,Séquences de rapports de surface (mer),D08004,(Navire),,D02011,Station à basse altitude,Rapport de surface de base,,Operational
08,Séquences de rapports de surface (mer),D08004,(Navire),,B22042,Température de l'eau,,,Operational
08,Séquences de rapports de surface (mer),D08005,,,D08004,Navire,Rapport de navire de base,,Operational
08,Séquences de rapports de surface (mer),D08005,,,D02024,Vagues de vent et de houle,,,Operational
08,Séquences de rapports de surface (mer),D08006,(Paramètres optionnels de la section 1 de la bouée),,B10004,Pression,,,Operational
08,Séquences de rapports de surface (mer),D08006,(Paramètres optionnels de la section 1 de la bouée),,B10061,Changement de pression sur 3 heures,,,Operational
08,Séquences de rapports de surface (mer),D08006,(Paramètres optionnels de la section 1 de la bouée),,B10063,Caractéristique de la tendance de pression,,,Operational
