Id,FXY,ElementName_fr,CodeFigure,EntryName_fr,EntryName_sub1_fr,EntryName_sub2_fr,Note_fr,noteIDs,Status
bufr4/0/26/010/1,026010,Heures incluses,1,0100 inclus,,,,,Operational
bufr4/0/26/010/2,026010,Heures incluses,2,0100 inclus,,,,,Operational
bufr4/0/26/010/3,026010,Heures incluses,3,0100 inclus,,,,,Operational
bufr4/0/26/010/4,026010,Heures incluses,4,0100 inclus,,,,,Operational
bufr4/0/26/010/5,026010,Heures incluses,5,0500 inclus,,,,,Operational
bufr4/0/26/010/6,026010,Heures incluses,6,0600 inclus,,,,,Operational
bufr4/0/26/010/7,026010,Heures incluses,7,0600 inclus,,,,,Operational
bufr4/0/26/010/8,026010,Heures incluses,8,0600 inclus,,,,,Operational
bufr4/0/26/010/9,026010,Heures incluses,9,0600 inclus,,,,,Operational
bufr4/0/26/010/10,026010,Heures incluses,10,1000 inclus,,,,,Operational
bufr4/0/26/010/11,026010,Heures incluses,11,1100 inclus,,,,,Operational
bufr4/0/26/010/12,026010,Heures incluses,12,1100 inclus,,,,,Operational
bufr4/0/26/010/13,026010,Heures incluses,13,1100 inclus,,,,,Operational
bufr4/0/26/010/14,026010,Heures incluses,14,1100 inclus,,,,,Operational
bufr4/0/26/010/15,026010,Heures incluses,15,1500 inclus,,,,,Operational
bufr4/0/26/010/16,026010,Heures incluses,16,1500 inclus,,,,,Operational
bufr4/0/26/010/17,026010,Heures incluses,17,1500 inclus,,,,,Operational
bufr4/0/26/010/18,026010,Heures incluses,18,1500 inclus,,,,,Operational
bufr4/0/26/010/19,026010,Heures incluses,19,1900 inclus,,,,,Operational
bufr4/0/26/010/20,026010,Heures incluses,20,2000 inclus,,,,,Operational
bufr4/0/26/010/21,026010,Heures incluses,21,2100 inclus,,,,,Operational
bufr4/0/26/010/22,026010,Heures incluses,22,2200 inclus,,,,,Operational
bufr4/0/26/010/23,026010,Heures incluses,23,2300 inclus,,,,,Operational
bufr4/0/26/010/24,026010,Heures incluses,24,2400 inclus,,,,,Operational
bufr4/0/26/010/25,026010,Heures incluses,25,Mélange inconnu d'heures,,,,,Operational
bufr4/0/26/010/All-26,026010,Heures incluses,All 26,Valeur manquante,,,,,Operational
