Id,ClassNo,ClassName_fr,FXY,ElementName_fr,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_fr,noteIDs,Status
bufr4/0/27/001,27,Emplacement non coordonné (vertical),027001,Latitude (haute précision),deg,5,-9000000,25,deg,5,7,,,Operational
bufr4/0/27/002,27,Emplacement non coordonné (vertical),027002,Latitude (haute précision),deg,2,-9000,15,deg,2,4,,,Operational
bufr4/0/27/003,27,Emplacement non coordonné (vertical),027003,Longitude alternative (précision approximative),deg,2,-9000,15,deg,2,4,(voir la Note 3),132,Operational
bufr4/0/27/004,27,Emplacement non coordonné (vertical),027004,Latitude (haute précision),deg,5,-9000000,25,deg,5,7,(voir la Note 3),132,Operational
bufr4/0/27/010,27,Emplacement non coordonné (vertical),027010,Axe d'empreinte 2,m,-1,0,14,m,-1,5,,,Operational
bufr4/0/27/020,27,Emplacement non coordonné (vertical),027020,Compteur de localisation satellite,Numeric,0,0,16,Numeric,0,5,(voir la Note 3),143,Operational
bufr4/0/27/021,27,Emplacement non coordonné (vertical),027021,Dimension de sous-localisation du satellite,Numeric,0,0,16,Numeric,0,5,(voir la Note 3),144,Operational
bufr4/0/27/031,27,Emplacement non coordonné (vertical),027031,"En direction de 90 degrés Est, distance depuis le centre de la Terre",m,2,-1073741824,31,m,2,10,(voir les Notes 3 et 4),"96,151",Operational
bufr4/0/27/079,27,Emplacement non coordonné (vertical),027079,Largeur horizontale du volume échantillonné,m,0,0,18,m,0,6,,,Operational
bufr4/0/27/080,27,Emplacement non coordonné (vertical),027080,Angle d'azimut,degree true,2,0,16,degree true,0,5,,,Operational
