Id,FXY,ElementName_fr,CodeFigure,EntryName_fr,EntryName_sub1_fr,EntryName_sub2_fr,Note_fr,noteIDs,Status
bufr4/0/40/005/1,040005,Indicateur de correction de l'humidité du sol,1,Humidité du sol entre -20 % et 0 %,,,,,Operational
bufr4/0/40/005/2,040005,Indicateur de correction de l'humidité du sol,2,Humidité du sol entre -20 % et 0 %,,,,,Operational
bufr4/0/40/005/3,040005,Indicateur de correction de l'humidité du sol,3,Correction de la référence de rétrodiffusion humide,,,,,Operational
bufr4/0/40/005/4,040005,Indicateur de correction de l'humidité du sol,4,Correction de la référence de rétrodiffusion humide,,,,,Operational
bufr4/0/40/005/5,040005,Indicateur de correction de l'humidité du sol,5,Correction de la diffusion volumique dans le sable,,,,,Operational
bufr4/0/40/005/6-7,040005,Indicateur de correction de l'humidité du sol,6-7,Réservé,,,,,Operational
bufr4/0/40/005/All-8,040005,Indicateur de correction de l'humidité du sol,All 8,Valeur manquante,,,,,Operational
bufr4/0/40/006/1,040006,Indicateur de correction de l'humidité du sol,1,Pas de sol,,,,,Operational
bufr4/0/40/006/2,040006,Indicateur de correction de l'humidité du sol,2,Sensibilité à l'humidité du sol en dessous de la limite,,,,,Operational
bufr4/0/40/006/3,040006,Indicateur de correction de l'humidité du sol,3,Bruit azimutal au-dessus de la limite,,,,,Operational
bufr4/0/40/006/4,040006,Indicateur de correction de l'humidité du sol,4,Rétrodiffusion du faisceau avant-arrière hors de portée,,,,,Operational
bufr4/0/40/006/5,040006,Indicateur de correction de l'humidité du sol,5,Slope Mid-Fore beam out of range,,,,,Operational
bufr4/0/40/006/6,040006,Indicateur de correction de l'humidité du sol,6,Poutre arrière-milieu de pente hors plage,,,,,Operational
bufr4/0/40/006/7,040006,Indicateur de correction de l'humidité du sol,7,Humidité du sol entre -20 % et 0 %,,,,,Operational
bufr4/0/40/006/8,040006,Indicateur de correction de l'humidité du sol,8,Humidité du sol entre -20 % et 0 %,,,,,Operational
bufr4/0/40/006/9-15,040006,Indicateur de correction de l'humidité du sol,9-15,Réservé,,,,,Operational
bufr4/0/40/006/All-16,040006,Indicateur de correction de l'humidité du sol,All 16,Valeur manquante,,,,,Operational
bufr4/0/40/011/1,040011,Drapeau d'interpolation,1,Drapeau d'interpolation de la surface moyenne de la mer (MSS),,,,,Operational
bufr4/0/40/011/2,040011,Drapeau d'interpolation,2,"Indicateur d'interpolation de la solution de marée océanique 1 (0 = 4 points sur l'océan, 1 = moins de 4 points)",,,,,Operational
bufr4/0/40/011/3,040011,Drapeau d'interpolation,3,"Indicateur d'interpolation de la solution de marée océanique 1 (0 = 4 points sur l'océan, 1 = moins de 4 points)",,,,,Operational
bufr4/0/40/011/4,040011,Drapeau d'interpolation,4,"Indicateur d'interpolation de la solution de marée océanique 1 (0 = 4 points sur l'océan, 1 = moins de 4 points)",,,,,Operational
bufr4/0/40/011/5-7,040011,Drapeau d'interpolation,5-7,Réservé,,,,,Operational
bufr4/0/40/011/All-8,040011,Drapeau d'interpolation,All 8,Valeur manquante,,,,,Operational
bufr4/0/40/012/1,040012,Indicateur de qualité des données du radiomètre,1,"Température de brillance à 18,7 GHz",,,,,Operational
bufr4/0/40/012/2,040012,Indicateur de qualité des données du radiomètre,2,"Température de brillance à 18,7 GHz",,,,,Operational
bufr4/0/40/012/3,040012,Indicateur de qualité des données du radiomètre,3,"Température de brillance à 18,7 GHz",,,,,Operational
bufr4/0/40/012/4-7,040012,Indicateur de qualité des données du radiomètre,4-7,Réservé,,,,,Operational
bufr4/0/40/012/All-8,040012,Indicateur de qualité des données du radiomètre,All 8,Valeur manquante,,,,,Operational
bufr4/0/40/013/0,040013,Indicateur d'interprétation de la température de brillance du radiomètre,0,Interpolation sans écart entre les données JMR,,,,,Operational
bufr4/0/40/013/1,040013,Indicateur d'interprétation de la température de brillance du radiomètre,1,Interpolation sans écart entre les données JMR,,,,,Operational
bufr4/0/40/013/2,040013,Indicateur d'interprétation de la température de brillance du radiomètre,2,Interpolation sans écart entre les données JMR,,,,,Operational
