Id,ClassNo,ClassName_fr,FXY,ElementName_fr,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_fr,noteIDs,Status
bufr4/0/22/001,22,Éléments océanographiques,022001,Direction moyenne d'où proviennent les vagues,degree true,0,0,9,degree true,0,3,(voir la Note 3),136,Operational
bufr4/0/22/002,22,Éléments océanographiques,022002,Direction du vent,degree true,0,0,9,degree true,0,3,(voir la Note 3),136,Operational
bufr4/0/22/003,22,Éléments océanographiques,022003,Direction des vagues de houle,degree true,0,0,9,degree true,0,3,(voir la Note 3),136,Operational
bufr4/0/22/004,22,Éléments océanographiques,022004,Direction du courant,degree true,0,0,9,degree true,0,3,(voir la Note 3),54,Operational
bufr4/0/22/005,22,Éléments océanographiques,022005,Direction du courant marin/eau à un niveau,degree true,0,0,9,degree true,0,3,,,Operational
bufr4/0/22/011,22,Éléments océanographiques,022011,Période des vagues,s,0,0,6,s,0,2,,,Operational
bufr4/0/22/012,22,Éléments océanographiques,022012,Période des vagues,s,0,0,6,s,0,2,,,Operational
bufr4/0/22/013,22,Éléments océanographiques,022013,Période des vagues de houle,s,0,0,6,s,0,2,,,Operational
bufr4/0/22/021,22,Éléments océanographiques,022021,Hauteur significative des vagues,m,1,0,10,m,1,4,,,Operational
bufr4/0/22/022,22,Éléments océanographiques,022022,Hauteur des vagues de vent,m,1,0,10,m,1,4,,,Operational
bufr4/0/22/023,22,Éléments océanographiques,022023,Hauteur des vagues de houle,m,1,0,10,m,1,4,,,Operational
bufr4/0/22/025,22,Éléments océanographiques,022025,Hauteur d'écart-type des vagues,m,2,0,10,m,2,4,,,Operational
bufr4/0/22/026,22,Éléments océanographiques,022026,Hauteur d'écart-type des vagues,m,2,0,10,m,2,4,,,Operational
bufr4/0/22/031,22,Éléments océanographiques,022031,Vitesse du courant,m/s,2,0,13,m/s,2,4,,,Operational
bufr4/0/22/032,22,Éléments océanographiques,022032,Vitesse du courant marin/eau à un niveau,m/s,2,0,13,m/s,2,4,,,Operational
bufr4/0/22/035,22,Éléments océanographiques,022035,Élévation de marée par rapport au zéro hydrographique local,m,2,0,14,m,2,4,,,Operational
bufr4/0/22/036,22,Éléments océanographiques,022036,Élévation résiduelle de marée météorologique (surcote ou décalage),m,2,0,14,m,2,4,,,Operational
bufr4/0/22/037,22,Éléments océanographiques,022037,Élévation de marée par rapport au zéro hydrographique local,m,3,-10000,15,m,3,5,,,Operational
bufr4/0/22/038,22,Éléments océanographiques,022038,Élévation de marée par rapport au zéro hydrographique local,m,3,-10000,15,m,3,5,,,Operational
bufr4/0/22/039,22,Éléments océanographiques,022039,Élévation résiduelle de marée météorologique (surcote ou décalage),m,3,-5000,13,m,3,4,(voir la Note 3),55,Operational
bufr4/0/22/040,22,Éléments océanographiques,022040,Élévation résiduelle de marée météorologique (surcote ou décalage),m,3,-5000,14,m,3,5,(voir la Note 3),55,Operational
bufr4/0/22/041,22,Éléments océanographiques,022041,Température de la surface de la mer (moyenne mobile sur 15 jours),K,1,0,12,K,1,4,,,Operational
bufr4/0/22/042,22,Éléments océanographiques,022042,Température de la surface de la mer,K,1,0,12,K,1,4,,,Operational
bufr4/0/22/043,22,Éléments océanographiques,022043,Température de la surface de la mer,K,2,0,15,K,2,5,,,Operational
bufr4/0/22/044,22,Éléments océanographiques,022044,Vitesse du son,m/s,1,0,14,m/s,1,5,,,Operational
bufr4/0/22/045,22,Éléments océanographiques,022045,Température de la surface de la mer,K,3,0,19,K,3,6,,,Operational
bufr4/0/22/046,22,Éléments océanographiques,022046,Fraction de glace de mer,Numeric,2,0,7,Numeric,2,3,,,Operational
bufr4/0/22/049,22,Éléments océanographiques,022049,Température de la surface de la mer,K,2,0,15,K,2,5,,,Operational
bufr4/0/22/050,22,Éléments océanographiques,022050,Température d'écart-type de la surface de la mer,K,2,0,8,K,2,3,,,Operational
bufr4/0/22/055,22,Éléments océanographiques,022055,Numéro de cycle de flottement,Numeric,0,0,10,Numeric,0,3,,,Operational
bufr4/0/22/056,22,Éléments océanographiques,022056,Direction du profil,Code table,0,0,2,Code table,0,1,,,Operational
bufr4/0/22/059,22,Éléments océanographiques,022059,Salinité à un niveau,0/00,2,0,14,0/00,2,5,,,Operational
bufr4/0/22/060,22,Éléments océanographiques,022060,Statut de la drogue du dériveur lagrangien,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/22/061,22,Éléments océanographiques,022061,État de la mer,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/22/062,22,Éléments océanographiques,022062,Salinité à un niveau,0/00,2,0,14,0/00,2,5,,,Operational
bufr4/0/22/063,22,Éléments océanographiques,022063,Profondeur totale de l'eau,m,0,0,14,m,0,5,,,Operational
bufr4/0/22/064,22,Éléments océanographiques,022064,Salinité à un niveau,0/00,3,0,17,0/00,3,6,,,Operational
bufr4/0/22/065,22,Éléments océanographiques,022065,Pression d'eau à un niveau,Pa,-3,0,17,Pa,-3,6,,,Operational
bufr4/0/22/066,22,Éléments océanographiques,022066,Conductivité de l'eau,S/m,6,0,26,S/m,6,8,,,Operational
bufr4/0/22/067,22,Éléments océanographiques,022067,Qualificatif de mesure de température/salinité,Code table,0,0,10,Code table,0,4,,,Operational
bufr4/0/22/068,22,Éléments océanographiques,022068,Types d'enregistreurs de profil de température de l'eau,Code table,0,0,7,Code table,0,3,,,Operational
bufr4/0/22/069,22,Éléments océanographiques,022069,Rapport de densité spectrale des vagues,m2/Hz,3,0,22,m2/Hz,3,7,,,Operational
bufr4/0/22/070,22,Éléments océanographiques,022070,Hauteur significative des vagues,m,2,0,13,m,2,4,(voir la Note 3),146,Operational
bufr4/0/22/071,22,Éléments océanographiques,022071,Période de pic spectral des vagues,s,1,0,9,s,1,3,,,Operational
bufr4/0/22/072,22,Éléments océanographiques,022072,Période de pic spectral des vagues,m,0,0,13,m,0,4,,,Operational
bufr4/0/22/073,22,Éléments océanographiques,022073,Hauteur significative des vagues,m,2,0,13,m,2,4,,,Operational
bufr4/0/22/074,22,Éléments océanographiques,022074,Période moyenne des vagues,s,1,0,9,s,1,3,,,Operational
bufr4/0/22/075,22,Éléments océanographiques,022075,Longueur d'onde moyenne,m,0,0,13,m,0,4,,,Operational
bufr4/0/22/076,22,Éléments océanographiques,022076,Direction d'où proviennent les vagues dominantes,degree true,0,0,9,degree true,0,3,(voir la Note 3),137,Operational
bufr4/0/22/077,22,Éléments océanographiques,022077,Répartition directionnelle des vagues,deg,0,0,9,deg,0,3,(voir la Note 3),137,Operational
bufr4/0/22/078,22,Éléments océanographiques,022078,Durée de l'enregistrement des vagues,s,0,0,12,s,0,4,,,Operational
bufr4/0/22/079,22,Éléments océanographiques,022079,Durée de l'enregistrement des vagues,m,0,0,16,m,0,5,,,Operational
bufr4/0/22/080,22,Éléments océanographiques,022080,Fréquence centrale de bande.,Hz,3,0,10,Hz,3,4,,,Operational
bufr4/0/22/081,22,Éléments océanographiques,022081,Fréquence centrale de bande.,/m,5,0,13,/m,5,4,,,Operational
bufr4/0/22/082,22,Éléments océanographiques,022082,"Densité spectrale maximale non directionnelle des vagues, mise à l'échelle par fréquence",m2 s,2,0,20,m2 s,2,7,,,Operational
bufr4/0/22/083,22,Éléments océanographiques,022083,Nombre d'onde spectral maximal non directionnel,m3,2,0,20,m3,2,7,,,Operational
bufr4/0/22/084,22,Éléments océanographiques,022084,"Densité spectrale maximale non directionnelle des vagues, mise à l'échelle par fréquence",Numeric,0,0,7,Numeric,0,3,,,Operational
bufr4/0/22/085,22,Éléments océanographiques,022085,Rapport de densité spectrale des vagues,Numeric,0,0,7,Numeric,0,3,,,Operational
bufr4/0/22/086,22,Éléments océanographiques,022086,Direction moyenne d'où proviennent les vagues,degree true,0,0,9,degree true,0,3,(voir la Note 3),100,Operational
