Id,ClassNo,ClassName_fr,FXY,ElementName_fr,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_fr,noteIDs,Status
bufr4/0/42/001,42,Éléments océanographiques,042001,Direction dominante des vagues de houle de la partition spectrale,deg,0,0,9,deg,0,3,,,Operational
bufr4/0/42/002,42,Éléments océanographiques,042002,Direction dominante des vagues de houle de la partition spectrale,m,1,0,9,m,1,3,,,Operational
bufr4/0/42/003,42,Éléments océanographiques,042003,Direction dominante des vagues de houle de la partition spectrale,m,2,100,17,m,2,6,,,Operational
bufr4/0/42/004,42,Éléments océanographiques,042004,Confiance de l'inversion pour chaque partition des spectres de houle.,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/42/005,42,Éléments océanographiques,042005,Facteur d'élimination de l'ambiguïté pour la partition des vagues de houle,Numeric,5,-100000,18,Numeric,5,6,,,Operational
bufr4/0/42/006,42,Éléments océanographiques,042006,Âge de la houle,Numeric,2,1,8,Numeric,2,3,,,Operational
bufr4/0/42/007,42,Éléments océanographiques,042007,La plus courte longueur d'onde océanique sur la résolution spectrale,m,2,0,16,m,2,5,,,Operational
bufr4/0/42/008,42,Éléments océanographiques,042008,Largeur spectrale inverse non linéaire,m,2,0,16,m,2,5,,,Operational
bufr4/0/42/009,42,Éléments océanographiques,042009,Référence de partition de bac,Numeric,0,0,8,Numeric,0,3,,,Operational
bufr4/0/42/010,42,Éléments océanographiques,042010,Numéro de partition,Numeric,0,1,4,Numeric,0,2,,,Operational
bufr4/0/42/011,42,Éléments océanographiques,042011,coefficient a1 de la série de Fourier directionnelle,Numeric,4,-20000,15,Numeric,4,6,,,Operational
bufr4/0/42/012,42,Éléments océanographiques,042012,coefficient a1 de la série de Fourier directionnelle,Numeric,4,-20000,15,Numeric,4,6,,,Operational
bufr4/0/42/013,42,Éléments océanographiques,042013,coefficient a1 de la série de Fourier directionnelle,Numeric,4,-20000,15,Numeric,4,6,,,Operational
bufr4/0/42/014,42,Éléments océanographiques,042014,coefficient a1 de la série de Fourier directionnelle,Numeric,4,-20000,15,Numeric,4,6,,,Operational
bufr4/0/42/015,42,Éléments océanographiques,042015,Vérifiez le facteur K,Numeric,2,0,12,Numeric,2,4,,,Operational
bufr4/0/42/016,42,Éléments océanographiques,042016,Densité potentielle de l'eau de mer référencée à la surface de la mer à un niveau,kg m-3,5,-10000000,24,kg m-3,5,9,,,Operational
bufr4/0/42/017,42,Éléments océanographiques,042017,Drapeau de qualité des spectres des vagues de houle,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/42/018,42,Éléments océanographiques,042018,Drapeau de qualité des spectres des vagues de houle,Code table,0,0,4,Code table,0,4,,,Operational
