Id,ClassNo,ClassName_fr,FXY,ElementName_fr,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_fr,noteIDs,Status
bufr4/0/02/001,02,Instrumentation,002001,Type de station,Code table,0,0,2,Code table,0,1,,,Operational
bufr4/0/02/002,02,Instrumentation,002002,Type d'instrumentation pour la mesure du vent,Flag table,0,0,4,Flag table,0,2,,,Operational
bufr4/0/02/003,02,Instrumentation,002003,Type d'équipement de mesure utilisé,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/02/004,02,Instrumentation,002004,Type d'instrumentation pour la mesure de l'évaporation ou type de culture pour laquelle l'évapotranspiration est rapportée,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/02/005,02,Instrumentation,002005,Précision de l'observation de la température,K,2,0,7,K,2,3,,,Operational
bufr4/0/02/006,02,Instrumentation,002006,Type d'instrument de télédétection atmosphérique en altitude,Code table,0,0,6,Code table,0,0,,,Operational
bufr4/0/02/007,02,Instrumentation,002007,Type de capteur pour instrument de mesure du niveau d'eau,Code table,0,0,6,Code table,0,2,,,Operational
bufr4/0/02/008,02,Instrumentation,002008,Type de plateforme offshore,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/02/009,02,Instrumentation,002009,Algorithme d'aérosol MODIS,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/02/011,02,Instrumentation,002011,Type radiosonde,Code table,0,0,8,Code table,0,3,,,Operational
bufr4/0/02/012,02,Instrumentation,002012,Méthode de calcul des radiosondes,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/02/013,02,Instrumentation,002013,Correction du rayonnement solaire et infrarouge,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/02/014,02,Instrumentation,002014,Technique de suivi/statut du système utilisé,Code table,0,0,7,Code table,0,3,,,Operational
bufr4/0/02/015,02,Instrumentation,002015,Exhaustivité des radiosondes,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/02/016,02,Instrumentation,002016,Configuration de radiosonde,Flag table,0,0,5,Flag table,0,2,,,Operational
bufr4/0/02/017,02,Instrumentation,002017,Algorithmes de correction pour les mesures d'humidité,Code table,0,0,5,Code table,0,2,,,Operational
bufr4/0/02/019,02,Instrumentation,002019,Instruments satellitaires,Code table,0,0,11,Code table,0,4,,,Operational
bufr4/0/02/020,02,Instrumentation,002020,Classification des satellites,Code table,0,0,9,Code table,0,3,,,Operational
bufr4/0/02/021,02,Instrumentation,002021,Technique de traitement des données satellitaires utilisée,Flag table,0,0,9,Flag table,0,3,(voir la Note 3),47,Operational
bufr4/0/02/022,02,Instrumentation,002022,Technique de traitement des données satellitaires utilisée,Flag table,0,0,8,Flag table,0,3,,,Operational
bufr4/0/02/023,02,Instrumentation,002023,"(Identifiant du satellite, méthode de calcul du vent, date/heure, localisation)",Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/02/024,02,Instrumentation,002024,Méthode de calcul de l'humidité moyenne intégrée,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/02/025,02,Instrumentation,002025,Canal(s) satellite utilisé(s) dans le calcul,Flag table,0,0,25,Flag table,0,9,,,Operational
bufr4/0/02/026,02,Instrumentation,002026,Résolution transverse,m,2,0,12,m,2,4,,,Operational
bufr4/0/02/027,02,Instrumentation,002027,Résolution transverse,m,2,0,12,m,2,4,,,Operational
bufr4/0/02/028,02,Instrumentation,002028,Taille du segment au nadir dans la direction x,m,0,0,18,m,0,6,,,Operational
