Id,FXY,ElementName_fr,CodeFigure,EntryName_fr,EntryName_sub1_fr,EntryName_sub2_fr,Note_fr,noteIDs,Status
bufr4/0/33/002/0,033002,Informations de qualité,0,Données non suspectes,,,,,Operational
bufr4/0/33/002/1,033002,Informations de qualité,1,Données non suspectes,,,,,Operational
bufr4/0/33/002/2,033002,Informations de qualité,2,Réservé,,,,,Operational
bufr4/0/33/002/3,033002,Informations de qualité,3,Informations de qualité,,,,,Operational
bufr4/0/33/003/0,033003,Informations de qualité,0,Données non suspectes,,,,,Operational
bufr4/0/33/003/1,033003,Informations de qualité,1,Données non suspectes,,,,,Operational
bufr4/0/33/003/2,033003,Informations de qualité,2,Données non suspectes,,,,,Operational
bufr4/0/33/003/3,033003,Informations de qualité,3,Données jugées inappropriées à l'utilisation,,,,,Operational
bufr4/0/33/003/4-6,033003,Informations de qualité,4-6,Réservé,,,,,Operational
bufr4/0/33/003/7,033003,Informations de qualité,7,Informations de qualité,,,,,Operational
bufr4/0/33/005/1,033005,Informations de qualité (données AWS),1,Aucune vérification automatisée des données météorologiques effectuée,,,,,Operational
bufr4/0/33/005/2,033005,Informations de qualité (données AWS),2,Données de pression suspectes,,,,,Operational
bufr4/0/33/005/3,033005,Informations de qualité (données AWS),3,Données sur le vent suspectes,,,,,Operational
bufr4/0/33/005/4,033005,Informations de qualité (données AWS),4,Données de température de l'air suspectes,,,,,Operational
bufr4/0/33/005/5,033005,Informations de qualité (données AWS),5,Température au thermomètre mouillé,,,,,Operational
bufr4/0/33/005/6,033005,Informations de qualité (données AWS),6,Commencer à manquer des données d'humidité relative,,,,,Operational
bufr4/0/33/005/7,033005,Informations de qualité (données AWS),7,Données de température au sol suspectes,,,,,Operational
bufr4/0/33/005/8,033005,Informations de qualité (données AWS),8,Données de température du sol (profondeur 1) suspectes,,,,,Operational
bufr4/0/33/005/9,033005,Informations de qualité (données AWS),9,Données de température du sol (profondeur 1) suspectes,,,,,Operational
bufr4/0/33/005/10,033005,Informations de qualité (données AWS),10,Données de température du sol (profondeur 1) suspectes,,,,,Operational
bufr4/0/33/005/11,033005,Informations de qualité (données AWS),11,Données de température du sol (profondeur 1) suspectes,,,,,Operational
bufr4/0/33/005/12,033005,Informations de qualité (données AWS),12,Données de température du sol (profondeur 1) suspectes,,,,,Operational
bufr4/0/33/005/13,033005,Informations de qualité (données AWS),13,Données cloud suspectes,,,,,Operational
bufr4/0/33/005/14,033005,Informations de qualité (données AWS),14,Données de visibilité suspectes,,,,,Operational
bufr4/0/33/005/15,033005,Informations de qualité (données AWS),15,Données météorologiques actuelles suspectes,,,,,Operational
bufr4/0/33/005/16,033005,Informations de qualité (données AWS),16,Données de foudre suspectes,,,,,Operational
bufr4/0/33/005/17,033005,Informations de qualité (données AWS),17,Données sur les dépôts de glace suspectes,,,,,Operational
bufr4/0/33/005/18,033005,Informations de qualité (données AWS),18,Données de précipitation suspectes,,,,,Operational
bufr4/0/33/005/19,033005,Informations de qualité (données AWS),19,État des données au sol suspect.,,,,,Operational
bufr4/0/33/005/20,033005,Informations de qualité (données AWS),20,Données de neige suspectes,,,,,Operational
bufr4/0/33/005/21,033005,Informations de qualité (données AWS),21,Données sur la teneur en eau suspectes,,,,,Operational
bufr4/0/33/005/22,033005,Informations de qualité (données AWS),22,Données d'évaporation/évapotranspiration suspectes,,,,,Operational
bufr4/0/33/005/23,033005,Informations de qualité (données AWS),23,Données d'ensoleillement suspectes,,,,,Operational
bufr4/0/33/005/24-29,033005,Informations de qualité (données AWS),24-29,Réservé,,,,,Operational
bufr4/0/33/005/All-30,033005,Informations de qualité (données AWS),All 30,Valeur manquante,,,,,Operational
bufr4/0/33/006/0,033006,Informations sur l'état des mesures internes (AWS),0,Auto-vérification OK,,,,,Operational
bufr4/0/33/006/1,033006,Informations sur l'état des mesures internes (AWS),1,"Au moins un avertissement actif, aucune alarme.",,,,,Operational
bufr4/0/33/006/2,033006,Informations sur l'état des mesures internes (AWS),2,Au moins une alarme active,,,,,Operational
bufr4/0/33/006/3,033006,Informations sur l'état des mesures internes (AWS),3,Défaillance du capteur,,,,,Operational
bufr4/0/33/006/4-6,033006,Informations sur l'état des mesures internes (AWS),4-6,Réservé,,,,,Operational
bufr4/0/33/006/7,033006,Informations sur l'état des mesures internes (AWS),7,Valeur manquante,,,,,Operational
bufr4/0/33/015/0,033015,Indicateur de vérification de la qualité des données,0,A réussi tous les contrôles,,,,,Operational
bufr4/0/33/015/1,033015,Indicateur de vérification de la qualité des données,1,Vérification des données manquantes,,,,,Operational
bufr4/0/33/015/2,033015,Indicateur de vérification de la qualité des données,2,Vérification de descente/remontée du ballon,,,,,Operational
bufr4/0/33/015/3,033015,Indicateur de vérification de la qualité des données,3,Vérification de plausibilité des données (au-dessus des limites),,,,,Operational
bufr4/0/33/015/4,033015,Indicateur de vérification de la qualité des données,4,Vérification de plausibilité des données (au-dessus des limites),,,,,Operational
bufr4/0/33/015/5,033015,Indicateur de vérification de la qualité des données,5,Vérification du gradient de température superadiabatique,,,,,Operational
bufr4/0/33/015/6,033015,Indicateur de vérification de la qualité des données,6,Vérification des angles limitants,,,,,Operational
bufr4/0/33/015/7,033015,Indicateur de vérification de la qualité des données,7,Vérification du taux d'ascension,,,,,Operational
bufr4/0/33/015/8,033015,Indicateur de vérification de la qualité des données,8,Changement excessif par rapport au vol précédent,,,,,Operational
bufr4/0/33/015/9,033015,Indicateur de vérification de la qualité des données,9,Vérification du ballon en hauteur,,,,,Operational
bufr4/0/33/015/10,033015,Indicateur de vérification de la qualité des données,10,Vitesse du vent,,,,,Operational
bufr4/0/33/015/11,033015,Indicateur de vérification de la qualité des données,11,Direction du vent,,,,,Operational
bufr4/0/33/015/12,033015,Indicateur de vérification de la qualité des données,12,Vérification des dépendances,,,,,Operational
bufr4/0/33/015/13,033015,Indicateur de vérification de la qualité des données,13,Données valides mais modifiées,,,,,Operational
bufr4/0/33/015/14,033015,Indicateur de vérification de la qualité des données,14,Vérification des valeurs aberrantes des données,,,,,Operational
bufr4/0/33/015/15-62,033015,Indicateur de vérification de la qualité des données,15-62,Réservé,,,,,Operational
bufr4/0/33/015/63,033015,Indicateur de vérification de la qualité des données,63,Valeur manquante,,,,,Operational
bufr4/0/33/020/0,033020,Indication de contrôle de qualité de la valeur suivante,0,Bien,,,,,Operational
bufr4/0/33/020/1,033020,Indication de contrôle de qualité de la valeur suivante,1,Incohérent,,,,,Operational
bufr4/0/33/020/2,033020,Indication de contrôle de qualité de la valeur suivante,2,Douteux,,,,,Operational
bufr4/0/33/020/3,033020,Indication de contrôle de qualité de la valeur suivante,3,Faux,,,,,Operational
bufr4/0/33/020/4,033020,Indication de contrôle de qualité de la valeur suivante,4,Non vérifié,,,,,Operational
bufr4/0/33/020/5,033020,Indication de contrôle de qualité de la valeur suivante,5,A été modifié,,,,,Operational
bufr4/0/33/020/6,033020,Indication de contrôle de qualité de la valeur suivante,6,Estimé,,,,,Operational
bufr4/0/33/020/7,033020,Indication de contrôle de qualité de la valeur suivante,7,Valeur manquante,,,,,Operational
bufr4/0/33/021/0,033021,Qualité de la valeur suivante,0,Dans les limites,,,,,Operational
bufr4/0/33/021/1,033021,Qualité de la valeur suivante,1,Dans les limites,,,,,Operational
bufr4/0/33/021/2,033021,Qualité de la valeur suivante,2,Réservé,,,,,Operational
bufr4/0/33/021/3,033021,Qualité de la valeur suivante,3,Valeur manquante,,,,,Operational
bufr4/0/33/022/0,033022,Qualité de la transmission satellite de la bouée,0,Bon (plusieurs rapports identiques ont été reçus),,,,,Operational
bufr4/0/33/022/1,033022,Qualité de la transmission satellite de la bouée,1,Douteux (aucun rapport identique n'a été reçu),,,,,Operational
bufr4/0/33/022/2,033022,Qualité de la transmission satellite de la bouée,2,Réservé,,,,,Operational
bufr4/0/33/022/3,033022,Qualité de la transmission satellite de la bouée,3,Valeur manquante,,,,,Operational
bufr4/0/33/023/0,033023,Qualité de l'emplacement de la bouée,0,Fiable (l'emplacement a été déterminé sur deux passages satellites),,,,,Operational
