Id,ClassNo,ClassName_fr,FXY,ElementName_fr,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_fr,noteIDs,Status
bufr4/0/20/001,20,Phénomènes observés,020001,(Visibilité horizontale),m,-1,0,13,m,-1,4,,,Operational
bufr4/0/20/002,20,Phénomènes observés,020002,Visibilité verticale,m,-1,0,7,m,-1,3,,,Operational
bufr4/0/20/003,20,Phénomènes observés,020003,Temps présent,Code table,0,0,9,Code table,0,3,(voir la Note 3),172,Operational
bufr4/0/20/004,20,Phénomènes observés,020004,Temps passé (1),Code table,0,0,5,Code table,0,2,(voir la Note 3),171,Operational
bufr4/0/20/005,20,Phénomènes observés,020005,Temps passé (1),Code table,0,0,5,Code table,0,2,(voir la Note 3),171,Operational
bufr4/0/20/006,20,Phénomènes observés,020006,Règles de vol,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/20/008,20,Phénomènes observés,020008,Distribution cloud pour l'aviation,Code table,0,0,5,Code table,0,2,,,Operational
bufr4/0/20/009,20,Phénomènes observés,020009,Indicateur météorologique général (TAF/METAR),Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/20/010,20,Phénomènes observés,020010,Couverture nuageuse (totale),%,0,0,7,%,0,3,(voir la Note 3),20,Operational
bufr4/0/20/011,20,Phénomènes observés,020011,Quantité de nuages,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/20/012,20,Phénomènes observés,020012,Type de nuage,Code table,0,0,6,Code table,0,2,,,Operational
bufr4/0/20/013,20,Phénomènes observés,020013,Hauteur du sommet du nuage,m,-1,-40,11,m,-1,4,(voir la Note 3),170,Operational
bufr4/0/20/014,20,Phénomènes observés,020014,Hauteur du sommet du nuage,m,-1,-40,11,m,-1,4,,,Operational
bufr4/0/20/015,20,Phénomènes observés,020015,Pression au sommet du nuage,Pa,-1,0,14,Pa,-1,5,,,Operational
bufr4/0/20/016,20,Phénomènes observés,020016,Pression au sommet du nuage,Pa,-1,0,14,Pa,-1,5,,,Operational
bufr4/0/20/017,20,Phénomènes observés,020017,Description du sommet des nuages,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/20/018,20,Phénomènes observés,020018,Tendance de la portée visuelle de piste,Code table,0,0,2,Code table,0,1,,,Operational
